Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume
09-Nov-2023,16:00,182.44,+0.27,+0.15%,182.16,182.13,182.59,"1,929,056"
09-Nov-2023,15:55,182.17,+0.19,+0.10%,181.99,181.99,182.22,"1,095,708"
09-Nov-2023,15:50,181.98,+0.06,+0.03%,181.92,181.83,182.03,"616,625"
09-Nov-2023,15:45,181.92,-0.02,-0.01%,181.93,181.84,182.00,"500,378"
09-Nov-2023,15:40,181.94,-0.07,-0.04%,182.00,181.88,182.13,"515,628"
09-Nov-2023,15:35,182.00,+0.14,+0.08%,181.87,179.65,182.05,"444,922"
09-Nov-2023,15:30,181.86,-0.10,-0.05%,181.96,181.82,182.14,"480,705"
09-Nov-2023,15:25,181.96,-0.13,-0.07%,182.09,181.80,182.11,"444,885"
09-Nov-2023,15:20,182.09,-0.13,-0.07%,182.21,181.87,182.24,"1,060,132"
09-Nov-2023,15:15,182.21,+0.05,+0.02%,182.16,182.10,182.27,"425,519"
09-Nov-2023,15:10,182.17,+0.05,+0.03%,182.12,179.22,182.20,"414,672"
09-Nov-2023,15:05,182.12,-0.26,-0.14%,182.37,182.02,182.38,"543,274"
09-Nov-2023,15:00,182.37,+0.06,+0.03%,182.24,182.17,182.44,"301,319"
09-Nov-2023,14:55,182.31,-0.25,-0.14%,182.56,182.16,182.56,"324,840"
09-Nov-2023,14:50,182.56,+0.13,+0.07%,182.44,182.44,182.61,"326,028"
09-Nov-2023,14:45,182.44,-0.12,-0.07%,182.57,182.27,182.57,"359,842"
09-Nov-2023,14:40,182.55,-0.04,-0.02%,182.58,182.34,182.70,"403,334"
09-Nov-2023,14:35,182.59,-0.23,-0.13%,182.82,182.55,182.83,"422,673"
09-Nov-2023,14:30,182.82,+0.01,+0.01%,182.80,182.73,182.98,"327,734"
09-Nov-2023,14:25,182.81,+0.41,+0.22%,182.40,175.65,182.88,"477,736"
09-Nov-2023,14:20,182.40,-0.19,-0.10%,182.59,182.33,182.63,"537,155"
09-Nov-2023,14:15,182.59,-0.30,-0.16%,182.87,182.44,182.88,"462,025"
09-Nov-2023,14:10,182.89,+0.19,+0.10%,182.70,182.43,182.90,"634,148"
09-Nov-2023,14:05,182.70,-0.42,-0.23%,183.11,182.51,183.11,"770,866"
09-Nov-2023,14:00,183.12,-0.03,-0.02%,183.15,182.99,183.35,"358,660"
09-Nov-2023,13:55,183.15,-0.15,-0.08%,183.31,183.08,183.32,"1,822,948"
09-Nov-2023,13:50,183.30,-0.06,-0.03%,183.36,183.23,183.46,"402,103"
09-Nov-2023,13:45,183.36,-0.07,-0.04%,183.44,183.16,183.62,"360,798"
09-Nov-2023,13:40,183.44,-0.19,-0.10%,183.62,183.40,183.73,"342,055"
09-Nov-2023,13:35,183.62,-0.06,-0.03%,183.71,183.40,183.71,"394,704"
09-Nov-2023,13:30,183.68,-0.10,-0.05%,183.77,183.61,183.83,"425,191"
09-Nov-2023,13:25,183.78,+0.45,+0.25%,183.34,183.29,183.84,"595,641"
09-Nov-2023,13:20,183.33,-0.14,-0.08%,183.33,183.25,183.48,"362,635"
09-Nov-2023,13:15,183.47,+0.44,+0.24%,183.04,182.85,183.52,"652,442"
09-Nov-2023,13:10,183.04,-0.13,-0.07%,183.17,182.69,183.25,"742,335"
09-Nov-2023,13:05,183.17,-0.75,-0.41%,183.92,182.90,183.97,"1,070,103"
09-Nov-2023,13:00,183.92,-0.06,-0.03%,183.98,183.83,183.99,"282,465"
09-Nov-2023,12:55,183.98,+0.15,+0.08%,183.83,183.82,184.02,"405,339"
09-Nov-2023,12:50,183.83,+0.09,+0.05%,183.74,183.68,183.89,"426,004"
09-Nov-2023,12:45,183.74,+0.19,+0.10%,183.55,183.54,183.75,"359,207"
09-Nov-2023,12:40,183.55,-0.13,-0.07%,183.69,183.54,183.77,"268,174"
09-Nov-2023,12:35,183.68,+0.10,+0.05%,183.58,183.52,183.71,"287,843"
09-Nov-2023,12:30,183.58,-0.07,-0.04%,183.65,183.51,183.68,"248,471"
09-Nov-2023,12:25,183.65,-0.05,-0.03%,183.70,183.61,183.74,"230,028"
09-Nov-2023,12:20,183.70,-0.04,-0.02%,183.75,183.58,183.78,"320,712"
09-Nov-2023,12:15,183.75,-0.15,-0.08%,183.88,183.66,183.90,"398,475"
09-Nov-2023,12:10,183.90,+0.26,+0.14%,183.64,183.63,183.94,"335,213"
09-Nov-2023,12:05,183.64,-0.32,-0.17%,183.98,183.64,183.99,"428,677"
09-Nov-2023,12:00,183.96,-0.09,-0.05%,184.05,176.30,184.07,"409,365"
09-Nov-2023,11:55,184.05,+0.29,+0.16%,183.77,183.69,184.12,"939,486"
09-Nov-2023,11:50,183.76,+0.16,+0.08%,183.60,183.55,183.80,"505,055"
09-Nov-2023,11:45,183.60,-0.05,-0.02%,183.65,183.50,183.66,"385,484"
09-Nov-2023,11:40,183.65,+0.02,+0.01%,183.64,183.56,183.72,"414,148"
09-Nov-2023,11:35,183.63,+0.10,+0.06%,183.54,183.48,183.71,"400,060"
09-Nov-2023,11:30,183.53,-0.25,-0.14%,183.79,183.52,183.84,"429,894"
09-Nov-2023,11:25,183.78,+0.10,+0.05%,183.69,183.66,183.98,"744,844"
09-Nov-2023,11:20,183.68,-0.01,-0.01%,183.69,183.64,183.81,"588,579"
09-Nov-2023,11:15,183.69,-0.04,-0.02%,183.72,183.59,183.82,"495,332"
09-Nov-2023,11:10,183.73,+0.25,+0.14%,183.49,183.47,183.73,"874,699"
09-Nov-2023,11:05,183.48,+0.13,+0.07%,183.35,183.29,183.50,"573,619"
09-Nov-2023,11:00,183.36,+0.08,+0.04%,183.27,183.19,183.38,"504,432"
09-Nov-2023,10:55,183.27,+0.22,+0.12%,183.04,183.04,183.34,"692,949"
09-Nov-2023,10:50,183.05,-0.06,-0.03%,183.10,182.97,183.13,"377,601"
09-Nov-2023,10:45,183.11,+0.30,+0.16%,182.81,182.67,183.11,"445,344"
09-Nov-2023,10:40,182.81,+0.26,+0.14%,182.55,182.52,183.03,"561,281"
09-Nov-2023,10:35,182.55,-0.09,-0.05%,182.64,182.47,182.71,"559,353"
09-Nov-2023,10:30,182.64,-0.36,-0.20%,183.00,182.60,183.00,"525,525"
09-Nov-2023,10:25,183.00,+0.10,+0.05%,182.90,182.85,183.05,"514,718"
09-Nov-2023,10:20,182.90,-0.17,-0.09%,183.06,182.87,183.13,"618,226"
09-Nov-2023,10:15,183.07,+0.29,+0.16%,182.77,182.66,183.08,"484,624"
09-Nov-2023,10:10,182.78,-0.13,-0.07%,182.92,182.60,183.19,"684,971"
09-Nov-2023,10:05,182.92,-0.39,-0.21%,183.29,182.80,183.42,"729,768"
09-Nov-2023,10:00,183.30,+0.15,+0.08%,183.14,183.03,183.31,"608,399"
09-Nov-2023,09:55,183.15,+0.19,+0.10%,182.95,182.71,183.19,"636,394"
09-Nov-2023,09:50,182.96,+0.03,+0.02%,182.93,182.74,183.08,"781,092"
09-Nov-2023,09:45,182.93,-0.03,-0.02%,182.96,182.85,183.24,"1,006,687"
09-Nov-2023,09:40,182.96,-0.40,-0.22%,183.36,182.92,183.40,"816,638"
09-Nov-2023,09:35,183.36,+0.40,+0.22%,182.96,182.89,183.55,"1,890,355"
09-Nov-2023,09:30,182.96,+0.12,+0.07%,182.79,182.60,183.10,"64,793"
09-Nov-2023,09:25,182.84,+0.19,+0.10%,182.68,182.65,182.84,"17,392"
09-Nov-2023,09:20,182.65,+0.09,+0.05%,182.66,182.60,182.68,"9,349"
09-Nov-2023,09:15,182.56,+0.15,+0.08%,182.41,182.41,182.66,"7,089"
09-Nov-2023,09:10,182.42,-0.06,-0.04%,182.48,182.40,182.50,"9,810"
09-Nov-2023,09:05,182.48,-0.15,-0.08%,182.63,182.47,182.65,"11,271"
09-Nov-2023,09:00,182.63,+0.17,+0.09%,182.44,182.41,182.65,"10,115"
09-Nov-2023,08:55,182.46,+0.09,+0.05%,182.37,182.32,182.47,"4,030"
09-Nov-2023,08:50,182.37,+0.03,+0.02%,182.29,182.25,182.47,"15,590"
09-Nov-2023,08:45,182.33,-0.00,-0.00%,182.33,182.26,182.39,"6,098"
09-Nov-2023,08:40,182.34,+0.13,+0.07%,182.25,182.21,182.45,"11,072"
09-Nov-2023,08:35,182.21,-0.19,-0.10%,182.49,182.20,182.49,"9,149"
09-Nov-2023,08:30,182.40,+0.05,+0.03%,182.37,182.36,182.49,"8,573"
09-Nov-2023,08:25,182.35,-0.02,-0.01%,182.35,182.30,182.47,"7,688"
09-Nov-2023,08:20,182.37,+0.09,+0.05%,182.30,182.26,182.39,"15,133"
09-Nov-2023,08:15,182.28,-0.07,-0.04%,182.35,182.25,182.40,"7,884"
09-Nov-2023,08:10,182.35,-0.02,-0.01%,182.40,182.30,182.44,"3,683"
09-Nov-2023,08:05,182.37,+0.01,+0.01%,182.46,182.07,182.86,"32,639"
09-Nov-2023,08:00,182.36,-0.05,-0.03%,182.41,182.28,182.41,"12,397"
09-Nov-2023,07:55,182.41,+0.06,+0.03%,182.37,182.35,182.43,"2,026"
09-Nov-2023,07:50,182.35,-0.01,-0.01%,182.36,182.32,182.40,632
09-Nov-2023,07:45,182.36,+0.01,+0.01%,182.31,182.30,182.38,"3,452"
09-Nov-2023,07:40,182.35,-0.02,-0.01%,182.37,182.31,182.38,"1,944"
09-Nov-2023,07:35,182.37,-0.03,-0.02%,182.40,182.33,182.40,"1,902"
09-Nov-2023,07:30,182.40,-0.01,-0.01%,182.40,182.32,182.44,"2,213"
09-Nov-2023,07:25,182.41,0.00,0.00%,182.41,182.33,182.46,"3,400"
09-Nov-2023,07:20,182.41,-0.07,-0.04%,182.47,182.41,182.48,"2,299"
09-Nov-2023,07:15,182.48,-0.07,-0.04%,182.55,182.46,182.55,"1,382"
09-Nov-2023,07:10,182.55,+0.21,+0.12%,182.36,182.36,182.65,"30,229"
09-Nov-2023,07:05,182.34,+0.22,+0.12%,182.20,182.14,182.42,"6,921"
09-Nov-2023,07:00,182.12,-0.08,-0.04%,182.21,182.11,182.23,"1,266"
09-Nov-2023,06:55,182.20,+0.06,+0.03%,182.14,182.13,182.22,"1,139"
09-Nov-2023,06:50,182.14,-0.06,-0.03%,182.19,182.13,182.20,"1,148"
09-Nov-2023,06:45,182.20,+0.05,+0.03%,182.15,182.15,182.21,674
09-Nov-2023,06:40,182.15,0.00,0.00%,182.19,182.12,182.21,710
09-Nov-2023,06:35,182.15,0.00,0.00%,182.15,182.14,182.22,534
09-Nov-2023,06:30,182.15,-0.03,-0.02%,182.15,182.09,182.18,"1,390"
09-Nov-2023,06:25,182.18,-0.05,-0.03%,182.24,182.12,182.24,756
09-Nov-2023,06:20,182.23,-0.05,-0.03%,182.24,182.15,182.28,"3,012"
09-Nov-2023,06:15,182.28,+0.02,+0.01%,182.26,182.20,182.29,"1,990"
09-Nov-2023,06:10,182.26,-0.07,-0.04%,182.35,182.24,182.36,"2,331"
09-Nov-2023,06:05,182.33,-0.04,-0.02%,182.37,182.33,182.39,"2,019"
09-Nov-2023,06:00,182.37,-0.01,-0.01%,182.40,182.33,182.40,275
09-Nov-2023,05:55,182.38,-0.02,-0.01%,182.42,182.32,182.43,"1,080"
09-Nov-2023,05:50,182.40,-0.03,-0.02%,182.42,182.40,182.48,"5,001"
09-Nov-2023,05:45,182.43,+0.08,+0.04%,182.36,182.34,182.46,"3,471"
09-Nov-2023,05:40,182.35,+0.05,+0.03%,182.30,182.26,182.38,678
09-Nov-2023,05:35,182.30,+0.05,+0.03%,182.24,182.24,182.30,266
09-Nov-2023,05:30,182.25,+0.03,+0.02%,182.25,182.23,182.30,"3,080"
09-Nov-2023,05:25,182.22,0.00,0.00%,182.22,182.18,182.25,493
09-Nov-2023,05:20,182.22,+0.04,+0.02%,182.17,182.17,182.22,361
09-Nov-2023,05:15,182.18,+0.04,+0.02%,182.13,182.12,182.20,206
09-Nov-2023,05:10,182.14,+0.01,+0.01%,182.14,182.10,182.21,"2,155"
09-Nov-2023,05:05,182.13,+0.03,+0.02%,182.14,182.12,182.15,305
09-Nov-2023,05:00,182.10,-0.01,-0.01%,182.11,182.08,182.15,"1,897"
09-Nov-2023,04:55,182.11,-0.02,-0.01%,182.14,182.05,182.18,"2,505"
09-Nov-2023,04:50,182.13,0.00,0.00%,182.09,182.09,182.18,541
09-Nov-2023,04:45,182.13,+0.08,+0.04%,182.08,182.06,182.27,"4,380"
09-Nov-2023,04:40,182.05,-0.14,-0.08%,182.18,181.98,182.19,"5,315"
09-Nov-2023,04:35,182.19,0.00,0.00%,182.19,182.16,182.26,"1,331"
09-Nov-2023,04:30,182.19,-0.01,-0.01%,182.20,182.16,182.22,"4,407"
09-Nov-2023,04:25,182.20,+0.01,+0.01%,182.21,182.09,182.24,"2,535"
09-Nov-2023,04:20,182.19,-0.19,-0.10%,182.39,181.51,182.43,"12,308"
09-Nov-2023,04:15,182.38,+0.11,+0.06%,182.27,182.25,182.38,"3,325"
09-Nov-2023,04:10,182.27,-0.07,-0.04%,182.34,182.16,182.51,"7,481"
09-Nov-2023,04:05,182.34,-0.10,-0.05%,182.43,182.24,182.80,"5,825"
09-Nov-2023,01:05,,,,,,,
08-Nov-2023,20:00,182.44,-0.05,-0.03%,182.49,182.43,182.63,"8,949"
08-Nov-2023,19:55,182.49,-0.02,-0.01%,182.52,182.48,182.55,"1,475"
08-Nov-2023,19:50,182.51,-0.09,-0.05%,182.60,182.48,182.62,"3,279"
08-Nov-2023,19:45,182.60,+0.04,+0.02%,182.55,182.50,182.63,"1,871"
08-Nov-2023,19:40,182.55,+0.01,+0.01%,182.54,182.50,182.57,"1,004"
08-Nov-2023,19:35,182.54,+0.01,+0.01%,182.53,182.50,182.55,"2,261"
08-Nov-2023,19:30,182.53,+0.02,+0.01%,182.52,182.50,182.55,542
08-Nov-2023,19:25,182.51,-0.01,-0.01%,182.52,182.48,182.55,533
08-Nov-2023,19:20,182.52,-0.03,-0.02%,182.51,182.48,182.58,"2,684"
08-Nov-2023,19:15,182.55,-0.04,-0.02%,182.61,182.50,182.61,"1,894"
08-Nov-2023,19:10,182.59,-0.03,-0.02%,182.66,182.55,182.66,"1,323"
08-Nov-2023,19:05,182.62,+0.02,+0.01%,182.56,182.53,182.74,"8,925"
08-Nov-2023,19:00,182.60,0.00,0.00%,182.60,182.53,182.65,"1,992"
08-Nov-2023,18:55,182.60,+0.05,+0.03%,182.53,182.49,182.67,"5,802"
08-Nov-2023,18:50,182.55,-0.02,-0.01%,182.57,182.50,182.59,"1,142"
08-Nov-2023,18:45,182.57,-0.10,-0.05%,182.64,182.53,182.65,"5,587"
08-Nov-2023,18:40,182.67,+0.02,+0.01%,182.61,182.61,182.68,"1,114"
08-Nov-2023,18:35,182.65,+0.01,+0.01%,182.57,182.57,182.69,"1,035"
08-Nov-2023,18:30,182.64,+0.01,+0.01%,182.62,182.51,182.72,919
08-Nov-2023,18:25,182.62,0.00,0.00%,182.62,182.51,182.69,312
08-Nov-2023,18:20,182.62,-0.00,-0.00%,182.62,182.50,182.72,220
08-Nov-2023,18:15,182.63,+0.06,+0.04%,182.49,182.46,182.75,"4,320"
08-Nov-2023,18:10,182.56,+0.03,+0.02%,182.60,182.40,182.70,"4,232"
08-Nov-2023,18:05,182.53,-0.27,-0.15%,182.79,182.33,182.79,"22,481"
08-Nov-2023,18:00,182.80,-0.01,-0.01%,182.81,182.78,182.82,351
08-Nov-2023,17:55,182.81,+0.02,+0.01%,182.81,182.78,182.84,564
08-Nov-2023,17:50,182.79,+0.02,+0.01%,182.80,182.77,182.85,"1,719"
08-Nov-2023,17:45,182.77,0.00,0.00%,182.79,182.76,182.85,561
08-Nov-2023,17:40,182.77,-0.05,-0.03%,182.82,175.76,182.85,724
08-Nov-2023,17:35,182.82,0.00,0.00%,182.80,182.80,182.85,"1,240"
08-Nov-2023,17:30,182.82,+0.02,+0.01%,182.80,182.73,182.87,252
08-Nov-2023,17:25,182.80,-0.08,-0.04%,182.87,182.80,182.87,"12,343"
08-Nov-2023,17:20,182.88,+0.05,+0.03%,182.81,182.81,182.88,"3,676"
08-Nov-2023,17:15,182.83,-0.01,-0.00%,182.84,182.76,182.84,"11,427"
08-Nov-2023,17:10,182.83,0.00,0.00%,182.84,182.83,182.89,"3,389"
08-Nov-2023,17:05,182.83,+0.07,+0.04%,181.82,181.82,182.87,"5,276"
08-Nov-2023,17:00,182.76,-0.04,-0.02%,182.76,182.76,182.80,"2,378"
08-Nov-2023,16:55,182.80,+0.05,+0.03%,182.77,182.74,182.89,"2,679"
08-Nov-2023,16:50,182.75,-0.06,-0.03%,182.80,182.72,182.89,"25,316"
08-Nov-2023,16:45,182.81,-0.01,-0.01%,182.82,182.78,182.85,"4,159"
08-Nov-2023,16:40,182.82,+0.01,+0.01%,182.82,182.78,182.85,"2,820"
08-Nov-2023,16:35,182.81,-0.06,-0.03%,182.87,182.80,182.88,"1,808"
08-Nov-2023,16:30,182.87,-0.00,-0.00%,182.89,182.83,182.89,"4,443"
08-Nov-2023,16:25,182.88,-0.03,-0.02%,182.91,182.82,182.91,"85,085"
08-Nov-2023,16:20,182.91,+0.18,+0.10%,182.74,182.73,182.91,"14,705"
08-Nov-2023,16:15,182.73,-0.14,-0.08%,182.88,182.72,182.88,"212,043"
08-Nov-2023,16:10,182.87,+0.03,+0.02%,182.85,182.83,182.89,"121,002"
08-Nov-2023,16:05,182.84,-0.07,-0.04%,182.91,182.82,182.98,"6,384,121"
08-Nov-2023,16:00,182.91,-0.03,-0.01%,182.94,182.81,182.99,"1,816,747"
08-Nov-2023,15:55,182.94,+0.13,+0.07%,182.80,182.79,182.95,"1,059,147"
08-Nov-2023,15:50,182.80,-0.13,-0.07%,182.93,182.60,183.01,"844,262"
08-Nov-2023,15:45,182.94,+0.17,+0.10%,182.76,182.75,183.00,"816,143"
08-Nov-2023,15:40,182.76,+0.11,+0.06%,182.66,182.63,182.78,"387,302"
08-Nov-2023,15:35,182.66,-0.13,-0.07%,182.79,182.62,182.79,"408,213"
08-Nov-2023,15:30,182.79,+0.11,+0.06%,182.68,182.64,182.79,"458,378"
08-Nov-2023,15:25,182.68,+0.11,+0.06%,182.56,182.54,182.69,"394,544"
08-Nov-2023,15:20,182.57,-0.02,-0.01%,182.59,182.48,182.64,"382,535"
08-Nov-2023,15:15,182.58,+0.06,+0.03%,182.52,182.44,182.62,"843,918"
08-Nov-2023,15:10,182.53,-0.01,-0.01%,182.54,182.48,182.62,"357,972"
08-Nov-2023,15:05,182.54,+0.10,+0.06%,182.44,182.41,182.54,"281,259"
08-Nov-2023,15:00,182.43,-0.15,-0.08%,182.57,182.37,182.60,"308,552"
08-Nov-2023,14:55,182.58,-0.08,-0.05%,182.66,182.49,182.67,"482,527"
08-Nov-2023,14:50,182.66,-0.14,-0.08%,182.80,182.65,182.80,"258,943"
08-Nov-2023,14:45,182.80,-0.03,-0.02%,182.84,182.67,182.85,"346,033"
08-Nov-2023,14:40,182.83,+0.11,+0.06%,182.71,182.60,182.84,"312,526"
08-Nov-2023,14:35,182.72,-0.05,-0.03%,182.77,182.65,182.84,"331,290"
08-Nov-2023,14:30,182.77,+0.04,+0.02%,182.72,182.67,182.84,"384,936"
08-Nov-2023,14:25,182.73,-0.04,-0.02%,182.77,182.71,182.80,"227,644"
08-Nov-2023,14:20,182.77,+0.01,+0.00%,182.77,182.76,182.89,"277,715"
08-Nov-2023,14:15,182.77,-0.02,-0.01%,182.78,182.71,182.79,"231,994"
08-Nov-2023,14:10,182.78,+0.11,+0.06%,182.67,182.65,182.79,"279,311"
08-Nov-2023,14:05,182.67,+0.07,+0.04%,182.59,182.53,182.76,"287,958"
08-Nov-2023,14:00,182.59,-0.10,-0.05%,182.70,182.51,182.70,"213,406"
08-Nov-2023,13:55,182.69,-0.01,-0.00%,182.71,182.58,182.75,"198,128"
08-Nov-2023,13:50,182.70,+0.03,+0.02%,182.68,182.60,182.71,"188,522"
08-Nov-2023,13:45,182.67,+0.06,+0.03%,182.61,182.57,182.73,"305,792"
08-Nov-2023,13:40,182.61,+0.12,+0.07%,182.49,182.24,182.63,"249,137"
08-Nov-2023,13:35,182.49,-0.01,-0.01%,182.51,182.46,182.58,"255,459"
08-Nov-2023,13:30,182.50,+0.16,+0.09%,182.34,182.28,182.58,"414,806"
08-Nov-2023,13:25,182.34,+0.06,+0.03%,182.28,182.18,182.44,"322,988"
08-Nov-2023,13:20,182.28,+0.03,+0.02%,182.25,182.17,182.37,"288,454"
08-Nov-2023,13:15,182.25,-0.12,-0.07%,182.37,182.22,182.37,"323,189"
08-Nov-2023,13:10,182.37,+0.10,+0.06%,182.26,182.24,182.39,"305,766"
08-Nov-2023,13:05,182.27,+0.11,+0.06%,182.16,182.00,182.41,"417,699"
08-Nov-2023,13:00,182.15,-0.02,-0.01%,182.17,182.02,182.17,"200,838"
08-Nov-2023,12:55,182.17,-0.02,-0.01%,182.19,182.06,182.21,"286,354"
08-Nov-2023,12:50,182.19,-0.03,-0.02%,182.23,182.12,182.27,"237,320"
08-Nov-2023,12:45,182.23,+0.07,+0.04%,182.15,182.11,182.29,"502,789"
08-Nov-2023,12:40,182.16,+0.21,+0.12%,181.95,181.86,182.18,"319,391"
08-Nov-2023,12:35,181.95,+0.06,+0.03%,181.89,181.74,181.97,"395,268"
08-Nov-2023,12:30,181.89,-0.13,-0.07%,182.02,181.86,182.10,"290,877"
08-Nov-2023,12:25,182.02,+0.07,+0.04%,181.94,181.91,182.08,"333,710"
08-Nov-2023,12:20,181.95,+0.14,+0.08%,181.80,181.73,181.96,"341,285"
08-Nov-2023,12:15,181.81,+0.15,+0.08%,181.66,181.60,181.90,"339,556"
08-Nov-2023,12:10,181.66,-0.28,-0.15%,181.93,181.59,182.07,"563,293"
08-Nov-2023,12:05,181.94,-0.07,-0.04%,182.02,181.86,182.07,"607,716"
08-Nov-2023,12:00,182.01,-0.15,-0.08%,182.17,182.00,182.22,"400,475"
08-Nov-2023,11:55,182.16,-0.10,-0.05%,182.27,182.03,182.27,"412,061"
08-Nov-2023,11:50,182.26,-0.12,-0.07%,182.38,182.22,182.50,"344,583"
08-Nov-2023,11:45,182.38,+0.12,+0.06%,182.26,182.15,182.39,"342,531"
08-Nov-2023,11:40,182.27,+0.09,+0.05%,182.18,182.14,182.45,"453,353"
08-Nov-2023,11:35,182.18,+0.03,+0.02%,182.15,182.06,182.31,"603,151"
08-Nov-2023,11:30,182.15,-0.08,-0.05%,182.23,182.00,182.34,"540,223"
08-Nov-2023,11:25,182.23,-0.40,-0.22%,182.64,182.09,182.65,"540,504"
08-Nov-2023,11:20,182.63,+0.12,+0.06%,182.51,182.41,182.70,"552,862"
08-Nov-2023,11:15,182.52,+0.06,+0.03%,182.44,182.42,182.60,"417,010"
08-Nov-2023,11:10,182.46,-0.26,-0.14%,182.72,182.43,182.79,"391,513"
08-Nov-2023,11:05,182.72,+0.13,+0.07%,182.59,182.55,182.85,"444,162"
08-Nov-2023,11:00,182.58,-0.04,-0.02%,182.63,174.03,182.82,"449,859"
08-Nov-2023,10:55,182.62,-0.30,-0.16%,182.91,182.58,182.97,"439,918"
08-Nov-2023,10:50,182.92,-0.05,-0.03%,182.97,182.78,182.99,"473,194"
08-Nov-2023,10:45,182.97,+0.47,+0.26%,182.50,182.47,182.97,"623,215"
08-Nov-2023,10:40,182.50,+0.03,+0.02%,182.46,182.30,182.78,"862,540"
08-Nov-2023,10:35,182.47,-0.03,-0.02%,182.49,182.41,182.64,"588,719"
08-Nov-2023,10:30,182.50,-0.24,-0.13%,182.73,182.42,182.82,"673,272"
08-Nov-2023,10:25,182.74,-0.12,-0.07%,182.86,182.56,182.90,"576,052"
08-Nov-2023,10:20,182.86,-0.16,-0.09%,183.02,182.65,183.09,"725,109"
08-Nov-2023,10:15,183.03,+0.17,+0.09%,182.87,182.81,183.33,"942,913"
08-Nov-2023,10:10,182.86,+0.21,+0.11%,182.65,182.57,182.94,"741,902"
08-Nov-2023,10:05,182.65,-0.33,-0.18%,182.97,182.28,183.00,"1,416,721"
08-Nov-2023,10:00,182.98,-0.30,-0.16%,183.29,182.88,183.45,"972,207"
08-Nov-2023,09:55,183.28,+0.17,+0.09%,183.12,182.86,183.37,"1,098,686"
08-Nov-2023,09:50,183.11,+0.29,+0.16%,182.83,182.82,183.26,"1,241,790"
08-Nov-2023,09:45,182.82,-0.38,-0.21%,183.19,182.63,183.20,"1,188,408"
08-Nov-2023,09:40,183.20,-0.01,-0.01%,183.21,182.86,183.28,"1,135,598"
08-Nov-2023,09:35,183.21,+0.80,+0.44%,182.41,182.17,183.31,"2,671,738"
08-Nov-2023,09:30,182.41,+0.52,+0.29%,181.89,181.85,182.41,"52,150"
08-Nov-2023,09:25,181.89,-0.02,-0.01%,181.95,181.87,181.99,"14,817"
08-Nov-2023,09:20,181.91,+0.05,+0.03%,181.85,181.83,181.97,"13,087"
08-Nov-2023,09:15,181.86,+0.04,+0.02%,181.81,181.74,181.90,"17,839"
08-Nov-2023,09:10,181.82,+0.13,+0.07%,181.69,181.68,181.82,"16,385"
08-Nov-2023,09:05,181.69,+0.14,+0.08%,181.56,181.51,181.72,"17,057"
08-Nov-2023,09:00,181.55,-0.11,-0.06%,181.65,181.52,181.89,"9,240"
08-Nov-2023,08:55,181.66,-0.06,-0.04%,181.73,181.59,181.75,"4,116"
08-Nov-2023,08:50,181.73,+0.11,+0.06%,181.59,181.59,181.80,"5,630"
08-Nov-2023,08:45,181.61,-0.14,-0.08%,181.75,181.54,181.76,"28,631"
08-Nov-2023,08:40,181.75,-0.16,-0.09%,181.92,181.74,181.92,"6,952"
08-Nov-2023,08:35,181.91,+0.01,+0.01%,181.96,181.90,181.99,"4,395"
08-Nov-2023,08:30,181.90,-0.05,-0.03%,181.95,181.90,182.00,"3,234"
08-Nov-2023,08:25,181.95,+0.04,+0.02%,181.93,181.85,182.00,"2,381"
08-Nov-2023,08:20,181.91,-0.03,-0.02%,181.92,181.85,181.95,"7,256"
08-Nov-2023,08:15,181.94,-0.06,-0.03%,182.00,181.84,182.00,"7,090"
08-Nov-2023,08:10,182.00,-0.02,-0.01%,182.02,181.92,182.07,"29,060"
08-Nov-2023,08:05,182.02,+0.17,+0.09%,181.82,181.39,182.05,"42,262"
08-Nov-2023,08:00,181.85,+0.11,+0.06%,181.74,181.73,181.85,"3,570"
08-Nov-2023,07:55,181.74,0.00,0.00%,181.73,181.71,181.76,"1,513"
08-Nov-2023,07:50,181.74,+0.02,+0.01%,181.75,181.72,181.79,"2,754"
08-Nov-2023,07:45,181.72,-0.04,-0.02%,181.78,181.72,181.78,"1,746"
08-Nov-2023,07:40,181.76,-0.01,-0.01%,181.77,181.76,181.81,"1,951"
08-Nov-2023,07:35,181.77,+0.01,+0.01%,181.77,181.75,181.81,"4,467"
08-Nov-2023,07:30,181.76,-0.05,-0.03%,181.81,181.74,181.83,891
08-Nov-2023,07:25,181.81,+0.08,+0.04%,181.74,181.72,181.81,"4,108"
08-Nov-2023,07:20,181.73,+0.05,+0.03%,181.66,181.66,181.73,957
08-Nov-2023,07:15,181.68,+0.05,+0.03%,181.66,181.61,181.70,"5,935"
08-Nov-2023,07:10,181.63,-0.03,-0.02%,181.66,181.61,181.73,"7,706"
08-Nov-2023,07:05,181.66,-0.19,-0.10%,181.85,181.64,181.86,"16,909"
08-Nov-2023,07:00,181.85,0.00,0.00%,181.85,181.82,181.86,172
08-Nov-2023,06:55,181.85,+0.03,+0.02%,181.82,181.82,181.86,290
08-Nov-2023,06:50,181.82,-0.03,-0.02%,181.87,181.82,181.87,616
08-Nov-2023,06:45,181.85,-0.01,-0.01%,181.85,181.82,181.87,"1,089"
08-Nov-2023,06:40,181.86,-0.03,-0.02%,181.90,181.83,181.90,"2,975"
