Local Date,Local Time,Close,Net,%Chg,Open,Low,High
05-Jul-2023,12:20,"7,757.46",+8.04,+0.10%,"7,749.40","7,749.40","7,761.14"
05-Jul-2023,12:15,"7,749.42",+1.49,+0.02%,"7,747.28","7,745.35","7,749.93"
05-Jul-2023,12:10,"7,747.93",+3.22,+0.04%,"7,747.90","7,745.71","7,749.63"
05-Jul-2023,12:05,"7,744.71",-5.58,-0.07%,"7,748.79","7,741.06","7,748.79"
05-Jul-2023,12:00,"7,750.29",-7.80,-0.10%,"7,757.70","7,749.97","7,759.32"
05-Jul-2023,11:55,"7,758.09",-4.23,-0.05%,"7,763.44","7,755.40","7,763.44"
05-Jul-2023,11:50,"7,762.32",+4.07,+0.05%,"7,759.12","7,758.60","7,763.69"
05-Jul-2023,11:45,"7,758.25",+3.54,+0.05%,"7,752.56","7,752.56","7,759.51"
05-Jul-2023,11:40,"7,754.71",-4.29,-0.06%,"7,759.10","7,751.13","7,759.10"
05-Jul-2023,11:35,"7,759.00",-0.48,-0.01%,"7,756.43","7,756.38","7,763.76"
05-Jul-2023,11:30,"7,759.48",-2.91,-0.04%,"7,760.94","7,756.46","7,761.58"
05-Jul-2023,11:25,"7,762.39",-4.80,-0.06%,"7,768.32","7,761.58","7,768.32"
05-Jul-2023,11:20,"7,767.19",-6.93,-0.09%,"7,775.23","7,767.07","7,775.69"
05-Jul-2023,11:15,"7,774.12",-12.37,-0.16%,"7,786.49","7,773.43","7,786.64"
05-Jul-2023,11:10,"7,786.49",+0.53,+0.01%,"7,784.84","7,784.84","7,790.74"
05-Jul-2023,11:05,"7,785.96",-9.29,-0.12%,"7,796.81","7,783.77","7,796.81"
05-Jul-2023,11:00,"7,795.25",+10.82,+0.14%,"7,785.58","7,785.58","7,797.39"
05-Jul-2023,10:55,"7,784.43",-7.43,-0.10%,"7,792.73","7,782.67","7,795.18"
05-Jul-2023,10:50,"7,791.86",-3.31,-0.04%,"7,794.92","7,788.83","7,798.39"
05-Jul-2023,10:45,"7,795.17",-11.79,-0.15%,"7,804.94","7,793.57","7,805.53"
05-Jul-2023,10:40,"7,806.96",+7.10,+0.09%,"7,799.56","7,799.56","7,811.46"
05-Jul-2023,10:35,"7,799.86",+1.13,+0.01%,"7,797.92","7,797.92","7,803.12"
05-Jul-2023,10:30,"7,798.73",+1.91,+0.02%,"7,800.50","7,798.73","7,806.82"
05-Jul-2023,10:25,"7,796.82",+4.45,+0.06%,"7,792.21","7,791.16","7,799.09"
05-Jul-2023,10:20,"7,792.37",+15.29,+0.20%,"7,779.10","7,779.10","7,793.62"
05-Jul-2023,10:15,"7,777.08",-0.91,-0.01%,"7,774.46","7,772.35","7,778.29"
05-Jul-2023,10:10,"7,777.99",+3.14,+0.04%,"7,772.93","7,772.93","7,784.41"
05-Jul-2023,10:05,"7,774.85",+8.08,+0.10%,"7,767.51","7,767.51","7,783.02"
05-Jul-2023,10:00,"7,766.77",-4.00,-0.05%,"7,773.66","7,766.77","7,775.31"
05-Jul-2023,09:55,"7,770.77",+2.88,+0.04%,"7,767.05","7,759.81","7,772.73"
05-Jul-2023,09:50,"7,767.89",-1.08,-0.01%,"7,771.32","7,767.41","7,779.73"
05-Jul-2023,09:45,"7,768.97",+26.01,+0.34%,"7,741.88","7,741.88","7,773.39"
05-Jul-2023,09:40,"7,742.96",+6.31,+0.08%,"7,737.72","7,732.87","7,747.46"
05-Jul-2023,09:35,"7,736.65",-16.33,-0.21%,"7,752.98","7,722.41","7,752.98"
03-Jul-2023,13:05,"7,752.98",-0.74,-0.01%,"7,753.21","7,752.98","7,753.21"
03-Jul-2023,13:00,"7,753.72",+6.61,+0.09%,"7,747.61","7,747.61","7,754.99"
03-Jul-2023,12:55,"7,747.11",+5.60,+0.07%,"7,742.90","7,741.51","7,747.11"
03-Jul-2023,12:50,"7,741.51",+2.08,+0.03%,"7,740.59","7,739.56","7,744.05"
03-Jul-2023,12:45,"7,739.43",+0.71,+0.01%,"7,738.81","7,738.81","7,743.49"
03-Jul-2023,12:40,"7,738.72",+0.06,+0.00%,"7,737.03","7,735.55","7,738.97"
03-Jul-2023,12:35,"7,738.66",+2.68,+0.03%,"7,736.47","7,734.65","7,738.66"
03-Jul-2023,12:30,"7,735.98",-0.71,-0.01%,"7,737.06","7,734.83","7,739.25"
03-Jul-2023,12:25,"7,736.69",-1.88,-0.02%,"7,739.31","7,736.02","7,740.23"
03-Jul-2023,12:20,"7,738.57",+1.25,+0.02%,"7,736.64","7,735.12","7,738.57"
03-Jul-2023,12:15,"7,737.32",+6.72,+0.09%,"7,731.18","7,731.09","7,737.49"
03-Jul-2023,12:10,"7,730.60",-5.37,-0.07%,"7,734.96","7,730.60","7,735.27"
03-Jul-2023,12:05,"7,735.97",+0.65,+0.01%,"7,734.91","7,733.55","7,735.97"
03-Jul-2023,12:00,"7,735.32",-2.16,-0.03%,"7,736.76","7,732.68","7,736.96"
03-Jul-2023,11:55,"7,737.48",+2.47,+0.03%,"7,737.23","7,734.33","7,737.94"
03-Jul-2023,11:50,"7,735.01",+3.33,+0.04%,"7,733.12","7,731.43","7,737.53"
03-Jul-2023,11:45,"7,731.68",-2.17,-0.03%,"7,732.42","7,730.24","7,736.02"
03-Jul-2023,11:40,"7,733.85",+1.55,+0.02%,"7,734.32","7,730.60","7,734.96"
03-Jul-2023,11:35,"7,732.30",-4.29,-0.06%,"7,736.72","7,730.85","7,740.12"
03-Jul-2023,11:30,"7,736.59",-4.40,-0.06%,"7,741.14","7,731.50","7,741.14"
03-Jul-2023,11:25,"7,740.99",+4.45,+0.06%,"7,736.29","7,736.29","7,740.99"
03-Jul-2023,11:20,"7,736.54",+0.74,+0.01%,"7,735.18","7,732.94","7,738.68"
03-Jul-2023,11:15,"7,735.80",+4.58,+0.06%,"7,729.78","7,728.03","7,735.80"
03-Jul-2023,11:10,"7,731.22",+2.27,+0.03%,"7,727.97","7,727.47","7,733.18"
03-Jul-2023,11:05,"7,728.95",-0.53,-0.01%,"7,730.05","7,725.97","7,731.26"
03-Jul-2023,11:00,"7,729.48",-7.38,-0.10%,"7,737.63","7,729.08","7,738.90"
03-Jul-2023,10:55,"7,736.86",+5.29,+0.07%,"7,734.69","7,734.00","7,739.11"
03-Jul-2023,10:50,"7,731.57",-2.59,-0.03%,"7,735.08","7,728.98","7,735.08"
03-Jul-2023,10:45,"7,734.16",-4.98,-0.06%,"7,739.51","7,731.57","7,739.60"
03-Jul-2023,10:40,"7,739.14",-9.35,-0.12%,"7,748.44","7,737.99","7,750.13"
03-Jul-2023,10:35,"7,748.49",-11.57,-0.15%,"7,759.49","7,745.74","7,759.62"
03-Jul-2023,10:30,"7,760.06",-4.24,-0.05%,"7,764.22","7,759.07","7,765.38"
03-Jul-2023,10:25,"7,764.30",+7.00,+0.09%,"7,759.24","7,753.29","7,764.30"
03-Jul-2023,10:20,"7,757.30",-5.02,-0.06%,"7,763.69","7,757.29","7,764.34"
03-Jul-2023,10:15,"7,762.32",-3.48,-0.04%,"7,767.16","7,762.00","7,767.84"
03-Jul-2023,10:10,"7,765.80",-1.68,-0.02%,"7,768.75","7,760.29","7,768.75"
03-Jul-2023,10:05,"7,767.48",-0.02,-0.00%,"7,766.87","7,766.87","7,776.52"
03-Jul-2023,10:00,"7,767.50",-6.28,-0.08%,"7,772.26","7,764.51","7,772.26"
03-Jul-2023,09:55,"7,773.78",-8.45,-0.11%,"7,783.10","7,773.78","7,784.68"
03-Jul-2023,09:50,"7,782.23",+0.68,+0.01%,"7,780.26","7,770.03","7,782.23"
03-Jul-2023,09:45,"7,781.55",+5.41,+0.07%,"7,776.89","7,776.89","7,787.47"
03-Jul-2023,09:40,"7,776.14",+1.06,+0.01%,"7,776.04","7,763.14","7,780.21"
03-Jul-2023,09:35,"7,775.08",-10.01,-0.13%,"7,785.09","7,770.42","7,785.09"
30-Jun-2023,16:05,"7,785.09",-2.18,-0.03%,"7,783.16","7,783.16","7,785.09"
30-Jun-2023,16:00,"7,787.27",-4.75,-0.06%,"7,798.71","7,785.19","7,798.71"
30-Jun-2023,15:55,"7,792.02",+4.18,+0.05%,"7,787.88","7,785.74","7,792.02"
30-Jun-2023,15:50,"7,787.84",-2.30,-0.03%,"7,790.35","7,782.47","7,790.35"
30-Jun-2023,15:45,"7,790.14",-3.02,-0.04%,"7,793.45","7,789.17","7,794.53"
30-Jun-2023,15:40,"7,793.16",+6.09,+0.08%,"7,787.61","7,787.17","7,794.04"
30-Jun-2023,15:35,"7,787.07",-0.72,-0.01%,"7,787.99","7,783.17","7,788.16"
30-Jun-2023,15:30,"7,787.79",+2.45,+0.03%,"7,785.27","7,783.51","7,789.10"
30-Jun-2023,15:25,"7,785.34",+1.13,+0.01%,"7,784.80","7,782.65","7,785.81"
30-Jun-2023,15:20,"7,784.21",-2.86,-0.04%,"7,786.64","7,784.10","7,787.62"
30-Jun-2023,15:15,"7,787.07",+7.39,+0.09%,"7,779.62","7,778.95","7,787.07"
30-Jun-2023,15:10,"7,779.68",+2.66,+0.03%,"7,776.11","7,772.87","7,779.68"
30-Jun-2023,15:05,"7,777.02",-2.38,-0.03%,"7,780.45","7,774.61","7,781.40"
30-Jun-2023,15:00,"7,779.40",-3.39,-0.04%,"7,782.42","7,776.43","7,782.42"
30-Jun-2023,14:55,"7,782.79",+0.40,+0.01%,"7,782.99","7,781.38","7,786.34"
30-Jun-2023,14:50,"7,782.39",-1.14,-0.01%,"7,784.43","7,776.20","7,784.43"
30-Jun-2023,14:45,"7,783.53",-2.62,-0.03%,"7,785.86","7,781.79","7,785.87"
30-Jun-2023,14:40,"7,786.15",+1.46,+0.02%,"7,784.72","7,781.44","7,786.15"
30-Jun-2023,14:35,"7,784.69",-3.54,-0.05%,"7,789.03","7,781.76","7,789.03"
30-Jun-2023,14:30,"7,788.23",+5.64,+0.07%,"7,780.75","7,780.49","7,789.06"
30-Jun-2023,14:25,"7,782.59",-0.24,-0.00%,"7,782.00","7,779.35","7,782.70"
30-Jun-2023,14:20,"7,782.83",+2.30,+0.03%,"7,780.85","7,780.85","7,786.02"
30-Jun-2023,14:15,"7,780.53",-3.89,-0.05%,"7,785.36","7,777.79","7,785.36"
30-Jun-2023,14:10,"7,784.42",-3.52,-0.05%,"7,788.18","7,784.42","7,790.16"
30-Jun-2023,14:05,"7,787.94",-1.06,-0.01%,"7,788.63","7,786.13","7,789.43"
30-Jun-2023,14:00,"7,789.00",+2.86,+0.04%,"7,786.25","7,786.25","7,789.01"
30-Jun-2023,13:55,"7,786.14",-1.62,-0.02%,"7,789.37","7,785.44","7,789.56"
30-Jun-2023,13:50,"7,787.76",+2.17,+0.03%,"7,785.66","7,784.01","7,788.39"
30-Jun-2023,13:45,"7,785.59",-0.47,-0.01%,"7,784.39","7,784.22","7,787.60"
30-Jun-2023,13:40,"7,786.06",-1.86,-0.02%,"7,788.32","7,785.94","7,789.97"
30-Jun-2023,13:35,"7,787.92",+5.40,+0.07%,"7,781.26","7,781.26","7,788.29"
30-Jun-2023,13:30,"7,782.52",+2.48,+0.03%,"7,780.83","7,779.47","7,783.75"
30-Jun-2023,13:25,"7,780.04",-1.50,-0.02%,"7,781.10","7,778.62","7,784.28"
30-Jun-2023,13:20,"7,781.54",-3.70,-0.05%,"7,785.38","7,781.53","7,785.40"
30-Jun-2023,13:15,"7,785.24",-1.05,-0.01%,"7,784.79","7,784.39","7,787.20"
30-Jun-2023,13:10,"7,786.29",+5.89,+0.08%,"7,780.60","7,780.46","7,787.56"
30-Jun-2023,13:05,"7,780.40",-5.12,-0.07%,"7,784.70","7,778.40","7,784.70"
30-Jun-2023,13:00,"7,785.52",+3.17,+0.04%,"7,783.09","7,782.80","7,787.32"
30-Jun-2023,12:55,"7,782.35",+1.34,+0.02%,"7,780.14","7,779.62","7,782.50"
30-Jun-2023,12:50,"7,781.01",+6.30,+0.08%,"7,775.44","7,775.44","7,782.25"
30-Jun-2023,12:45,"7,774.71",-0.83,-0.01%,"7,774.89","7,773.37","7,776.16"
30-Jun-2023,12:40,"7,775.54",+2.82,+0.04%,"7,772.60","7,772.60","7,777.06"
30-Jun-2023,12:35,"7,772.72",+4.72,+0.06%,"7,769.34","7,769.34","7,774.44"
30-Jun-2023,12:30,"7,768.00",-0.15,-0.00%,"7,769.56","7,767.08","7,769.56"
30-Jun-2023,12:25,"7,768.15",+2.94,+0.04%,"7,766.05","7,766.05","7,770.35"
30-Jun-2023,12:20,"7,765.21",+2.50,+0.03%,"7,763.73","7,761.75","7,765.29"
30-Jun-2023,12:15,"7,762.71",-0.02,-0.00%,"7,762.47","7,758.96","7,766.71"
30-Jun-2023,12:10,"7,762.73",-5.45,-0.07%,"7,769.56","7,760.40","7,771.87"
30-Jun-2023,12:05,"7,768.18",+4.05,+0.05%,"7,765.20","7,763.68","7,768.18"
30-Jun-2023,12:00,"7,764.13",+7.42,+0.10%,"7,757.23","7,756.92","7,765.44"
30-Jun-2023,11:55,"7,756.71",-2.52,-0.03%,"7,761.03","7,755.55","7,762.61"
30-Jun-2023,11:50,"7,759.23",+2.46,+0.03%,"7,756.05","7,752.12","7,759.93"
30-Jun-2023,11:45,"7,756.77",-6.51,-0.08%,"7,763.01","7,755.44","7,763.01"
30-Jun-2023,11:40,"7,763.28",-3.46,-0.04%,"7,766.76","7,763.28","7,768.99"
30-Jun-2023,11:35,"7,766.74",-4.68,-0.06%,"7,772.30","7,764.85","7,772.30"
30-Jun-2023,11:30,"7,771.42",-10.78,-0.14%,"7,780.54","7,769.44","7,781.07"
30-Jun-2023,11:25,"7,782.20",-0.49,-0.01%,"7,782.95","7,774.66","7,782.95"
30-Jun-2023,11:20,"7,782.69",+0.92,+0.01%,"7,782.33","7,779.92","7,785.94"
30-Jun-2023,11:15,"7,781.77",-1.38,-0.02%,"7,783.48","7,779.77","7,787.67"
30-Jun-2023,11:10,"7,783.15",+2.64,+0.03%,"7,781.01","7,780.13","7,784.96"
30-Jun-2023,11:05,"7,780.51",+0.56,+0.01%,"7,779.93","7,777.09","7,782.26"
30-Jun-2023,11:00,"7,779.95",-8.53,-0.11%,"7,787.12","7,777.97","7,789.83"
30-Jun-2023,10:55,"7,788.48",+6.46,+0.08%,"7,781.56","7,778.68","7,789.55"
30-Jun-2023,10:50,"7,782.02",-6.89,-0.09%,"7,790.02","7,782.02","7,793.68"
30-Jun-2023,10:45,"7,788.91",-2.67,-0.03%,"7,791.26","7,788.53","7,795.74"
30-Jun-2023,10:40,"7,791.58",+0.19,+0.00%,"7,792.36","7,783.45","7,792.36"
30-Jun-2023,10:35,"7,791.39",+1.64,+0.02%,"7,789.33","7,788.62","7,797.07"
30-Jun-2023,10:30,"7,789.75",-0.29,-0.00%,"7,787.22","7,787.22","7,791.16"
30-Jun-2023,10:25,"7,790.04",-2.39,-0.03%,"7,792.76","7,788.99","7,798.23"
30-Jun-2023,10:20,"7,792.43",+9.92,+0.13%,"7,778.38","7,778.38","7,792.43"
30-Jun-2023,10:15,"7,782.51",+13.06,+0.17%,"7,769.84","7,769.84","7,782.51"
30-Jun-2023,10:10,"7,769.45",-5.40,-0.07%,"7,771.92","7,764.98","7,778.30"
30-Jun-2023,10:05,"7,774.85",+1.79,+0.02%,"7,769.39","7,769.39","7,774.85"
30-Jun-2023,10:00,"7,773.06",+2.70,+0.03%,"7,770.17","7,765.35","7,776.64"
30-Jun-2023,09:55,"7,770.36",-0.55,-0.01%,"7,772.97","7,763.76","7,773.34"
30-Jun-2023,09:50,"7,770.91",+13.36,+0.17%,"7,759.09","7,757.31","7,773.07"
30-Jun-2023,09:45,"7,757.55",+16.99,+0.22%,"7,740.95","7,740.95","7,758.65"
30-Jun-2023,09:40,"7,740.56",+10.15,+0.13%,"7,736.36","7,733.28","7,743.40"
30-Jun-2023,09:35,"7,730.41",+87.03,+1.14%,"7,643.38","7,643.38","7,741.06"
29-Jun-2023,16:20,"7,643.38",+0.08,+0.00%,"7,643.38","7,643.38","7,643.38"
29-Jun-2023,16:05,"7,643.30",+1.04,+0.01%,"7,642.39","7,642.39","7,643.31"
29-Jun-2023,16:00,"7,642.26",+4.11,+0.05%,"7,634.13","7,630.21","7,643.57"
29-Jun-2023,15:55,"7,638.15",+4.38,+0.06%,"7,634.38","7,634.38","7,647.17"
29-Jun-2023,15:50,"7,633.77",+8.68,+0.11%,"7,625.63","7,624.92","7,636.69"
29-Jun-2023,15:45,"7,625.09",-8.79,-0.12%,"7,635.03","7,625.09","7,635.03"
29-Jun-2023,15:40,"7,633.88",+0.25,+0.00%,"7,633.45","7,629.39","7,634.38"
29-Jun-2023,15:35,"7,633.63",+0.26,+0.00%,"7,633.45","7,630.86","7,636.07"
29-Jun-2023,15:30,"7,633.37",+7.06,+0.09%,"7,626.20","7,626.20","7,633.75"
29-Jun-2023,15:25,"7,626.31",-3.58,-0.05%,"7,629.51","7,624.47","7,631.60"
29-Jun-2023,15:20,"7,629.89",-2.32,-0.03%,"7,631.90","7,629.00","7,637.45"
29-Jun-2023,15:15,"7,632.21",-2.54,-0.03%,"7,633.77","7,631.64","7,635.05"
29-Jun-2023,15:10,"7,634.75",-3.72,-0.05%,"7,638.13","7,633.08","7,639.27"
29-Jun-2023,15:05,"7,638.47",+1.77,+0.02%,"7,637.61","7,636.19","7,639.22"
29-Jun-2023,15:00,"7,636.70",+7.70,+0.10%,"7,629.52","7,629.37","7,638.05"
29-Jun-2023,14:55,"7,629.00",-3.88,-0.05%,"7,632.13","7,626.84","7,632.13"
29-Jun-2023,14:50,"7,632.88",+2.01,+0.03%,"7,632.01","7,631.80","7,634.55"
29-Jun-2023,14:45,"7,630.87",-3.40,-0.04%,"7,634.93","7,625.97","7,634.93"
29-Jun-2023,14:40,"7,634.27",+3.41,+0.04%,"7,630.08","7,629.96","7,634.99"
29-Jun-2023,14:35,"7,630.86",-1.54,-0.02%,"7,632.07","7,628.09","7,632.50"
29-Jun-2023,14:30,"7,632.40",-0.81,-0.01%,"7,633.29","7,630.19","7,633.83"
29-Jun-2023,14:25,"7,633.21",+6.21,+0.08%,"7,627.12","7,627.12","7,633.58"
29-Jun-2023,14:20,"7,627.00",+1.30,+0.02%,"7,625.96","7,624.23","7,627.95"
29-Jun-2023,14:15,"7,625.70",+9.73,+0.13%,"7,615.13","7,615.13","7,625.70"
29-Jun-2023,14:10,"7,615.97",-0.34,-0.00%,"7,618.52","7,613.54","7,618.52"
29-Jun-2023,14:05,"7,616.31",-8.16,-0.11%,"7,623.85","7,612.56","7,623.85"
29-Jun-2023,14:00,"7,624.47",-9.83,-0.13%,"7,633.94","7,622.37","7,635.12"
29-Jun-2023,13:55,"7,634.30",+3.60,+0.05%,"7,630.41","7,629.78","7,634.54"
29-Jun-2023,13:50,"7,630.70",+3.66,+0.05%,"7,629.50","7,625.49","7,630.70"
29-Jun-2023,13:45,"7,627.04",-2.69,-0.04%,"7,630.77","7,626.61","7,633.69"
29-Jun-2023,13:40,"7,629.73",-0.21,-0.00%,"7,631.84","7,629.26","7,632.56"
29-Jun-2023,13:35,"7,629.94",-9.74,-0.13%,"7,639.46","7,629.35","7,639.46"
29-Jun-2023,13:30,"7,639.68",+0.08,+0.00%,"7,639.60","7,634.75","7,641.16"
29-Jun-2023,13:25,"7,639.60",+2.14,+0.03%,"7,637.60","7,637.09","7,641.81"
29-Jun-2023,13:20,"7,637.46",+6.15,+0.08%,"7,631.67","7,630.36","7,637.95"
29-Jun-2023,13:15,"7,631.31",+1.03,+0.01%,"7,631.38","7,628.19","7,632.64"
29-Jun-2023,13:10,"7,630.28",+0.56,+0.01%,"7,629.91","7,621.25","7,630.60"
29-Jun-2023,13:05,"7,629.72",-2.98,-0.04%,"7,633.31","7,628.32","7,634.67"
29-Jun-2023,13:00,"7,632.70",-15.15,-0.20%,"7,647.71","7,627.79","7,647.71"
29-Jun-2023,12:55,"7,647.85",-4.71,-0.06%,"7,651.25","7,647.54","7,651.25"
29-Jun-2023,12:50,"7,652.56",+1.93,+0.03%,"7,651.16","7,650.57","7,656.07"
29-Jun-2023,12:45,"7,650.63",+5.24,+0.07%,"7,644.67","7,643.51","7,652.47"
29-Jun-2023,12:40,"7,645.39",-5.85,-0.08%,"7,650.34","7,643.06","7,650.84"
29-Jun-2023,12:35,"7,651.24",+0.54,+0.01%,"7,649.72","7,646.46","7,651.88"
29-Jun-2023,12:30,"7,650.70",+6.82,+0.09%,"7,643.55","7,641.28","7,651.56"
29-Jun-2023,12:25,"7,643.88",+1.21,+0.02%,"7,644.22","7,643.09","7,645.84"
29-Jun-2023,12:20,"7,642.67",+2.57,+0.03%,"7,640.31","7,635.76","7,642.67"
29-Jun-2023,12:15,"7,640.10",-11.87,-0.16%,"7,651.89","7,640.10","7,653.38"
29-Jun-2023,12:10,"7,651.97",-2.84,-0.04%,"7,654.96","7,649.50","7,654.96"
29-Jun-2023,12:05,"7,654.81",-1.75,-0.02%,"7,656.88","7,654.81","7,664.82"
29-Jun-2023,12:00,"7,656.56",-2.12,-0.03%,"7,658.75","7,655.25","7,661.26"
29-Jun-2023,11:55,"7,658.68",+5.36,+0.07%,"7,653.46","7,653.46","7,659.86"
29-Jun-2023,11:50,"7,653.32",+0.98,+0.01%,"7,651.48","7,651.39","7,656.67"
29-Jun-2023,11:45,"7,652.34",-2.01,-0.03%,"7,655.28","7,652.34","7,662.70"
29-Jun-2023,11:40,"7,654.35",+1.07,+0.01%,"7,653.15","7,647.86","7,654.35"
29-Jun-2023,11:35,"7,653.28",-6.39,-0.08%,"7,660.37","7,652.22","7,661.98"
29-Jun-2023,11:30,"7,659.67",-0.02,-0.00%,"7,659.88","7,656.25","7,661.29"
29-Jun-2023,11:25,"7,659.69",+8.19,+0.11%,"7,652.15","7,652.15","7,659.69"
29-Jun-2023,11:20,"7,651.50",+5.03,+0.07%,"7,647.18","7,647.18","7,652.93"
29-Jun-2023,11:15,"7,646.47",+2.02,+0.03%,"7,643.67","7,641.43","7,649.68"
29-Jun-2023,11:10,"7,644.45",+13.77,+0.18%,"7,633.88","7,631.69","7,646.81"
29-Jun-2023,11:05,"7,630.68",+1.49,+0.02%,"7,627.94","7,626.33","7,630.69"
29-Jun-2023,11:00,"7,629.19",+10.08,+0.13%,"7,621.29","7,620.02","7,629.19"
29-Jun-2023,10:55,"7,619.11",+1.90,+0.02%,"7,616.26","7,614.73","7,621.50"
29-Jun-2023,10:50,"7,617.21",+3.43,+0.05%,"7,620.50","7,606.98","7,620.50"
29-Jun-2023,10:45,"7,613.78",-19.88,-0.26%,"7,633.03","7,613.78","7,634.48"
29-Jun-2023,10:40,"7,633.66",+4.48,+0.06%,"7,628.79","7,623.80","7,635.06"
29-Jun-2023,10:35,"7,629.18",+4.18,+0.05%,"7,622.18","7,611.53","7,629.18"
29-Jun-2023,10:30,"7,625.00",-4.07,-0.05%,"7,627.86","7,625.00","7,633.96"
29-Jun-2023,10:25,"7,629.07",+5.24,+0.07%,"7,623.63","7,623.63","7,640.37"
29-Jun-2023,10:20,"7,623.83",+9.35,+0.12%,"7,617.48","7,617.48","7,629.01"
29-Jun-2023,10:15,"7,614.48",-9.28,-0.12%,"7,621.93","7,608.56","7,621.93"
29-Jun-2023,10:10,"7,623.76",-26.30,-0.34%,"7,651.43","7,619.24","7,655.22"
29-Jun-2023,10:05,"7,650.06",+15.24,+0.20%,"7,638.14","7,638.14","7,652.43"
29-Jun-2023,10:00,"7,634.82",-12.09,-0.16%,"7,646.73","7,634.82","7,646.73"
29-Jun-2023,09:55,"7,646.91",-3.04,-0.04%,"7,649.84","7,644.65","7,652.78"
29-Jun-2023,09:50,"7,649.95",+20.44,+0.27%,"7,629.56","7,627.80","7,649.95"
29-Jun-2023,09:45,"7,629.51",-24.72,-0.32%,"7,653.35","7,629.51","7,655.59"
29-Jun-2023,09:40,"7,654.23",-8.41,-0.11%,"7,661.36","7,646.99","7,661.36"
29-Jun-2023,09:35,"7,662.64",+13.68,+0.18%,"7,648.96","7,636.19","7,662.64"
28-Jun-2023,16:20,"7,648.96",-0.02,-0.00%,"7,648.96","7,648.96","7,648.96"
28-Jun-2023,16:05,"7,648.98",+5.04,+0.07%,"7,650.37","7,648.98","7,650.37"
28-Jun-2023,16:00,"7,643.94",+3.66,+0.05%,"7,635.25","7,630.96","7,643.94"
28-Jun-2023,15:55,"7,640.28",+5.31,+0.07%,"7,635.25","7,632.35","7,645.23"
28-Jun-2023,15:50,"7,634.97",+1.97,+0.03%,"7,632.88","7,632.88","7,638.16"
28-Jun-2023,15:45,"7,633.00",-0.53,-0.01%,"7,632.98","7,632.71","7,640.51"
28-Jun-2023,15:40,"7,633.53",-0.13,-0.00%,"7,632.48","7,629.18","7,633.53"
28-Jun-2023,15:35,"7,633.66",-3.07,-0.04%,"7,636.14","7,631.55","7,636.65"
28-Jun-2023,15:30,"7,636.73",-8.20,-0.11%,"7,644.86","7,634.81","7,646.45"
28-Jun-2023,15:25,"7,644.93",+1.90,+0.02%,"7,643.18","7,642.07","7,646.61"
28-Jun-2023,15:20,"7,643.03",+4.27,+0.06%,"7,638.79","7,637.43","7,643.27"
28-Jun-2023,15:15,"7,638.76",+10.90,+0.14%,"7,630.13","7,626.61","7,639.01"
28-Jun-2023,15:10,"7,627.86",-5.43,-0.07%,"7,632.12","7,617.59","7,633.02"
28-Jun-2023,15:05,"7,633.29",-15.61,-0.20%,"7,648.47","7,629.85","7,650.14"
28-Jun-2023,15:00,"7,648.90",-3.05,-0.04%,"7,651.20","7,646.10","7,651.20"
28-Jun-2023,14:55,"7,651.95",+2.47,+0.03%,"7,647.86","7,647.17","7,652.66"
28-Jun-2023,14:50,"7,649.48",-3.25,-0.04%,"7,653.36","7,649.04","7,653.36"
28-Jun-2023,14:45,"7,652.73",+3.65,+0.05%,"7,647.95","7,644.89","7,654.77"
28-Jun-2023,14:40,"7,649.08",-8.99,-0.12%,"7,659.40","7,646.56","7,659.68"
28-Jun-2023,14:35,"7,658.07",-1.43,-0.02%,"7,658.72","7,654.06","7,660.57"
28-Jun-2023,14:30,"7,659.50",-2.81,-0.04%,"7,663.27","7,657.83","7,664.93"
28-Jun-2023,14:25,"7,662.31",+2.90,+0.04%,"7,658.33","7,658.00","7,663.94"
28-Jun-2023,14:20,"7,659.41",+6.82,+0.09%,"7,653.70","7,651.83","7,659.41"
28-Jun-2023,14:15,"7,652.59",+1.27,+0.02%,"7,651.07","7,651.07","7,655.76"
28-Jun-2023,14:10,"7,651.32",-1.77,-0.02%,"7,652.19","7,650.83","7,655.44"
28-Jun-2023,14:05,"7,653.09",+11.12,+0.15%,"7,641.14","7,640.91","7,653.12"
28-Jun-2023,14:00,"7,641.97",-1.82,-0.02%,"7,644.04","7,637.52","7,649.90"
28-Jun-2023,13:55,"7,643.79",+3.24,+0.04%,"7,641.20","7,635.13","7,643.79"
28-Jun-2023,13:50,"7,640.55",-4.42,-0.06%,"7,643.56","7,640.34","7,646.32"
28-Jun-2023,13:45,"7,644.97",-1.39,-0.02%,"7,646.61","7,639.39","7,648.70"
28-Jun-2023,13:40,"7,646.36",+2.57,+0.03%,"7,641.40","7,641.40","7,649.39"
28-Jun-2023,13:35,"7,643.79",-2.07,-0.03%,"7,646.13","7,643.46","7,651.99"
28-Jun-2023,13:30,"7,645.86",+3.40,+0.04%,"7,642.45","7,641.83","7,646.38"
28-Jun-2023,13:25,"7,642.46",+9.17,+0.12%,"7,632.98","7,632.42","7,644.56"
28-Jun-2023,13:20,"7,633.29",+2.05,+0.03%,"7,632.54","7,629.03","7,634.31"
28-Jun-2023,13:15,"7,631.24",-2.47,-0.03%,"7,631.80","7,627.77","7,632.28"
28-Jun-2023,13:10,"7,633.71",+1.83,+0.02%,"7,628.87","7,628.87","7,638.78"
