Local Date,Local Time,Close,Net,%Chg,Open,Low,High
27-Jul-2023,11:55,"8,025.88",-2.99,-0.04%,"8,028.89","8,025.88","8,035.77"
27-Jul-2023,11:50,"8,028.87",-10.20,-0.13%,"8,038.58","8,028.87","8,041.20"
27-Jul-2023,11:45,"8,039.07",-4.51,-0.06%,"8,045.51","8,038.06","8,046.55"
27-Jul-2023,11:40,"8,043.58",-6.91,-0.09%,"8,050.70","8,042.91","8,050.70"
27-Jul-2023,11:35,"8,050.49",+7.90,+0.10%,"8,044.41","8,044.41","8,054.50"
27-Jul-2023,11:30,"8,042.59",+6.75,+0.08%,"8,035.70","8,035.70","8,043.46"
27-Jul-2023,11:25,"8,035.84",+10.43,+0.13%,"8,025.87","8,024.01","8,036.70"
27-Jul-2023,11:20,"8,025.41",+2.71,+0.03%,"8,024.39","8,020.62","8,028.56"
27-Jul-2023,11:15,"8,022.70",-3.43,-0.04%,"8,025.31","8,021.49","8,031.64"
27-Jul-2023,11:10,"8,026.13",-5.37,-0.07%,"8,029.22","8,022.01","8,035.31"
27-Jul-2023,11:05,"8,031.50",+20.78,+0.26%,"8,012.73","8,012.73","8,036.19"
27-Jul-2023,11:00,"8,010.72",-14.76,-0.18%,"8,024.66","8,010.72","8,032.69"
27-Jul-2023,10:55,"8,025.48",-16.67,-0.21%,"8,039.06","8,025.48","8,039.80"
27-Jul-2023,10:50,"8,042.15",+6.64,+0.08%,"8,035.61","8,034.64","8,046.44"
27-Jul-2023,10:45,"8,035.51",+10.62,+0.13%,"8,025.57","8,024.01","8,035.74"
27-Jul-2023,10:40,"8,024.89",+6.21,+0.08%,"8,020.27","8,017.44","8,025.63"
27-Jul-2023,10:35,"8,018.68",+9.43,+0.12%,"8,008.55","8,007.06","8,019.14"
27-Jul-2023,10:30,"8,009.25",-31.04,-0.39%,"8,035.55","8,009.25","8,035.55"
27-Jul-2023,10:25,"8,040.29",-9.12,-0.11%,"8,049.91","8,040.29","8,052.05"
27-Jul-2023,10:20,"8,049.41",+7.25,+0.09%,"8,043.29","8,043.29","8,053.62"
27-Jul-2023,10:15,"8,042.16",-1.74,-0.02%,"8,049.09","8,042.16","8,053.73"
27-Jul-2023,10:10,"8,043.90",-23.76,-0.29%,"8,067.67","8,043.90","8,068.21"
27-Jul-2023,10:05,"8,067.66",-9.18,-0.11%,"8,068.89","8,064.21","8,072.89"
27-Jul-2023,10:00,"8,076.84",-5.29,-0.07%,"8,081.11","8,065.50","8,081.11"
27-Jul-2023,09:55,"8,082.13",+0.28,+0.00%,"8,084.46","8,073.58","8,084.46"
27-Jul-2023,09:50,"8,081.85",+0.31,+0.00%,"8,082.88","8,076.15","8,091.85"
27-Jul-2023,09:45,"8,081.54",+18.32,+0.23%,"8,070.68","8,070.68","8,084.73"
27-Jul-2023,09:40,"8,063.22",-8.95,-0.11%,"8,068.35","8,062.54","8,077.70"
27-Jul-2023,09:35,"8,072.17",+145.75,+1.84%,"7,926.42","7,926.42","8,075.51"
26-Jul-2023,16:20,"7,926.42",-0.84,-0.01%,"7,926.42","7,926.42","7,926.42"
26-Jul-2023,16:05,"7,927.26",-0.86,-0.01%,"7,929.53","7,927.26","7,929.53"
26-Jul-2023,16:00,"7,928.12",+10.91,+0.14%,"7,917.71","7,910.80","7,928.12"
26-Jul-2023,15:55,"7,917.21",-17.30,-0.22%,"7,930.42","7,910.19","7,930.42"
26-Jul-2023,15:50,"7,934.51",-5.88,-0.07%,"7,941.42","7,932.10","7,941.98"
26-Jul-2023,15:45,"7,940.39",+20.00,+0.25%,"7,920.18","7,920.18","7,941.43"
26-Jul-2023,15:40,"7,920.39",+10.66,+0.13%,"7,915.31","7,910.34","7,921.00"
26-Jul-2023,15:35,"7,909.73",+5.31,+0.07%,"7,905.20","7,899.03","7,912.02"
26-Jul-2023,15:30,"7,904.42",+4.91,+0.06%,"7,898.07","7,896.93","7,907.44"
26-Jul-2023,15:25,"7,899.51",+11.14,+0.14%,"7,891.11","7,891.11","7,912.75"
26-Jul-2023,15:20,"7,888.37",-11.60,-0.15%,"7,894.87","7,878.34","7,901.39"
26-Jul-2023,15:15,"7,899.97",+8.31,+0.11%,"7,889.88","7,888.19","7,902.95"
26-Jul-2023,15:10,"7,891.66",-41.18,-0.52%,"7,932.62","7,884.76","7,932.62"
26-Jul-2023,15:05,"7,932.84",-2.67,-0.03%,"7,934.29","7,930.19","7,942.18"
26-Jul-2023,15:00,"7,935.51",-18.49,-0.23%,"7,955.20","7,931.36","7,955.20"
26-Jul-2023,14:55,"7,954.00",+10.86,+0.14%,"7,939.32","7,935.08","7,954.86"
26-Jul-2023,14:50,"7,943.14",-14.37,-0.18%,"7,956.00","7,936.40","7,958.73"
26-Jul-2023,14:45,"7,957.51",+8.41,+0.11%,"7,953.99","7,950.65","7,965.17"
26-Jul-2023,14:40,"7,949.10",+41.13,+0.52%,"7,907.11","7,907.11","7,949.10"
26-Jul-2023,14:35,"7,907.97",+6.76,+0.09%,"7,900.92","7,900.92","7,916.84"
26-Jul-2023,14:30,"7,901.21",-11.65,-0.15%,"7,911.34","7,894.06","7,911.34"
26-Jul-2023,14:25,"7,912.86",-2.98,-0.04%,"7,915.20","7,909.28","7,918.93"
26-Jul-2023,14:20,"7,915.84",+0.70,+0.01%,"7,912.17","7,909.82","7,916.31"
26-Jul-2023,14:15,"7,915.14",+2.22,+0.03%,"7,916.07","7,915.14","7,926.01"
26-Jul-2023,14:10,"7,912.92",+3.94,+0.05%,"7,910.53","7,903.54","7,913.10"
26-Jul-2023,14:05,"7,908.98",+11.23,+0.14%,"7,898.04","7,898.04","7,914.15"
26-Jul-2023,14:00,"7,897.75",+1.86,+0.02%,"7,896.03","7,896.03","7,899.53"
26-Jul-2023,13:55,"7,895.89",-5.02,-0.06%,"7,902.48","7,895.48","7,902.86"
26-Jul-2023,13:50,"7,900.91",+5.78,+0.07%,"7,895.62","7,894.90","7,900.91"
26-Jul-2023,13:45,"7,895.13",-5.44,-0.07%,"7,900.43","7,895.13","7,900.56"
26-Jul-2023,13:40,"7,900.57",+3.04,+0.04%,"7,899.47","7,897.78","7,902.01"
26-Jul-2023,13:35,"7,897.53",-1.36,-0.02%,"7,899.77","7,894.31","7,899.80"
26-Jul-2023,13:30,"7,898.89",+5.88,+0.07%,"7,894.08","7,894.08","7,898.92"
26-Jul-2023,13:25,"7,893.01",-0.80,-0.01%,"7,893.62","7,888.35","7,895.50"
26-Jul-2023,13:20,"7,893.81",-6.62,-0.08%,"7,900.32","7,893.61","7,900.95"
26-Jul-2023,13:15,"7,900.43",+0.53,+0.01%,"7,900.79","7,898.76","7,902.19"
26-Jul-2023,13:10,"7,899.90",+3.79,+0.05%,"7,897.43","7,893.17","7,899.90"
26-Jul-2023,13:05,"7,896.11",+3.63,+0.05%,"7,892.94","7,890.46","7,897.50"
26-Jul-2023,13:00,"7,892.48",+6.87,+0.09%,"7,885.27","7,885.11","7,892.48"
26-Jul-2023,12:55,"7,885.61",-3.87,-0.05%,"7,890.15","7,885.61","7,892.74"
26-Jul-2023,12:50,"7,889.48",-3.09,-0.04%,"7,892.76","7,889.36","7,893.21"
26-Jul-2023,12:45,"7,892.57",-1.99,-0.03%,"7,894.55","7,891.40","7,896.26"
26-Jul-2023,12:40,"7,894.56",-7.66,-0.10%,"7,902.26","7,893.99","7,902.26"
26-Jul-2023,12:35,"7,902.22",+6.88,+0.09%,"7,895.59","7,895.59","7,902.58"
26-Jul-2023,12:30,"7,895.34",-5.84,-0.07%,"7,901.97","7,895.34","7,901.97"
26-Jul-2023,12:25,"7,901.18",-10.98,-0.14%,"7,912.12","7,901.18","7,912.12"
26-Jul-2023,12:20,"7,912.16",-5.12,-0.06%,"7,917.02","7,909.33","7,917.02"
26-Jul-2023,12:15,"7,917.28",+1.83,+0.02%,"7,915.78","7,914.97","7,920.92"
26-Jul-2023,12:10,"7,915.45",-0.92,-0.01%,"7,917.05","7,913.71","7,917.25"
26-Jul-2023,12:05,"7,916.37",-0.99,-0.01%,"7,917.60","7,911.11","7,917.60"
26-Jul-2023,12:00,"7,917.36",-1.84,-0.02%,"7,919.45","7,917.25","7,922.01"
26-Jul-2023,11:55,"7,919.20",+3.99,+0.05%,"7,915.45","7,913.39","7,923.84"
26-Jul-2023,11:50,"7,915.21",+2.59,+0.03%,"7,914.62","7,910.12","7,915.91"
26-Jul-2023,11:45,"7,912.62",-0.88,-0.01%,"7,912.81","7,911.00","7,916.28"
26-Jul-2023,11:40,"7,913.50",+4.77,+0.06%,"7,907.63","7,906.94","7,914.28"
26-Jul-2023,11:35,"7,908.73",+8.69,+0.11%,"7,899.49","7,897.60","7,908.98"
26-Jul-2023,11:30,"7,900.04",+7.96,+0.10%,"7,890.95","7,890.95","7,902.34"
26-Jul-2023,11:25,"7,892.08",-3.54,-0.04%,"7,897.61","7,891.33","7,897.92"
26-Jul-2023,11:20,"7,895.62",+4.28,+0.05%,"7,890.84","7,888.24","7,898.39"
26-Jul-2023,11:15,"7,891.34",+5.66,+0.07%,"7,881.90","7,881.66","7,891.34"
26-Jul-2023,11:10,"7,885.68",+4.46,+0.06%,"7,882.21","7,876.44","7,885.68"
26-Jul-2023,11:05,"7,881.22",-0.48,-0.01%,"7,881.31","7,867.02","7,881.31"
26-Jul-2023,11:00,"7,881.70",-15.80,-0.20%,"7,897.18","7,876.44","7,897.18"
26-Jul-2023,10:55,"7,897.50",-7.56,-0.10%,"7,902.76","7,895.75","7,906.16"
26-Jul-2023,10:50,"7,905.06",-8.88,-0.11%,"7,913.29","7,905.06","7,913.64"
26-Jul-2023,10:45,"7,913.94",+0.53,+0.01%,"7,913.83","7,912.66","7,921.50"
26-Jul-2023,10:40,"7,913.41",-0.41,-0.01%,"7,914.86","7,913.41","7,924.14"
26-Jul-2023,10:35,"7,913.82",-4.48,-0.06%,"7,914.83","7,913.23","7,921.52"
26-Jul-2023,10:30,"7,918.30",-12.15,-0.15%,"7,930.40","7,915.57","7,930.40"
26-Jul-2023,10:25,"7,930.45",-2.71,-0.03%,"7,934.27","7,923.82","7,936.07"
26-Jul-2023,10:20,"7,933.16",-7.22,-0.09%,"7,941.65","7,933.16","7,941.65"
26-Jul-2023,10:15,"7,940.38",+1.18,+0.01%,"7,937.62","7,931.48","7,943.81"
26-Jul-2023,10:10,"7,939.20",-8.36,-0.11%,"7,945.75","7,937.52","7,949.92"
26-Jul-2023,10:05,"7,947.56",-4.21,-0.05%,"7,952.86","7,944.89","7,956.45"
26-Jul-2023,10:00,"7,951.77",+3.36,+0.04%,"7,950.97","7,945.31","7,954.34"
26-Jul-2023,09:55,"7,948.41",+9.40,+0.12%,"7,940.05","7,934.09","7,948.91"
26-Jul-2023,09:50,"7,939.01",+1.01,+0.01%,"7,934.28","7,930.90","7,943.31"
26-Jul-2023,09:45,"7,938.00",+11.72,+0.15%,"7,923.17","7,920.66","7,939.56"
26-Jul-2023,09:40,"7,926.28",-0.02,-0.00%,"7,918.16","7,905.16","7,926.28"
26-Jul-2023,09:35,"7,926.30",-54.54,-0.68%,"7,980.84","7,917.98","7,985.88"
25-Jul-2023,16:15,"7,980.84",0.00,0.00%,"7,980.84","7,980.84","7,980.84"
25-Jul-2023,16:05,"7,980.84",-2.47,-0.03%,"7,983.17","7,980.81","7,983.17"
25-Jul-2023,16:00,"7,983.31",-9.20,-0.12%,"7,987.19","7,972.45","7,987.19"
25-Jul-2023,15:55,"7,992.51",+4.44,+0.06%,"7,989.10","7,984.22","7,995.45"
25-Jul-2023,15:50,"7,988.07",-0.42,-0.01%,"7,988.61","7,986.00","7,989.85"
25-Jul-2023,15:45,"7,988.49",-4.41,-0.06%,"7,993.41","7,988.49","7,993.91"
25-Jul-2023,15:40,"7,992.90",-0.16,-0.00%,"7,992.70","7,990.98","7,997.19"
25-Jul-2023,15:35,"7,993.06",-1.37,-0.02%,"7,995.05","7,987.96","7,995.07"
25-Jul-2023,15:30,"7,994.43",-0.82,-0.01%,"7,996.43","7,994.32","7,998.22"
25-Jul-2023,15:25,"7,995.25",-5.47,-0.07%,"7,998.52","7,994.82","8,003.27"
25-Jul-2023,15:20,"8,000.72",-2.34,-0.03%,"8,003.57","7,999.22","8,004.06"
25-Jul-2023,15:15,"8,003.06",+4.77,+0.06%,"7,998.14","7,995.33","8,003.16"
25-Jul-2023,15:10,"7,998.29",+2.10,+0.03%,"7,994.20","7,993.42","7,998.72"
25-Jul-2023,15:05,"7,996.19",+7.96,+0.10%,"7,987.01","7,987.01","7,997.55"
25-Jul-2023,15:00,"7,988.23",-17.95,-0.22%,"8,005.45","7,987.98","8,005.45"
25-Jul-2023,14:55,"8,006.18",+1.44,+0.02%,"8,003.06","8,003.06","8,006.36"
25-Jul-2023,14:50,"8,004.74",-5.77,-0.07%,"8,010.65","8,004.74","8,011.50"
25-Jul-2023,14:45,"8,010.51",+5.87,+0.07%,"8,004.32","8,002.68","8,011.01"
25-Jul-2023,14:40,"8,004.64",+0.60,+0.01%,"8,003.88","8,003.66","8,008.37"
25-Jul-2023,14:35,"8,004.04",+8.53,+0.11%,"7,994.90","7,994.90","8,004.32"
25-Jul-2023,14:30,"7,995.51",-2.98,-0.04%,"7,998.96","7,993.89","7,999.28"
25-Jul-2023,14:25,"7,998.49",+6.76,+0.08%,"7,991.50","7,991.50","8,000.35"
25-Jul-2023,14:20,"7,991.73",+1.91,+0.02%,"7,990.32","7,986.45","7,992.75"
25-Jul-2023,14:15,"7,989.82",+5.59,+0.07%,"7,983.88","7,983.21","7,989.96"
25-Jul-2023,14:10,"7,984.23",-3.00,-0.04%,"7,987.38","7,983.00","7,988.20"
25-Jul-2023,14:05,"7,987.23",+4.12,+0.05%,"7,982.99","7,980.80","7,989.29"
25-Jul-2023,14:00,"7,983.11",-0.79,-0.01%,"7,982.48","7,982.48","7,986.66"
25-Jul-2023,13:55,"7,983.90",-0.39,-0.00%,"7,984.23","7,982.16","7,985.13"
25-Jul-2023,13:50,"7,984.29",-6.36,-0.08%,"7,990.88","7,982.95","7,990.88"
25-Jul-2023,13:45,"7,990.65",-1.94,-0.02%,"7,993.70","7,988.35","7,993.70"
25-Jul-2023,13:40,"7,992.59",-2.69,-0.03%,"7,995.17","7,989.35","7,996.21"
25-Jul-2023,13:35,"7,995.28",+1.86,+0.02%,"7,993.92","7,993.45","7,995.40"
25-Jul-2023,13:30,"7,993.42",-0.48,-0.01%,"7,994.36","7,992.95","7,996.16"
25-Jul-2023,13:25,"7,993.90",+3.78,+0.05%,"7,989.80","7,989.80","7,995.91"
25-Jul-2023,13:20,"7,990.12",+0.80,+0.01%,"7,989.37","7,989.01","7,992.94"
25-Jul-2023,13:15,"7,989.32",+4.91,+0.06%,"7,984.10","7,983.76","7,989.32"
25-Jul-2023,13:10,"7,984.41",-4.95,-0.06%,"7,990.69","7,982.49","7,991.01"
25-Jul-2023,13:05,"7,989.36",+2.49,+0.03%,"7,987.66","7,985.60","7,993.81"
25-Jul-2023,13:00,"7,986.87",+1.05,+0.01%,"7,986.70","7,985.58","7,988.68"
25-Jul-2023,12:55,"7,985.82",+9.25,+0.12%,"7,976.66","7,976.66","7,985.82"
25-Jul-2023,12:50,"7,976.57",+2.07,+0.03%,"7,974.19","7,974.19","7,977.57"
25-Jul-2023,12:45,"7,974.50",+0.75,+0.01%,"7,973.58","7,969.52","7,974.50"
25-Jul-2023,12:40,"7,973.75",+7.88,+0.10%,"7,966.44","7,965.89","7,973.75"
25-Jul-2023,12:35,"7,965.87",-1.96,-0.02%,"7,967.60","7,960.62","7,967.70"
25-Jul-2023,12:30,"7,967.83",+3.61,+0.05%,"7,964.97","7,961.41","7,967.83"
25-Jul-2023,12:25,"7,964.22",-8.73,-0.11%,"7,973.28","7,963.38","7,974.80"
25-Jul-2023,12:20,"7,972.95",+4.00,+0.05%,"7,968.39","7,965.09","7,973.15"
25-Jul-2023,12:15,"7,968.95",-4.84,-0.06%,"7,974.76","7,966.76","7,974.76"
25-Jul-2023,12:10,"7,973.79",+8.61,+0.11%,"7,966.99","7,966.99","7,976.08"
25-Jul-2023,12:05,"7,965.18",-3.25,-0.04%,"7,967.53","7,962.79","7,967.53"
25-Jul-2023,12:00,"7,968.43",-4.75,-0.06%,"7,971.56","7,967.23","7,972.06"
25-Jul-2023,11:55,"7,973.18",+1.40,+0.02%,"7,970.50","7,970.42","7,974.44"
25-Jul-2023,11:50,"7,971.78",+1.12,+0.01%,"7,971.76","7,970.19","7,974.58"
25-Jul-2023,11:45,"7,970.66",+4.38,+0.05%,"7,966.87","7,966.87","7,973.91"
25-Jul-2023,11:40,"7,966.28",+5.00,+0.06%,"7,960.29","7,960.29","7,969.79"
25-Jul-2023,11:35,"7,961.28",+8.71,+0.11%,"7,952.91","7,952.50","7,961.97"
25-Jul-2023,11:30,"7,952.57",-4.84,-0.06%,"7,955.90","7,950.74","7,960.38"
25-Jul-2023,11:25,"7,957.41",+1.68,+0.02%,"7,955.10","7,952.11","7,957.41"
25-Jul-2023,11:20,"7,955.73",+4.91,+0.06%,"7,951.39","7,947.69","7,955.73"
25-Jul-2023,11:15,"7,950.82",+7.03,+0.09%,"7,944.03","7,942.44","7,951.34"
25-Jul-2023,11:10,"7,943.79",+5.06,+0.06%,"7,938.64","7,937.19","7,944.39"
25-Jul-2023,11:05,"7,938.73",+5.00,+0.06%,"7,932.06","7,931.66","7,939.81"
25-Jul-2023,11:00,"7,933.73",-0.52,-0.01%,"7,932.56","7,928.32","7,934.48"
25-Jul-2023,10:55,"7,934.25",-7.40,-0.09%,"7,939.22","7,929.48","7,939.22"
25-Jul-2023,10:50,"7,941.65",+3.92,+0.05%,"7,938.64","7,935.22","7,941.65"
25-Jul-2023,10:45,"7,937.73",-8.11,-0.10%,"7,947.93","7,935.73","7,948.06"
25-Jul-2023,10:40,"7,945.84",+5.10,+0.06%,"7,941.35","7,938.36","7,946.52"
25-Jul-2023,10:35,"7,940.74",-2.77,-0.03%,"7,941.43","7,934.05","7,942.02"
25-Jul-2023,10:30,"7,943.51",-8.10,-0.10%,"7,951.01","7,938.23","7,951.01"
25-Jul-2023,10:25,"7,951.61",+7.45,+0.09%,"7,943.56","7,943.56","7,952.30"
25-Jul-2023,10:20,"7,944.16",-8.08,-0.10%,"7,953.61","7,941.75","7,953.61"
25-Jul-2023,10:15,"7,952.24",+3.44,+0.04%,"7,948.05","7,948.05","7,956.74"
25-Jul-2023,10:10,"7,948.80",-9.17,-0.12%,"7,958.23","7,946.22","7,959.36"
25-Jul-2023,10:05,"7,957.97",-3.88,-0.05%,"7,965.62","7,957.97","7,969.86"
25-Jul-2023,10:00,"7,961.85",+8.82,+0.11%,"7,949.42","7,947.54","7,965.12"
25-Jul-2023,09:55,"7,953.03",-4.22,-0.05%,"7,957.90","7,946.14","7,958.49"
25-Jul-2023,09:50,"7,957.25",+21.60,+0.27%,"7,942.18","7,942.18","7,957.25"
25-Jul-2023,09:45,"7,935.65",+9.14,+0.12%,"7,927.47","7,927.47","7,939.69"
25-Jul-2023,09:40,"7,926.51",-7.01,-0.09%,"7,934.44","7,923.25","7,941.24"
25-Jul-2023,09:35,"7,933.52",+43.30,+0.55%,"7,890.22","7,890.22","7,938.67"
24-Jul-2023,16:05,"7,890.22",+3.62,+0.05%,"7,890.32","7,890.22","7,890.32"
24-Jul-2023,16:00,"7,886.60",+11.57,+0.15%,"7,874.15","7,874.15","7,887.66"
24-Jul-2023,15:55,"7,875.03",-3.79,-0.05%,"7,878.09","7,874.27","7,881.01"
24-Jul-2023,15:50,"7,878.82",+3.67,+0.05%,"7,877.31","7,877.31","7,882.06"
24-Jul-2023,15:45,"7,875.15",+3.25,+0.04%,"7,871.01","7,871.01","7,877.56"
24-Jul-2023,15:40,"7,871.90",-2.59,-0.03%,"7,874.05","7,871.90","7,877.31"
24-Jul-2023,15:35,"7,874.49",+3.90,+0.05%,"7,870.80","7,870.80","7,878.34"
24-Jul-2023,15:30,"7,870.59",-11.39,-0.14%,"7,882.60","7,870.59","7,882.60"
24-Jul-2023,15:25,"7,881.98",-4.52,-0.06%,"7,886.11","7,881.05","7,887.45"
24-Jul-2023,15:20,"7,886.50",+3.88,+0.05%,"7,882.13","7,882.13","7,887.52"
24-Jul-2023,15:15,"7,882.62",-2.42,-0.03%,"7,884.41","7,881.82","7,886.62"
24-Jul-2023,15:10,"7,885.04",-2.02,-0.03%,"7,888.87","7,884.67","7,890.55"
24-Jul-2023,15:05,"7,887.06",-4.32,-0.05%,"7,891.08","7,886.55","7,894.48"
24-Jul-2023,15:00,"7,891.38",+0.20,+0.00%,"7,891.24","7,889.29","7,892.64"
24-Jul-2023,14:55,"7,891.18",+7.69,+0.10%,"7,884.93","7,884.93","7,891.18"
24-Jul-2023,14:50,"7,883.49",+1.82,+0.02%,"7,882.67","7,879.89","7,884.18"
24-Jul-2023,14:45,"7,881.67",-11.42,-0.14%,"7,892.98","7,880.33","7,893.11"
24-Jul-2023,14:40,"7,893.09",-3.02,-0.04%,"7,896.38","7,891.44","7,896.38"
24-Jul-2023,14:35,"7,896.11",-7.50,-0.09%,"7,903.25","7,895.64","7,903.25"
24-Jul-2023,14:30,"7,903.61",-2.08,-0.03%,"7,905.34","7,902.38","7,908.04"
24-Jul-2023,14:25,"7,905.69",+2.43,+0.03%,"7,904.67","7,902.87","7,905.69"
24-Jul-2023,14:20,"7,903.26",-3.95,-0.05%,"7,907.08","7,902.44","7,909.12"
24-Jul-2023,14:15,"7,907.21",-2.09,-0.03%,"7,908.65","7,905.49","7,908.65"
24-Jul-2023,14:10,"7,909.30",-4.34,-0.05%,"7,912.86","7,909.22","7,914.40"
24-Jul-2023,14:05,"7,913.64",+5.77,+0.07%,"7,907.28","7,904.95","7,913.85"
24-Jul-2023,14:00,"7,907.87",-0.76,-0.01%,"7,908.62","7,903.55","7,910.74"
24-Jul-2023,13:55,"7,908.63",+4.71,+0.06%,"7,904.11","7,903.57","7,909.84"
24-Jul-2023,13:50,"7,903.92",+4.56,+0.06%,"7,899.43","7,899.43","7,903.92"
24-Jul-2023,13:45,"7,899.36",-1.30,-0.02%,"7,900.04","7,898.74","7,901.31"
24-Jul-2023,13:40,"7,900.66",+9.68,+0.12%,"7,889.99","7,889.99","7,901.01"
24-Jul-2023,13:35,"7,890.98",-2.24,-0.03%,"7,894.14","7,888.77","7,894.50"
24-Jul-2023,13:30,"7,893.22",+0.55,+0.01%,"7,892.17","7,891.61","7,895.46"
24-Jul-2023,13:25,"7,892.67",+4.21,+0.05%,"7,888.73","7,887.17","7,894.98"
24-Jul-2023,13:20,"7,888.46",-3.02,-0.04%,"7,890.18","7,886.86","7,892.17"
