Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,AMAT_Log_Change,AMAT_High_Low_Spread,AMAT_Volume,AMAT_1hr_Moving_Average,AMAT_RSI,AMAT_Volatility
2022-11-21 09:30:00,2022-11-21 09:30:00,103.51,-0.199999999999989,-0.0019284543438433,103.86,103.32,103.86,880.0,-0.0019303162059838923,0.5400000000000063,880.0,,,0.0022802261780312666
2022-11-21 09:35:00,2022-11-21 09:35:00,102.445,-1.06500000000001,-0.0102888609796156,103.8,102.27,103.8,168714.0,-0.010342157196496405,1.5300000000000011,168714.0,,,0.0022802261780312666
2022-11-21 09:40:00,2022-11-21 09:40:00,102.09,-0.35499999999999,-0.00346527404948987,102.46,101.8913,102.78,135010.0,-0.0034712920182382746,0.8887,135010.0,,,0.0022802261780312666
2022-11-21 09:45:00,2022-11-21 09:45:00,102.03,-0.0600000000000023,-0.000587716720540722,102.09,101.96,102.67,135887.0,-0.0005878894937102703,0.710000000000008,135887.0,,,0.0022802261780312666
2022-11-21 09:50:00,2022-11-21 09:50:00,102.4,0.370000000000005,0.0036263843967461,102.02,101.94,102.64,142688.0,0.0036198249181936936,0.7000000000000028,142688.0,,,0.0022802261780312666
2022-11-21 09:55:00,2022-11-21 09:55:00,102.25,-0.150000000000006,-0.00146484375000006,102.42,102.13,102.47,87234.0,-0.0014659176824962832,0.3400000000000034,87234.0,,,0.0022802261780312666
2022-11-21 10:00:00,2022-11-21 10:00:00,102.04,-0.209999999999994,-0.00205378973105128,102.22,101.93,102.27,74937.0,-0.0020559016493004395,0.3399999999999892,74937.0,,,0.0022802261780312666
2022-11-21 10:05:00,2022-11-21 10:05:00,102.28,0.239999999999995,0.00235201881615048,102.065,102.03,102.5499,76897.0,0.0023492571493752426,0.5198999999999927,76897.0,,,0.0022802261780312666
2022-11-21 10:10:00,2022-11-21 10:10:00,102.32,0.039999999999992,0.00039108330074298,102.28,102.11,102.425,55073.0,0.0003910068476013222,0.3149999999999977,55073.0,,,0.0022802261780312666
2022-11-21 10:15:00,2022-11-21 10:15:00,102.36,0.0400000000000063,0.0003909304143863,102.325,102.24,102.61,56942.0,0.0003908540210008852,0.37000000000000455,56942.0,,,0.0022802261780312666
2022-11-21 10:20:00,2022-11-21 10:20:00,102.15,-0.209999999999994,-0.00205158264947239,102.3768,102.02,102.47,107482.0,-0.0020536900279569063,0.45000000000000284,107482.0,,,0.0022802261780312666
2022-11-21 10:25:00,2022-11-21 10:25:00,102.25,0.0999999999999943,0.000978952520802685,102.17,101.9,102.33,156669.0,0.0009784736592799222,0.4299999999999926,156669.0,,,0.0022802261780312666
2022-11-21 10:30:00,2022-11-21 10:30:00,102.19,-0.0600000000000023,-0.000586797066014692,102.26,102.08,102.37,77257.0,-0.0005869692987934852,0.29000000000000625,77257.0,,,0.0022802261780312666
2022-11-21 10:35:00,2022-11-21 10:35:00,101.9498,-0.240200000000002,-0.00235052353459244,102.19,101.93,102.28,101852.0,-0.0023532903515316294,0.3499999999999943,101852.0,102.782945,30.533063427800116,0.0022802261780312666
2022-11-21 10:40:00,2022-11-21 10:40:00,102.02,0.0701999999999998,0.00068857418062615,101.955,101.94,102.3,98599.0,0.0006883372221944648,0.35999999999999943,98599.0,102.708195,31.77601060304822,0.0022802261780312666
2022-11-21 10:45:00,2022-11-21 10:45:00,102.11,0.0900000000000034,0.000882179964712835,102.0,102.0,102.47,105617.0,0.0008817910726660421,0.46999999999999886,105617.0,102.63569499999998,33.305925150744926,0.0022802261780312666
2022-11-21 10:50:00,2022-11-21 10:50:00,102.15,0.0400000000000063,0.000391734404074099,102.12,101.83,102.16,108860.0,0.0003916576961844538,0.3299999999999983,108860.0,102.57459000000001,35.05818839287997,0.0022802261780312666
2022-11-21 10:55:00,2022-11-21 10:55:00,102.6232,0.473199999999991,0.00463240332843849,102.14,102.11,102.64,119318.0,0.00462170676926983,0.5300000000000011,119318.0,102.49159,39.62022918837002,0.0022802261780312666
2022-11-21 11:00:00,2022-11-21 11:00:00,103.12,0.496800000000007,0.00484101060968677,102.62,102.588365,103.26,149566.0,0.0048293305980309596,0.6716350000000091,149566.0,102.44859000000001,45.974917379883095,0.0022802261780312666
2022-11-21 11:05:00,2022-11-21 11:05:00,102.8948,-0.225200000000001,-0.00218386346004656,103.12,102.75,103.32,90161.0,-0.002186251567352917,0.5699999999999932,90161.0,102.42459,41.39285412619318,0.0022802261780312666
2022-11-21 11:10:00,2022-11-21 11:10:00,103.04,0.145200000000003,0.00141115002896164,102.9,102.86,103.14,79575.0,0.0014101552924646228,0.28000000000000114,79575.0,102.37659,44.97949068535295,0.0022802261780312666
2022-11-21 11:15:00,2022-11-21 11:15:00,103.03,-0.0100000000000051,-9.70496894410434e-05,103.025,102.71,103.21,85282.0,-9.705439906684457e-05,0.5,85282.0,102.33784,58.067185172927466,0.0022802261780312666
2022-11-21 11:20:00,2022-11-21 11:20:00,103.16,0.129999999999995,0.00126176841696589,103.03,102.96,103.25,46140.0,0.001260973056167222,0.29000000000000625,46140.0,102.36634000000001,65.73159256645482,0.0022802261780312666
2022-11-21 11:25:00,2022-11-21 11:25:00,102.99,-0.170000000000002,-0.00164792555253976,103.17,102.88,103.21,111921.0,-0.0016492848754336917,0.3299999999999983,111921.0,102.42033999999998,63.67209752762893,0.0022802261780312666
2022-11-21 11:30:00,2022-11-21 11:30:00,102.66,-0.329999999999998,-0.00320419458199824,102.9741,102.52,103.11,139813.0,-0.0032093390055532925,0.5900000000000034,139813.0,102.468045,53.74553417079623,0.0022802261780312666
2022-11-21 11:35:00,2022-11-21 11:35:00,102.61,-0.0499999999999972,-0.000487044613286549,102.66,102.5844,102.77,71185.0,-0.00048716325803927954,0.18559999999999377,71185.0,102.48004499999999,55.33997864008545,0.0022802261780312666
2022-11-21 11:40:00,2022-11-21 11:40:00,102.5336,-0.0763999999999925,-0.000744566806354083,102.61,102.46,102.72,87392.0,-0.0007448441338863981,0.2600000000000051,87392.0,102.49954500000001,57.62387248239224,0.0022802261780312666
2022-11-21 11:45:00,2022-11-21 11:45:00,102.46,-0.0736000000000132,-0.000717813477728405,102.54,102.37,102.729,96634.0,-0.0007180712291751287,0.35899999999999466,96634.0,102.523295,52.93083235638909,0.0022802261780312666
2022-11-21 11:50:00,2022-11-21 11:50:00,102.68,0.220000000000013,0.00214717938707801,102.46,102.37,102.68,61270.0,0.002144877491883527,0.3100000000000023,61270.0,102.532295,55.537098560354536,0.0022802261780312666
2022-11-21 11:55:00,2022-11-21 11:55:00,102.76,0.0799999999999983,0.000779119594857794,102.69,102.62,102.83,81994.0,0.0007788162387432369,0.20999999999999375,81994.0,102.55054500000001,56.07754953202873,0.0022802261780312666
