Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,META_Log_Change,META_High_Low_Spread,META_Volume,META_1hr_Moving_Average,META_RSI
2023-11-08 16:00:00,2023-11-08 16:00:00,319.75,-0.264999999999986,-0.000828086183460108,320.0,319.68,320.16,414726.0,,0.4800000000000182,414726.0,,
2023-11-08 15:55:00,2023-11-08 15:55:00,320.015,-0.323800000000006,-0.001010804810407,320.34,319.92,320.68,207053.0,0.000828429236221625,0.7599999999999909,207053.0,,
2023-11-08 15:50:00,2023-11-08 15:50:00,320.3388,-0.196200000000033,-0.000612101642566437,320.51,320.27,320.6088,129115.0,0.001011316018105826,0.338799999999992,129115.0,,
2023-11-08 15:45:00,2023-11-08 15:45:00,320.535,0.714600000000019,0.0022343790452392,319.85,319.81,320.82,157266.0,0.0006122890532570538,1.009999999999991,157266.0,,
2023-11-08 15:40:00,2023-11-08 15:40:00,319.8204,0.200300000000027,0.000626681488429629,319.66,319.52,319.9741,112949.0,-0.002231886532501941,0.45410000000003947,112949.0,,
2023-11-08 15:35:00,2023-11-08 15:35:00,319.6201,-0.279899999999998,-0.000874960925289146,319.895,319.6,320.0998,138682.0,-0.000626485205585915,0.49979999999999336,138682.0,,
2023-11-08 15:30:00,2023-11-08 15:30:00,319.9,0.0699999999999932,0.000218866272707354,319.83,319.68,320.0299,84212.0,0.0008753439270236409,0.349899999999991,84212.0,,
2023-11-08 15:25:00,2023-11-08 15:25:00,319.83,0.25,0.000782276738218912,319.58,319.46,319.95,77732.0,-0.00021884232497889995,0.4900000000000091,77732.0,,
2023-11-08 15:20:00,2023-11-08 15:20:00,319.58,-0.420000000000016,-0.00131250000000005,319.98,319.43,320.0914,117346.0,-0.0007819709192509462,0.6614000000000146,117346.0,,
2023-11-08 15:15:00,2023-11-08 15:15:00,320.0,-0.20999999999998,-0.000655819618375377,320.24,319.95,320.32,104812.0,0.001313362082529832,0.37000000000000455,104812.0,,
2023-11-08 15:10:00,2023-11-08 15:10:00,320.21,0.150399999999991,0.000469912478800794,320.09,319.8193,320.3599,77440.0,0.000656034762130195,0.5405999999999835,77440.0,,
2023-11-08 15:05:00,2023-11-08 15:05:00,320.0596,0.299599999999998,0.000936952714535896,319.78,319.4806,320.11,120805.0,-0.00046980210450803445,0.6294000000000324,120805.0,,
2023-11-08 15:00:00,2023-11-08 15:00:00,319.76,-0.420000000000016,-0.00131176213379979,320.21,319.66,320.36,93628.0,-0.0009365140483261539,0.6999999999999886,93628.0,,
2023-11-08 14:55:00,2023-11-08 14:55:00,320.18,0.00999999999999091,3.12334072523688e-05,320.16,319.79,320.22,95810.0,0.0013126232468803716,0.4300000000000068,95810.0,,
2023-11-08 14:50:00,2023-11-08 14:50:00,320.17,-0.142099999999971,-0.000443629822288858,320.32,320.07,320.3999,99147.0,-3.123291949961904e-05,0.3299000000000092,99147.0,,
2023-11-08 14:45:00,2023-11-08 14:45:00,320.3121,-0.68670000000003,-0.00213926033368358,320.99,320.16,321.19,146651.0,0.00044372825511145866,1.0299999999999727,146651.0,,
2023-11-08 14:40:00,2023-11-08 14:40:00,320.9988,0.633800000000008,0.00197836842351695,320.365,320.31,321.0107,108374.0,0.0021415518197112145,0.7006999999999834,108374.0,,
