Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,HON_Log_Change,HON_High_Low_Spread,HON_Volume,HON_1hr_Moving_Average,HON_RSI,HON_Volatility
2022-11-21 11:35:00,2022-11-21 11:35:00,216.375,0.10499999999999,0.000485504230822536,216.25,216.24,216.46,16242.0,0.00048538641177631224,0.21999999999999886,16242.0,216.27171500000003,52.47804050180048,0.0010418120541819834
2022-11-21 11:40:00,2022-11-21 11:40:00,216.17,-0.205000000000013,-0.000947429231658059,216.375,216.17,216.4699,19530.0,-0.000947878326411931,0.29990000000000805,19530.0,216.27996500000003,48.476071953840815,0.0010418120541819834
2022-11-21 11:45:00,2022-11-21 11:45:00,216.34,0.170000000000016,0.000786418096868279,216.22,215.97,216.44,8694.0,0.0007861090321820771,0.46999999999999886,8694.0,216.27446500000002,43.34444665605097,0.0010418120541819834
2022-11-21 11:50:00,2022-11-21 11:50:00,216.565,0.224999999999994,0.00104002958306367,216.32,216.32,216.64,9637.0,0.0010394891269912923,0.3199999999999932,9637.0,216.246965,47.99912156556517,0.0010418120541819834
2022-11-21 11:55:00,2022-11-21 11:55:00,216.76,0.194999999999993,0.000900422505945066,216.54,216.46,216.81,21094.0,0.0009000173687785894,0.3499999999999943,21094.0,216.236965,51.77442528735637,0.0010418120541819834
2022-11-21 12:00:00,2022-11-21 12:00:00,216.24,-0.519999999999982,-0.00239896659900342,216.74,215.94,216.8093,17108.0,-0.002401848729721191,0.8693000000000097,17108.0,216.244965,47.895529661955614,0.0010418120541819834
2022-11-21 12:05:00,2022-11-21 12:05:00,216.46,0.219999999999999,0.00101738808731039,216.32,216.25,216.59,11221.0,0.0010168708988081226,0.3400000000000034,11221.0,216.23946499999997,55.90734134434852,0.0010418120541819834
2022-11-21 12:10:00,2022-11-21 12:10:00,216.455,-0.00499999999999545,-2.30989559271711e-05,216.401,216.38,216.56,6916.0,-2.3099222712216216e-05,0.18000000000000682,6916.0,216.26377499999998,55.068695735139954,0.0010418120541819834
2022-11-21 12:15:00,2022-11-21 12:15:00,216.5,0.0449999999999875,0.00020789540551148,216.47,216.4659,216.6242,10523.0,0.00020787379825641336,0.158299999999997,10523.0,216.286275,55.59439733566401,0.0010418120541819834
2022-11-21 12:20:00,2022-11-21 12:20:00,216.34,-0.159999999999997,-0.000739030023094672,216.51,216.32,216.6887,17345.0,-0.0007393032404010614,0.36870000000001824,17345.0,216.31156500000003,52.88683602771368,0.0010418120541819834
2022-11-21 12:25:00,2022-11-21 12:25:00,216.375,0.0349999999999966,0.00016178237958767,216.3383,216.29,216.48,9784.0,0.000161769294229767,0.18999999999999773,9784.0,216.32173000000003,55.822328931572926,0.0010418120541819834
2022-11-21 12:30:00,2022-11-21 12:30:00,216.58,0.205000000000013,0.000947429231658059,216.35,216.34,216.65,7020.0,0.0009469807038600678,0.3100000000000023,7020.0,216.34748,59.25058548009408,0.0010418120541819834
2022-11-21 12:35:00,2022-11-21 12:35:00,216.77,0.189999999999998,0.000877273986517673,216.6,216.52,216.82,9264.0,0.0008768894065988725,0.29999999999998295,9264.0,216.38946500000003,55.0399214490585,0.0010418120541819834
2022-11-21 12:40:00,2022-11-21 12:40:00,216.64,-0.130000000000024,-0.000599713982562273,216.750346,216.62,216.97,12124.0,-0.0005998938829221879,0.3499999999999943,12124.0,216.4119823,52.417302798982185,0.0010418120541819834
2022-11-21 12:45:00,2022-11-21 12:45:00,216.56,-0.0799999999999841,-0.000369276218611448,216.635,216.4801,216.77,14683.0,-0.0003693444178643993,0.28990000000001714,14683.0,216.4212323,51.8056533547932,0.0010418120541819834
2022-11-21 12:50:00,2022-11-21 12:50:00,216.32,-0.240000000000009,-0.00110823790173628,216.57,216.32,216.62,7437.0,-0.0011088524514465427,0.30000000000001137,7437.0,216.4307323,50.18270401948826,0.0010418120541819834
2022-11-21 12:55:00,2022-11-21 12:55:00,216.49,0.170000000000016,0.000785872781065162,216.32,216.1401,216.515,8923.0,0.0007855641447398967,0.3748999999999967,8923.0,216.43323229999996,56.59898477157378,0.0010418120541819834
2022-11-21 13:00:00,2022-11-21 13:00:00,216.52,0.0300000000000011,0.000138574530001391,216.51,216.4,216.58,10038.0,0.00013856492943805927,0.18000000000000682,10038.0,216.4594823,52.631578947368425,0.0010418120541819834
2022-11-21 13:05:00,2022-11-21 13:05:00,216.83,0.310000000000002,0.00143173840753742,216.5888,216.51,216.88,18119.0,0.001430714447349275,0.37000000000000455,18119.0,216.4724223,52.631578947368794,0.0010418120541819834
2022-11-21 13:10:00,2022-11-21 13:10:00,216.91,0.0799999999999841,0.000368952635705318,216.85,216.82,216.95,13581.0,0.00036888458941838166,0.12999999999999545,13581.0,216.48292229999998,59.63855421686729,0.0010418120541819834
2022-11-21 13:15:00,2022-11-21 13:15:00,217.04,0.129999999999995,0.000599326909778228,216.95,216.83,217.15,25280.0,0.0005991473851314806,0.3199999999999932,25280.0,216.51792229999995,59.94020926756341,0.0010418120541819834
2022-11-21 13:20:00,2022-11-21 13:20:00,216.835,-0.204999999999984,-0.000944526354588943,217.02,216.74,217.09336,14819.0,-0.0009449727006854612,0.3533599999999808,14819.0,216.55017229999999,59.940209267563915,0.0010418120541819834
2022-11-21 13:25:00,2022-11-21 13:25:00,216.8,-0.0349999999999966,-0.000161413056010315,216.86,216.73,216.95,14867.0,-0.00016142608449968516,0.21999999999999886,14867.0,216.5821723,57.16510903426815,0.0010418120541819834
2022-11-21 13:30:00,2022-11-21 13:30:00,216.8652,0.0651999999999759,0.000300738007379963,216.8,216.77,216.94,12503.0,0.00030069279477006186,0.1699999999999875,12503.0,216.60617229999997,54.92098878762042,0.0010418120541819834
2022-11-21 13:35:00,2022-11-21 13:35:00,216.74,-0.125199999999978,-0.000577317153697219,216.835,216.66,216.87,12298.0,-0.000577483865411996,0.21000000000000796,12298.0,216.6209223,49.66447456717249,0.0010418120541819834
2022-11-21 13:40:00,2022-11-21 13:40:00,216.92,0.179999999999978,0.000830488142474755,216.75,216.63,217.0,100408.0,0.0008301434780106764,0.37000000000000455,100408.0,216.6214223,62.8768368429026,0.0010418120541819834
2022-11-21 13:45:00,2022-11-21 13:45:00,216.86,-0.0599999999999739,-0.000276599668080278,216.89,216.665,216.98,26570.0,-0.0002766379288238726,0.3149999999999977,26570.0,216.64992230000001,58.063215610385896,0.0010418120541819834
2022-11-21 13:50:00,2022-11-21 13:50:00,216.71,-0.150000000000006,-0.000691690491561402,216.84,216.68,216.9185,19163.0,-0.0006919298197965013,0.23849999999998772,19163.0,216.6718723,54.856402833853984,0.0010418120541819834
2022-11-21 13:55:00,2022-11-21 13:55:00,216.6,-0.110000000000014,-0.000507590789534464,216.71,216.5901,216.8699,9386.0,-0.0005077196573491724,0.2797999999999945,9386.0,216.6838723,51.85845970859346,0.0010418120541819834
2022-11-21 14:00:00,2022-11-21 14:00:00,216.42,-0.180000000000007,-0.000831024930747954,216.6161,216.34,216.67,12340.0,-0.000831370423387625,0.3299999999999841,12340.0,216.68917729999998,51.475796930342135,0.0010418120541819834
2022-11-21 14:05:00,2022-11-21 14:05:00,216.695,0.275000000000006,0.00127067738656319,216.42,216.4,216.74,12768.0,0.0012698707592891912,0.3400000000000034,12768.0,216.69326229999996,55.42299349240779,0.0010418120541819834
2022-11-21 14:10:00,2022-11-21 14:10:00,216.7729,0.0778999999999996,0.000359491451117929,216.71,216.68,216.87,9692.0,0.0003594268495483189,0.18999999999999773,9692.0,216.7112623,53.41621506747396,0.0010418120541819834
2022-11-21 14:15:00,2022-11-21 14:15:00,216.6823,-0.0905999999999949,-0.000417948922582089,216.78,216.52,216.81,13888.0,-0.00041803628757659626,0.28999999999999204,13888.0,216.72026229999997,48.39017585080188,0.0010418120541819834
2022-11-21 14:20:00,2022-11-21 14:20:00,216.76,0.077699999999993,0.000358589511002943,216.7,216.56,216.875,14746.0,0.0003585252331500652,0.3149999999999977,14746.0,216.717745,52.24584518640532,0.0010418120541819834
2022-11-21 14:25:00,2022-11-21 14:25:00,216.5381,-0.221900000000005,-0.00102371286215171,216.78,216.355,216.7897,17741.0,-0.001024237214051551,0.43470000000002074,17741.0,216.72499499999998,49.61080504709407,0.0010418120541819834
2022-11-21 14:30:00,2022-11-21 14:30:00,216.41,-0.128099999999989,-0.000591581804772413,216.49,216.39,216.64,13151.0,-0.000591756858330641,0.25,13151.0,216.720995,51.66567959727581,0.0010418120541819834
2022-11-21 14:35:00,2022-11-21 14:35:00,216.53,0.120000000000005,0.000554503026662375,216.395,216.35,216.6,15254.0,0.000554349346667036,0.25,15254.0,216.72474500000004,50.7542615779151,0.0010418120541819834
2022-11-21 14:40:00,2022-11-21 14:40:00,216.56,0.0300000000000011,0.000138548930864089,216.53,216.36,216.59,15465.0,0.0001385393338473742,0.22999999999998977,15465.0,216.72574500000002,50.7542615779151,0.0010418120541819834
2022-11-21 14:45:00,2022-11-21 14:45:00,216.545,-0.0150000000000148,-6.92648688585832e-05,216.565,216.5,216.6971,15903.0,-6.926726778041315e-05,0.19710000000000605,15903.0,216.72455499999995,43.95315284732163,0.0010418120541819834
2022-11-21 14:50:00,2022-11-21 14:50:00,216.685,0.140000000000015,0.000646516890253826,216.545,216.47,216.7,11611.0,0.0006463079882434342,0.22999999999998977,11611.0,216.709305,45.34469916411486,0.0010418120541819834
2022-11-21 14:55:00,2022-11-21 14:55:00,216.7,0.0149999999999864,6.92249117381746e-05,216.66,216.6049,216.8263,19381.0,6.92225158045883e-05,0.22140000000001692,19381.0,216.694805,42.61383385470945,0.0010418120541819834
2022-11-21 15:00:00,2022-11-21 15:00:00,216.83,0.130000000000024,0.000599907706506802,216.715,216.66,216.96,13149.0,0.0005997278338131154,0.30000000000001137,13149.0,216.679555,49.88772118925726,0.0010418120541819834
2022-11-21 15:05:00,2022-11-21 15:05:00,216.92,0.089999999999975,0.00041507171516845,216.8,216.73,216.93,17068.0,0.0004149855967335517,0.20000000000001705,17068.0,216.676555,52.62973352033615,0.0010418120541819834
2022-11-21 15:10:00,2022-11-21 15:10:00,216.91,-0.00999999999999091,-4.60999446800245e-05,216.89,216.7,216.98,16874.0,-4.610100731518621e-05,0.28000000000000114,16874.0,216.68105500000001,51.006108515990164,0.0010418120541819834
2022-11-21 15:15:00,2022-11-21 15:15:00,216.845,-0.0649999999999977,-0.000299663454889114,216.91,216.75,216.93,27902.0,-0.00029970836295393577,0.18000000000000682,27902.0,216.684805,52.42359892899989,0.0010418120541819834
2022-11-21 15:20:00,2022-11-21 15:20:00,216.96,0.115000000000009,0.000530332726140834,216.815,216.75,217.1,22223.0,0.0005301921494399937,0.3499999999999943,22223.0,216.688055,50.9518370454983,0.0010418120541819834
2022-11-21 15:25:00,2022-11-21 15:25:00,216.74,-0.219999999999999,-0.00101401179941002,216.94,216.6801,216.9424,19237.0,-0.0010145262571816503,0.262299999999982,19237.0,216.690555,47.34654165929589,0.0010418120541819834
2022-11-21 15:30:00,2022-11-21 15:30:00,216.81,0.0699999999999932,0.000322967610962412,216.7201,216.53,216.81,21461.0,0.0003229154681501913,0.28000000000000114,21461.0,216.68456,52.29231615624411,0.0010418120541819834
2022-11-21 15:35:00,2022-11-21 15:35:00,216.7,-0.110000000000014,-0.000507356671740296,216.8185,216.7,217.03,24134.0,-0.000507485420686068,0.3300000000000125,24134.0,216.68998500000004,52.29231615624411,0.0010418120541819834
2022-11-21 15:40:00,2022-11-21 15:40:00,216.73,0.0300000000000011,0.000138440239963088,216.68,216.65,216.857936,20970.0,0.00013843065799744474,0.20793599999998946,20970.0,216.69318000000004,57.630957069712494,0.0010418120541819834
2022-11-21 15:45:00,2022-11-21 15:45:00,216.815,0.085000000000008,0.000392193051261976,216.74,216.71,216.93,32908.0,0.0003921161636698356,0.21999999999999886,32908.0,216.70918,53.25874429719758,0.0010418120541819834
2022-11-21 15:50:00,2022-11-21 15:50:00,216.89,0.0749999999999886,0.000345917026035969,216.8399,216.78,216.93,32445.0,0.0003458572105353206,0.15000000000000568,32445.0,216.715675,53.18500788772217,0.0010418120541819834
2022-11-21 15:55:00,2022-11-21 15:55:00,217.01,0.120000000000005,0.000553275854119621,216.9,216.86,217.22,71324.0,0.0005531228534659738,0.3599999999999852,71324.0,216.721675,58.77282218771726,0.0010418120541819834
2022-11-21 16:00:00,2022-11-21 16:00:00,216.59,-0.419999999999987,-0.00193539468227265,217.01,216.5,217.02,210570.0,-0.0019372699785770576,0.5200000000000102,210570.0,216.73717499999998,46.15384615384645,0.0010418120541819834
2022-11-22 09:30:00,2022-11-22 09:30:00,217.56,-0.0749999999999886,-0.000344613688055637,217.38,216.0,217.78,1963.0,-0.0003446730809980763,1.7800000000000011,1963.0,,72.3175965665242,0.004693539476097448
2022-11-22 09:35:00,2022-11-22 09:35:00,217.44,-0.120000000000005,-0.00055157198014343,217.31,216.925,217.72,63365.0,-0.0005517241519264462,0.7949999999999875,63365.0,,68.77551020408205,0.004693539476097448
2022-11-22 09:40:00,2022-11-22 09:40:00,217.81,0.370000000000005,0.00170161883738045,217.4399,217.282,217.8499,29038.0,0.0017001727243029618,0.5678999999999803,29038.0,,72.87234042553233,0.004693539476097448
2022-11-22 09:45:00,2022-11-22 09:45:00,217.9285,0.118500000000012,0.000544052155548467,217.81,217.4,218.29,31772.0,0.0005439042128310502,0.8899999999999864,31772.0,,73.96630934150127,0.004693539476097448
2022-11-22 09:50:00,2022-11-22 09:50:00,217.79,-0.138500000000022,-0.000635529542946525,217.94,217.69,218.25,21821.0,-0.0006357315774503224,0.5600000000000023,21821.0,,70.6369840753981,0.004693539476097448
2022-11-22 09:55:00,2022-11-22 09:55:00,217.76,-0.0300000000000011,-0.000137747371321003,217.79,217.7,218.04,25933.0,-0.00013775685936146003,0.3400000000000034,25933.0,,69.95494045703248,0.004693539476097448
2022-11-22 10:00:00,2022-11-22 10:00:00,217.99,0.230000000000018,0.0010562086700956,217.76,217.6801,218.06,32289.0,0.0010556512741679489,0.37989999999999213,32289.0,,72.0257716511838,0.004693539476097448
2022-11-22 10:05:00,2022-11-22 10:05:00,217.86,-0.129999999999995,-0.000596357631083974,217.89,217.73,218.1488,34980.0,-0.0005965355230244129,0.4188000000000045,34980.0,,69.32506489760624,0.004693539476097448
2022-11-22 10:10:00,2022-11-22 10:10:00,217.9,0.039999999999992,0.000183604149453741,217.9288,217.7801,218.27,56429.0,0.00018358729627483792,0.4899000000000058,56429.0,,65.09681654086,0.004693539476097448
2022-11-22 10:15:00,2022-11-22 10:15:00,218.15,0.25,0.00114731528223956,217.929,217.6,218.24,15517.0,0.001146657619044519,0.6400000000000148,15517.0,,63.034410844630145,0.004693539476097448
2022-11-22 10:20:00,2022-11-22 10:20:00,218.06,-0.0900000000000034,-0.000412560165024082,218.21,217.96,218.27,21857.0,-0.00041264529138296236,0.3100000000000023,21857.0,,75.65707133917383,0.004693539476097448
2022-11-22 10:25:00,2022-11-22 10:25:00,217.605,-0.455000000000013,-0.00208658167476847,218.06,217.6,218.16,22624.0,-0.0020887616192605918,0.5600000000000023,22624.0,,63.58695652173894,0.004693539476097448
2022-11-22 10:30:00,2022-11-22 10:30:00,217.68,0.0750000000000171,0.000344661198042403,217.58,217.45,217.8,24071.0,0.00034460181601578347,0.35000000000002274,24071.0,,62.05699671172827,0.004693539476097448
2022-11-22 10:35:00,2022-11-22 10:35:00,217.9371,0.25709999999998,0.001181091510474,217.6464,217.51,217.95,17818.0,0.0011803945706084348,0.4399999999999977,17818.0,,59.49845949845926,0.004693539476097448
2022-11-22 10:40:00,2022-11-22 10:40:00,217.9951,0.0580000000000211,0.000266131833451125,217.9199,217.78,218.0508,13601.0,0.0002660964266565337,0.27080000000000837,13601.0,,60.394340414171914,0.004693539476097448
2022-11-22 10:45:00,2022-11-22 10:45:00,217.95,-0.0451000000000192,-0.000206885384121107,218.04,217.89,218.15,15225.0,-0.00020690678785427035,0.2600000000000193,15225.0,,59.37312537492468,0.004693539476097448
2022-11-22 10:50:00,2022-11-22 10:50:00,217.925,-0.0249999999999773,-0.000114705207616321,217.93,217.75,218.0326,13532.0,-0.0001147117867618014,0.2826000000000022,13532.0,,58.82178144268647,0.004693539476097448
2022-11-22 10:55:00,2022-11-22 10:55:00,217.89,-0.035000000000025,-0.000160605712974762,217.96,217.84,218.16,18913.0,-0.00016061861145329992,0.3199999999999932,18913.0,217.7687,58.06688178351391,0.004693539476097448
2022-11-22 11:00:00,2022-11-22 11:00:00,217.9974,0.107400000000013,0.000492909266143525,217.93,217.74,218.06,15429.0,0.0004927878262753535,0.3199999999999932,15429.0,217.79670000000002,59.65568334156476,0.004693539476097448
2022-11-22 11:05:00,2022-11-22 11:05:00,217.775,-0.222399999999993,-0.0010201956537096,218.01,217.73,218.0499,11033.0,-0.001020716407506146,0.3199000000000183,11033.0,217.82319999999999,52.437325905292646,0.004693539476097448
2022-11-22 11:10:00,2022-11-22 11:10:00,217.85,0.0749999999999886,0.000344392147858977,217.8,217.76,217.96,11442.0,0.00034433285849535747,0.20000000000001705,11442.0,217.8442,55.04874651810554,0.004693539476097448
2022-11-22 11:15:00,2022-11-22 11:15:00,217.58,-0.269999999999982,-0.00123938489786542,217.86,217.52,217.94,30803.0,-0.0012401535705144756,0.4199999999999875,30803.0,217.8717,52.31634679020535,0.004693539476097448
2022-11-22 11:20:00,2022-11-22 11:20:00,217.6201,0.0400999999999954,0.000184300027576043,217.55,217.34,217.7757,19452.0,0.00018428304641238363,0.4356999999999971,19452.0,217.877205,46.473013632480416,0.004693539476097448
2022-11-22 11:25:00,2022-11-22 11:25:00,217.54,-0.0801000000000158,-0.000368072618292225,217.64,217.39,217.69,10628.0,-0.00036814037364479727,0.30000000000001137,10628.0,217.868705,42.68003165391696,0.004693539476097448
2022-11-22 11:30:00,2022-11-22 11:30:00,217.49,-0.0499999999999829,-0.000229842787533249,217.5,217.45,217.66,10382.0,-0.0002298692054347851,0.21000000000000796,10382.0,217.84670500000001,44.15250272883247,0.004693539476097448
2022-11-22 11:35:00,2022-11-22 11:35:00,217.53,0.039999999999992,0.000183916501908097,217.49,217.38,217.64,17667.0,0.0001838995913417405,0.2599999999999909,17667.0,217.83170499999997,45.534327430879394,0.004693539476097448
2022-11-22 11:40:00,2022-11-22 11:40:00,217.45,-0.0800000000000125,-0.000367765365696743,217.56,217.2101,217.57,8978.0,-0.00036783300796364843,0.3598999999999819,8978.0,217.821705,38.86689757545735,0.004693539476097448
2022-11-22 11:45:00,2022-11-22 11:45:00,217.4834,0.0334000000000003,0.000153598528397334,217.45,217.42,217.57,9916.0,0.00015358673335118123,0.15000000000000568,9916.0,217.799705,41.913596152194,0.004693539476097448
2022-11-22 11:50:00,2022-11-22 11:50:00,217.52,0.0366000000000213,0.000168288706172615,217.4991,217.39,217.58,8153.0,0.00016827454721688562,0.19000000000002615,8153.0,217.77822,41.82865990022392,0.004693539476097448
2022-11-22 11:55:00,2022-11-22 11:55:00,217.73,0.20999999999998,0.000965428466347828,217.5372,217.5,217.73,7715.0,0.000964962740012227,0.22999999999998977,7715.0,217.75862999999998,40.81043234727792,0.004693539476097448
2022-11-22 12:00:00,2022-11-22 12:00:00,217.64,-0.0900000000000034,-0.000413355991365468,217.73,217.61,217.79,11020.0,-0.0004134414465030328,0.1799999999999784,11020.0,217.73463,40.81043234727792,0.004693539476097448
2022-11-22 12:05:00,2022-11-22 12:05:00,217.77,0.130000000000024,0.000597316669729939,217.64,217.58,217.83,9803.0,0.0005971383471344897,0.25,9803.0,217.71362999999997,54.208754208754634,0.004693539476097448
2022-11-22 12:10:00,2022-11-22 12:10:00,217.63,-0.140000000000015,-0.000642880102860884,217.7574,217.61,217.7999,9948.0,-0.0006430868388832358,0.1898999999999944,9948.0,217.7225,48.765554019355854,0.004693539476097448
2022-11-22 12:15:00,2022-11-22 12:15:00,217.63,0.0,0.0,217.635,217.58,217.74,10239.0,0.0,0.1599999999999966,10239.0,217.72193000000001,41.315536451558714,0.004693539476097448
2022-11-22 12:20:00,2022-11-22 12:20:00,217.62,-0.00999999999999091,-4.59495473969164e-05,217.64,217.62,217.862,11091.0,-4.595060310968796e-05,0.24199999999999022,11091.0,217.707935,39.09656415324701,0.004693539476097448
2022-11-22 12:25:00,2022-11-22 12:25:00,217.495,-0.125,-0.000574395735686058,217.6,217.39,217.69,8980.0,-0.0005745607641141028,0.30000000000001137,8980.0,217.68593500000003,37.36111111111163,0.004693539476097448
2022-11-22 12:30:00,2022-11-22 12:30:00,217.4925,-0.00249999999999773,-1.14945171153255e-05,217.48,217.36,217.5153,5112.0,-1.1494583177819417e-05,0.15529999999998267,5112.0,217.663435,37.83403656821387,0.004693539476097448
2022-11-22 12:35:00,2022-11-22 12:35:00,217.425,-0.0674999999999955,-0.000310355529500996,217.48,217.346,217.54,8857.0,-0.0003104036997451878,0.1939999999999884,8857.0,217.639435,37.154696132597394,0.004693539476097448
2022-11-22 12:40:00,2022-11-22 12:40:00,217.51,0.0849999999999795,0.000390939404392225,217.42,217.34,217.51,7670.0,0.00039086300749360234,0.1699999999999875,7670.0,217.613935,36.36719624076928,0.004693539476097448
2022-11-22 12:45:00,2022-11-22 12:45:00,217.66,0.150000000000006,0.000689623465587815,217.48,217.37,217.6788,8759.0,0.0006893857845929353,0.30879999999999086,8759.0,217.587435,46.647621268656415,0.004693539476097448
2022-11-22 12:50:00,2022-11-22 12:50:00,217.54,-0.120000000000005,-0.000551318570247195,217.66,217.51,217.69,12185.0,-0.0005514706022113646,0.18000000000000682,12185.0,217.580435,41.194182479263645,0.004693539476097448
2022-11-22 12:55:00,2022-11-22 12:55:00,217.3852,-0.154799999999994,-0.000711593270203156,217.54,217.349,217.5513,7641.0,-0.0007118465728670785,0.20230000000000814,7641.0,217.56443499999995,44.079027355622685,0.004693539476097448
2022-11-22 13:00:00,2022-11-22 13:00:00,217.37,-0.015199999999993,-6.99219634087003e-05,217.38,217.27,217.43,9195.0,-6.99244080631553e-05,0.1599999999999966,9195.0,217.555935,42.28134065798401,0.004693539476097448
2022-11-22 13:05:00,2022-11-22 13:05:00,217.5,0.129999999999995,0.000598058609743734,217.385,217.32,217.52,16253.0,0.0005978798439648702,0.20000000000001705,16253.0,217.543185,48.802395209581064,0.004693539476097448
