,Local Time,Close,Net,%Chg,Open,Low,High,Volume,NASDAQ_Log_Change,NASDAQ_1hr_Moving_Average,NASDAQ_Volatility
2022-11-21 12:15:00,2022-11-21 12:15:00,11547.42,-5.96899999999914,-0.000516644942882053,11553.389,11547.333,11558.798,929710.0,-6.531699972902967e-06,11565.70605,
2022-11-21 12:20:00,2022-11-21 12:20:00,11544.691,-2.72899999999936,-0.000236329846840191,11547.496,11539.42,11550.886,1464757.0,-0.0005705997550092618,11564.37725,
2022-11-21 12:25:00,2022-11-21 12:25:00,11541.059,-3.63200000000143,-0.00031460348310764,11544.697,11534.792,11544.697,1178803.0,-4.357061162954497e-05,11563.471450000001,
2022-11-21 12:30:00,2022-11-21 12:30:00,11532.674,-8.3849999999984,-0.000726536446958498,11540.913,11529.843,11545.0,1196442.0,-0.000488120592908588,11562.540700000001,
2022-11-21 12:35:00,2022-11-21 12:35:00,11549.155,16.4809999999998,0.00142907013585919,11532.525,11530.579,11550.384,1071842.0,0.001363525686965119,11562.1576,
2022-11-21 12:40:00,2022-11-21 12:40:00,11550.794,1.63899999999921,0.000141915144441235,11549.27,11547.897,11561.572,1169155.0,-7.400957774387266e-05,11561.364,
2022-11-21 12:45:00,2022-11-21 12:45:00,11555.696,4.90200000000004,0.000424386410146354,11550.794,11549.292,11556.413,976244.0,0.00028077201605717717,11560.91985,
2022-11-21 12:50:00,2022-11-21 12:50:00,11548.442,-7.25400000000081,-0.000627742370515875,11555.926,11548.405,11561.018,993068.0,-0.0005246070193444747,11559.4955,
2022-11-21 12:55:00,2022-11-21 12:55:00,11538.422,-10.0199999999986,-0.000867649506314239,11548.394,11537.928,11548.394,1077638.0,-0.0004791347788874707,11557.37235,
2022-11-21 13:00:00,2022-11-21 13:00:00,11528.642,-9.78000000000065,-0.000847602904452676,11538.528,11524.439,11538.534,1175864.0,-0.0008346782015757098,11554.761799999998,
2022-11-21 13:05:00,2022-11-21 13:05:00,11534.04,5.39800000000105,0.000468225138745834,11528.882,11528.368,11537.761,1128121.0,0.0009501271182811222,11551.803199999998,
2022-11-21 13:10:00,2022-11-21 13:10:00,11546.27,12.2299999999996,0.00106033965548928,11534.101,11532.504,11548.485,1174983.0,0.0008012402233187473,11550.388200000001,
2022-11-21 13:15:00,2022-11-21 13:15:00,11571.328,25.0579999999991,0.00217022466995827,11546.743,11546.743,11576.602,1592318.0,0.0018656194460509464,11550.807149999999,
2022-11-21 13:20:00,2022-11-21 13:20:00,11570.02,-1.30799999999908,-0.000113038019490856,11571.092,11565.496,11575.149,1097737.0,-0.00013686770671287438,11550.9841,
2022-11-21 13:25:00,2022-11-21 13:25:00,11574.395,4.375,0.000378132449209249,11570.155,11569.015,11575.665,1106677.0,-0.00013471349501936253,11551.6438,
2022-11-21 13:30:00,2022-11-21 13:30:00,11575.508,1.11299999999937,9.61605336606686e-05,11574.561,11568.595,11580.264,1105490.0,-3.4767719045582286e-05,11552.03575,
2022-11-21 13:35:00,2022-11-21 13:35:00,11576.397,0.889000000001033,7.68000851453805e-05,11575.479,11570.381,11579.968,944472.0,-5.432698107390891e-05,11552.1237,
2022-11-21 13:40:00,2022-11-21 13:40:00,11600.074,23.6769999999997,0.00204528231020409,11578.036,11576.38,11600.498,1566047.0,0.0017261542647377267,11554.63725,
2022-11-21 13:45:00,2022-11-21 13:45:00,11595.921,-4.15300000000025,-0.00035801495749081,11600.063,11589.433,11600.063,1212579.0,-0.0003319718179906935,11556.71685,
2022-11-21 13:50:00,2022-11-21 13:50:00,11585.102,-10.8189999999995,-0.000933000492155777,11595.747,11583.962,11596.245,1059064.0,-0.0006338731597642826,11558.302500000002,
2022-11-21 13:55:00,2022-11-21 13:55:00,11581.144,-3.95800000000054,-0.000341645675627244,11584.976,11581.11,11588.718,799271.0,-0.00016939030389607817,11559.9887,
2022-11-21 14:00:00,2022-11-21 14:00:00,11572.208,-8.93599999999969,-0.000771599075186328,11581.241,11572.208,11582.371,903908.0,-0.0006104774188036314,11561.36455,
2022-11-21 14:05:00,2022-11-21 14:05:00,11580.69,8.48199999999997,0.000732962974740859,11572.0,11571.691,11581.391,1037609.0,0.0005453196609894624,11563.346099999999,
2022-11-21 14:10:00,2022-11-21 14:10:00,11580.696,0.00599999999940337,5.18103843501844e-07,11580.719,11580.621,11587.996,913199.0,0.0004972634328302773,11565.747200000002,
2022-11-21 14:15:00,2022-11-21 14:15:00,11574.534,-6.16200000000026,-0.000532092371650224,11580.83,11569.503,11581.188,1006256.0,-0.00018237359280933086,11567.01615,
2022-11-21 14:20:00,2022-11-21 14:20:00,11579.817,5.28299999999945,0.00045643306244549,11574.546,11573.843,11582.988,962817.0,0.0001823735928093145,11568.4673,
2022-11-21 14:25:00,2022-11-21 14:25:00,11556.585,-23.232,-0.00200624932155663,11579.737,11554.688,11580.185,1280849.0,-0.0019165835929782769,11568.511750000001,
2022-11-21 14:30:00,2022-11-21 14:30:00,11560.531,3.94600000000173,0.000341450350601128,11556.456,11556.384,11564.63,950510.0,0.00030663939773593364,11569.1162,
2022-11-21 14:35:00,2022-11-21 14:35:00,11559.863,-0.668000000001484,-5.77828129176319e-05,11559.772,11558.354,11567.445,1123950.0,-0.00018701709956185747,11570.188250000001,
2022-11-21 14:40:00,2022-11-21 14:40:00,11558.778,-1.08499999999913,-9.38592438335235e-05,11559.75,11551.119,11560.536,1036750.0,-3.69726369905643e-05,11571.69505,
2022-11-21 14:45:00,2022-11-21 14:45:00,11553.816,-4.96199999999953,-0.000429284133668761,11558.777,11552.878,11560.766,1037590.0,-0.00012397705352872867,11572.683850000001,
2022-11-21 14:50:00,2022-11-21 14:50:00,11560.83,7.01399999999921,0.00060707215693925,11553.79,11551.927,11561.562,964559.0,0.00020879460341809484,11573.41185,
2022-11-21 14:55:00,2022-11-21 14:55:00,11567.712,6.88199999999961,0.000595285978601848,11560.684,11559.824,11571.779,1094212.0,0.0004891915934862935,11573.23105,
2022-11-21 15:00:00,2022-11-21 15:00:00,11561.943,-5.76900000000023,-0.000498715735661489,11567.599,11561.31,11572.323,1034590.0,-0.00043917435927670997,11572.8272,
2022-11-21 15:05:00,2022-11-21 15:05:00,11574.442,12.4989999999998,0.00108104667182668,11560.933,11559.517,11576.286,1294943.0,0.0006956325427849855,11572.82955,
2022-11-21 15:10:00,2022-11-21 15:10:00,11568.707,-5.73499999999876,-0.000495488249023043,11574.688,11562.759,11575.309,1456372.0,-0.00033253893783124615,11572.4895,
2022-11-21 15:15:00,2022-11-21 15:15:00,11568.945,0.237999999999374,2.05727398921396e-05,11568.746,11559.546,11568.98,1205796.0,-0.0003761413379100414,11572.116899999999,
2022-11-21 15:20:00,2022-11-21 15:20:00,11577.809,8.86399999999958,0.000766189138248957,11568.663,11566.389,11578.941,1517161.0,0.000523950073675611,11571.00365,
2022-11-21 15:25:00,2022-11-21 15:25:00,11558.475,-19.3339999999989,-0.00166991872123637,11577.632,11557.774,11580.326,1548475.0,-0.001315831158859985,11569.13135,
2022-11-21 15:30:00,2022-11-21 15:30:00,11554.488,-3.98700000000099,-0.000344941698623823,11558.445,11549.984,11559.995,1555891.0,-0.0007141006880584867,11567.60065,
2022-11-21 15:35:00,2022-11-21 15:35:00,11555.641,1.15300000000025,9.97880650358759e-05,11554.578,11552.946,11568.426,1951724.0,0.0002547834517777154,11566.325499999999,
2022-11-21 15:40:00,2022-11-21 15:40:00,11554.188,-1.45299999999952,-0.000125739454868797,11555.654,11553.588,11563.545,1895758.0,-0.0001458936916631892,11565.424500000001,
2022-11-21 15:45:00,2022-11-21 15:45:00,11554.635,0.447000000000116,3.86872707974041e-05,11554.78,11547.134,11556.281,2371676.0,-0.000487918579555502,11564.12175,
2022-11-21 15:50:00,2022-11-21 15:50:00,11572.021,17.3860000000004,0.00150467756013067,11554.807,11554.807,11573.022,2947244.0,0.0015109031716410623,11563.688,
2022-11-21 15:55:00,2022-11-21 15:55:00,11570.273,-1.74800000000141,-0.000151053994803623,11573.14,11564.682,11580.268,5342240.0,0.00017184578731889522,11563.47495,
2022-11-21 16:00:00,2022-11-21 16:00:00,11555.05,-15.223,-0.0013156992924886,11567.436,11553.223,11567.436,15545765.0,-0.001536784070881479,11562.2366,
2022-11-22 09:30:00,2022-11-22 09:35:00,11565.798,12.3470000000016,0.00106868501887458,11590.825,11564.337,11600.588,13652451.0,0.0036335329240042066,11554.068349999998,0.0008945451998502771
2022-11-22 09:35:00,2022-11-22 09:35:00,11565.798,12.3470000000016,0.00106868501887458,11590.825,11564.337,11600.588,13652451.0,0.0036335329240042066,11554.068349999998,0.0008945451998502771
2022-11-22 09:40:00,2022-11-22 09:40:00,11527.495,-38.3029999999999,-0.00331174727416127,11565.701,11527.495,11573.695,3326386.0,-0.001700963311525467,11552.77055,0.0008945451998502771
2022-11-22 09:45:00,2022-11-22 09:45:00,11511.38,-16.1150000000016,-0.00139796200301988,11526.61,11503.342,11531.357,3582154.0,0.0005673093063722177,11550.666999999998,0.0008945451998502771
2022-11-22 09:50:00,2022-11-22 09:50:00,11518.006,6.6260000000002,0.000575604315034358,11511.311,11503.733,11523.145,3375079.0,-0.0007021197565605591,11548.89475,0.0008945451998502771
2022-11-22 09:55:00,2022-11-22 09:55:00,11512.277,-5.72899999999936,-0.000497395122037561,11517.763,11509.054,11525.604,2580332.0,-0.00043499633114029817,11546.83605,0.0008945451998502771
2022-11-22 10:00:00,2022-11-22 10:00:00,11520.695,8.41799999999967,0.000731219375628268,11512.212,11511.832,11528.111,2651859.0,0.000630682963541223,11545.198249999998,0.0008945451998502771
2022-11-22 10:05:00,2022-11-22 10:05:00,11545.753,25.0580000000009,0.00217504239110582,11519.898,11515.648,11552.856,3147801.0,0.0011081681812169768,11544.81335,0.0008945451998502771
2022-11-22 10:10:00,2022-11-22 10:10:00,11555.36,9.60699999999997,0.000832080852587092,11545.458,11544.732,11565.226,2637560.0,-0.00017809323010448233,11544.9088,0.0008945451998502771
2022-11-22 10:15:00,2022-11-22 10:15:00,11582.366,27.0059999999994,0.00233709724318406,11556.001,11555.529,11582.561,2494246.0,0.0005515516329164874,11546.35455,0.0008945451998502771
2022-11-22 10:20:00,2022-11-22 10:20:00,11578.669,-3.69700000000012,-0.00031919212361275,11583.519,11575.769,11588.071,1998554.0,0.0007399908978098984,11547.615450000001,0.0008945451998502771
2022-11-22 10:25:00,2022-11-22 10:25:00,11579.841,1.17200000000048,0.000101220615253833,11578.556,11576.153,11584.052,2060206.0,0.00044459915781395955,11548.934949999999,0.0008945451998502771
2022-11-22 10:30:00,2022-11-22 10:30:00,11580.229,0.38799999999901,3.35065049683334e-05,11579.843,11569.572,11585.976,2274775.0,0.0006112721370047363,11550.273850000001,0.0008945451998502771
2022-11-22 10:35:00,2022-11-22 10:35:00,11576.505,-3.72400000000016,-0.000321582587011031,11580.872,11567.624,11593.94,2131073.0,-0.0003446074922294997,11551.42655,0.0008945451998502771
2022-11-22 10:40:00,2022-11-22 10:40:00,11562.773,-13.732,-0.00118619566095294,11576.46,11562.338,11582.885,1833155.0,-9.321614120089798e-05,11551.89265,0.0008945451998502771
2022-11-22 10:45:00,2022-11-22 10:45:00,11579.261,16.4880000000012,0.00142595552122326,11562.735,11556.125,11582.638,1793097.0,0.0010313970275757647,11553.18315,0.0008945451998502771
2022-11-22 10:50:00,2022-11-22 10:50:00,11612.842,33.5810000000001,0.00290009871959878,11579.678,11577.061,11616.379,2075630.0,0.002191434383875675,11556.1527,0.0008945451998502771
2022-11-22 10:55:00,2022-11-22 10:55:00,11614.225,1.38299999999981,0.000119092294547692,11613.475,11613.331,11622.077,1875242.0,-2.1609450242953424e-06,11559.1914,0.0008945451998502771
2022-11-22 11:00:00,2022-11-22 11:00:00,11623.686,9.46099999999933,0.000814604504390033,11614.112,11609.56,11624.723,1903181.0,0.00030680745480289996,11562.70315,0.0008945451998502771
2022-11-22 11:05:00,2022-11-22 11:05:00,11608.716,-14.9699999999993,-0.00128788750831701,11623.753,11608.101,11624.417,1420710.0,-0.0006763977433244014,11565.466400000001,0.0008945451998502771
2022-11-22 11:10:00,2022-11-22 11:10:00,11618.609,9.89300000000003,0.00085220449875766,11608.693,11604.023,11619.746,1377632.0,0.00048195323825351866,11568.7243,0.0008945451998502771
2022-11-22 11:15:00,2022-11-22 11:15:00,11613.608,-5.0010000000002,-0.000430430183165662,11618.569,11611.746,11625.849,1435169.0,-0.0002571569049454094,11571.1148,0.0008945451998502771
2022-11-22 11:20:00,2022-11-22 11:20:00,11616.21,2.60199999999895,0.000224047513916343,11613.074,11597.942,11616.21,1411736.0,0.00012534523985452748,11575.55055,0.0008945451998502771
2022-11-22 11:25:00,2022-11-22 11:25:00,11616.376,0.166000000001077,1.42903752601818e-05,11616.261,11610.316,11622.413,1382386.0,-0.00011237776228811396,11580.80035,0.0008945451998502771
2022-11-22 11:30:00,2022-11-22 11:30:00,11615.46,-0.916000000001077,-7.88541968683759e-05,11616.191,11610.139,11624.594,1426235.0,-0.00030910397920247835,11585.67305,0.0008945451998502771
2022-11-22 11:35:00,2022-11-22 11:35:00,11603.49,-11.9699999999993,-0.0010305231131612,11615.66,11594.883,11615.862,1470261.0,-0.000821859785082362,11590.2337,0.0008945451998502771
2022-11-22 11:40:00,2022-11-22 11:40:00,11604.211,0.720999999999549,6.21364779044537e-05,11603.393,11593.142,11604.48,1014059.0,0.0006705153052993833,11594.4095,0.0008945451998502771
2022-11-22 11:45:00,2022-11-22 11:45:00,11603.089,-1.12199999999939,-9.66890381430835e-05,11604.256,11603.089,11613.431,925471.0,-0.00016001764553042464,11597.2763,0.0008945451998502771
2022-11-22 11:50:00,2022-11-22 11:50:00,11606.504,3.41500000000087,0.000294318176823506,11603.2,11597.508,11606.747,886564.0,-0.00010380892246997842,11599.833499999999,0.0008945451998502771
2022-11-22 11:55:00,2022-11-22 11:55:00,11608.839,2.33499999999913,0.000201180303733073,11606.244,11598.68,11609.157,1019243.0,0.0003870659476786726,11601.15715,0.0008945451998502771
2022-11-22 12:00:00,2022-11-22 12:00:00,11615.709,6.8700000000008,0.000591790445194459,11608.797,11606.859,11618.252,999661.0,0.0004171714754121683,11603.00915,0.0008945451998502771
2022-11-22 12:05:00,2022-11-22 12:05:00,11628.396,12.6869999999999,0.00109222777533424,11615.637,11615.316,11631.594,1249793.0,0.001043247336656082,11605.4369,0.0008945451998502771
2022-11-22 12:10:00,2022-11-22 12:10:00,11624.761,-3.63500000000022,-0.000312596853426751,11627.282,11618.253,11628.258,1045483.0,-0.0006888963785772789,11607.663499999999,0.0008945451998502771
2022-11-22 12:15:00,2022-11-22 12:15:00,11629.672,4.91100000000006,0.000422460298323558,11624.568,11624.114,11633.981,933988.0,0.0004319654494813771,11610.32185,0.0008945451998502771
2022-11-22 12:20:00,2022-11-22 12:20:00,11636.255,6.58299999999872,0.000566052077822893,11629.644,11629.644,11639.332,861371.0,0.00018136986114480392,11613.99595,0.0008945451998502771
2022-11-22 12:25:00,2022-11-22 12:25:00,11624.956,-11.2989999999991,-0.000971016877852803,11636.258,11621.979,11637.057,1126652.0,-0.0012810889926863406,11616.2807,0.0008945451998502771
2022-11-22 12:30:00,2022-11-22 12:30:00,11625.774,0.817999999999302,7.03658577287778e-05,11624.954,11621.692,11626.88,788849.0,0.0002982751934965668,11616.9273,0.0008945451998502771
2022-11-22 12:35:00,2022-11-22 12:35:00,11627.041,1.26699999999983,0.000108981991220527,11625.571,11621.606,11630.641,877959.0,-1.9450018316065192e-05,11617.5681,0.0008945451998502771
2022-11-22 12:40:00,2022-11-22 12:40:00,11632.157,5.11599999999999,0.000440008769213077,11627.3,11627.173,11632.242,794824.0,0.00022041139227169673,11617.99165,0.0008945451998502771
2022-11-22 12:45:00,2022-11-22 12:45:00,11631.395,-0.761999999998807,-6.55080566741669e-05,11632.101,11620.9,11633.159,983523.0,-0.0003090218187511256,11619.1256,0.0008945451998502771
2022-11-22 12:50:00,2022-11-22 12:50:00,11629.908,-1.48700000000099,-0.000127843650740173,11631.483,11629.908,11634.424,727208.0,0.0002787721509548686,11619.69055,0.0008945451998502771
2022-11-22 12:55:00,2022-11-22 12:55:00,11625.921,-3.98699999999917,-0.000342823004274769,11629.774,11622.83,11630.722,757073.0,-0.0004408847157902884,11620.3062,0.0008945451998502771
2022-11-22 13:00:00,2022-11-22 13:00:00,11626.839,0.917999999999665,7.89614861480364e-05,11625.921,11623.314,11628.567,647042.0,0.0001340149363814357,11620.83765,0.0008945451998502771
2022-11-22 13:05:00,2022-11-22 13:05:00,11631.041,4.20199999999932,0.000361405193621355,11626.882,11620.126,11635.099,1161660.0,0.0007281220714720505,11621.5709,0.0008945451998502771
2022-11-22 13:10:00,2022-11-22 13:10:00,11651.335,20.2939999999999,0.00174481372733532,11631.109,11626.479,11652.022,1099353.0,0.0009714439442107442,11623.36465,0.0008945451998502771
2022-11-22 13:15:00,2022-11-22 13:15:00,11658.712,7.37700000000041,0.000633146330441997,11651.408,11649.946,11659.429,990026.0,0.00045948794868301405,11626.12575,0.0008945451998502771
2022-11-22 13:20:00,2022-11-22 13:20:00,11662.023,3.31099999999969,0.000283993634974403,11658.878,11657.082,11662.654,759136.0,0.0003665760330515437,11629.01635,0.0008945451998502771
2022-11-22 13:25:00,2022-11-22 13:25:00,11660.271,-1.75199999999859,-0.000150231224891135,11661.992,11655.093,11662.754,808092.0,-3.880757265573362e-05,11631.87545,0.0008945451998502771
2022-11-22 13:30:00,2022-11-22 13:30:00,11662.647,2.3760000000002,0.000203768848940149,11660.349,11659.387,11664.645,732671.0,0.00014444277989080918,11634.6826,0.0008945451998502771
2022-11-22 13:35:00,2022-11-22 13:35:00,11667.361,4.71399999999994,0.000404196405841653,11662.504,11662.504,11670.542,964345.0,0.00027804750480610557,11637.6087,0.0008945451998502771
2022-11-22 13:40:00,2022-11-22 13:40:00,11662.562,-4.79900000000089,-0.000411318377823476,11667.283,11659.488,11667.283,752160.0,-0.0006187071804636295,11639.95135,0.0008945451998502771
2022-11-22 13:45:00,2022-11-22 13:45:00,11663.566,1.00400000000081,8.60874308750354e-05,11662.746,11660.164,11666.223,699329.0,9.487891086114613e-05,11641.70985,0.0008945451998502771
2022-11-22 13:50:00,2022-11-22 13:50:00,11668.189,4.62299999999959,0.000396362484680894,11663.594,11663.523,11669.004,666875.0,0.0002802714770974347,11643.88125,0.0008945451998502771
2022-11-22 13:55:00,2022-11-22 13:55:00,11672.15,3.96099999999933,0.00033946998973014,11668.413,11667.867,11673.659,760494.0,0.00033622211666798176,11646.00515,0.0008945451998502771
2022-11-22 14:00:00,2022-11-22 14:00:00,11671.006,-1.14400000000023,-9.8011077650667e-05,11672.15,11669.513,11672.746,904127.0,-5.6029169662240584e-05,11647.742699999999,0.0008945451998502771
2022-11-22 14:05:00,2022-11-22 14:05:00,11670.715,-0.290999999999258,-2.49335832745916e-05,11671.002,11664.447,11677.526,1133637.0,-4.741174950245489e-05,11650.030649999999,0.0008945451998502771
2022-11-22 14:10:00,2022-11-22 14:10:00,11655.095,-15.6200000000008,-0.00133839272058317,11670.668,11655.044,11670.668,981437.0,-0.0009702793440569243,11651.4967,0.0008945451998502771
2022-11-22 14:15:00,2022-11-22 14:15:00,11649.999,-5.09599999999955,-0.000437233673341963,11654.997,11649.268,11660.074,914826.0,-3.883076259795032e-05,11652.6446,0.0008945451998502771
2022-11-22 14:20:00,2022-11-22 14:20:00,11652.59,2.59100000000035,0.00022240345256685,11650.009,11648.939,11655.664,816156.0,0.0003817703622177842,11653.666249999998,0.0008945451998502771
2022-11-22 14:25:00,2022-11-22 14:25:00,11657.925,5.33499999999913,0.000457838128690628,11652.538,11651.526,11659.076,852365.0,0.00032342014930684514,11654.99275,0.0008945451998502771
2022-11-22 14:30:00,2022-11-22 14:30:00,11660.46,2.53499999999985,0.000217448645449328,11657.927,11654.993,11661.612,800062.0,7.544965302110418e-05,11656.52035,0.0008945451998502771
2022-11-22 14:35:00,2022-11-22 14:35:00,11655.92,-4.53999999999905,-0.000389349991338168,11659.836,11653.885,11659.976,891957.0,-0.00037730520449630447,11658.0203,0.0008945451998502771
2022-11-22 14:40:00,2022-11-22 14:40:00,11673.222,17.3019999999997,0.00148439591212017,11656.008,11656.008,11673.749,1025430.0,0.0011594903852282707,11660.33945,0.0008945451998502771
2022-11-22 14:45:00,2022-11-22 14:45:00,11656.149,-17.0730000000003,-0.00146257819820443,11673.231,11656.104,11673.596,1013423.0,-0.0009050632438108318,11661.59485,0.0008945451998502771
2022-11-22 14:50:00,2022-11-22 14:50:00,11665.328,9.17900000000009,0.000787481354262037,11656.102,11655.98,11665.363,823366.0,0.0005237435931497619,11662.2945,0.0008945451998502771
2022-11-22 14:55:00,2022-11-22 14:55:00,11674.554,9.22600000000057,0.000790890749064284,11665.307,11664.553,11675.4,914101.0,0.000887366926274777,11663.086599999999,0.0008945451998502771
2022-11-22 15:00:00,2022-11-22 15:00:00,11674.244,-0.309999999999491,-2.65534769036565e-05,11674.461,11671.574,11676.971,836255.0,-8.18115664787536e-05,11663.697649999998,0.0008945451998502771
2022-11-22 15:05:00,2022-11-22 15:05:00,11690.231,15.9869999999992,0.00136942486382837,11674.244,11672.391,11690.231,1214330.0,0.0012028167585175162,11665.19565,0.0008945451998502771
2022-11-22 15:10:00,2022-11-22 15:10:00,11688.626,-1.60499999999956,-0.00013729412190397,11690.328,11687.49,11691.983,1065078.0,-0.0001182809690525816,11666.494600000002,0.0008945451998502771
2022-11-22 15:15:00,2022-11-22 15:15:00,11693.586,4.95999999999913,0.000424344144469943,11688.734,11684.339,11694.278,1019812.0,0.00023224757695988808,11667.80585,0.0008945451998502771
2022-11-22 15:20:00,2022-11-22 15:20:00,11688.759,-4.82699999999932,-0.000412790396376211,11693.629,11688.03,11695.841,1222904.0,-0.00028171467650961576,11669.1157,0.0008945451998502771
2022-11-22 15:25:00,2022-11-22 15:25:00,11701.232,12.473,0.00106709360677211,11688.676,11688.676,11701.232,1226762.0,0.000799776449226991,11670.999,0.0008945451998502771
2022-11-22 15:30:00,2022-11-22 15:30:00,11701.852,0.6200000000008,5.29858736243158e-05,11701.249,11697.315,11703.87,1412458.0,0.00017620880358975078,11672.682149999999,0.0008945451998502771
