Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,QCOM_Log_Change,QCOM_High_Low_Spread,QCOM_Volume,QCOM_1hr_Moving_Average,QCOM_RSI
2023-11-08 13:50:00,2023-11-08 13:50:00,119.4,-0.019999999999996,-0.000167476134650779,119.4291,119.36,119.4677,34658.0,0.0001256360325794033,0.10769999999999413,34658.0,119.49319500000001,34.67153284671616
2023-11-08 13:45:00,2023-11-08 13:45:00,119.42,-0.0349999999999966,-0.000292997363023704,119.4568,119.39,119.5,28128.0,0.00016749016034454565,0.10999999999999943,28128.0,119.48028500000001,37.78625954198529
2023-11-08 13:40:00,2023-11-08 13:40:00,119.455,-0.0545000000000044,-0.000456030692120747,119.495,119.42,119.56,29249.0,0.0002930402951373075,0.14000000000000057,29249.0,119.472035,40.15151515151523
2023-11-08 13:35:00,2023-11-08 13:35:00,119.5095,0.00950000000000273,7.94979079498136e-05,119.51,119.4713,119.58,24619.0,0.00045613470574025846,0.10869999999999891,24619.0,119.46754500000002,44.63535700649109
2023-11-08 13:30:00,2023-11-08 13:30:00,119.5,0.159999999999997,0.00134070722306014,119.33,119.2726,119.53,22414.0,-7.949474815858643e-05,0.25740000000000407,22414.0,119.458545,46.65176789847565
2023-11-08 13:25:00,2023-11-08 13:25:00,119.34,0.0949999999999989,0.000796679106042172,119.2344,119.14,119.38,34368.0,-0.001339809277629458,0.23999999999999488,34368.0,119.446765,43.009565857248255
2023-11-08 13:20:00,2023-11-08 13:20:00,119.245,-0.0649999999999977,-0.000544799262425595,119.31,119.21,119.4142,29538.0,-0.0007963619256926731,0.20420000000000016,29538.0,119.431765,42.23265895953813
2023-11-08 13:15:00,2023-11-08 13:15:00,119.31,-0.25,-0.00209100033456005,119.5568,119.27,119.61,50188.0,0.0005449477194656909,0.3400000000000034,50188.0,119.42960500000001,38.55199446622112
2023-11-08 13:10:00,2023-11-08 13:10:00,119.56,0.0100000000000051,8.36470096194489e-05,119.56,119.4959,119.69,38956.0,0.002093189528028164,0.19409999999999172,38956.0,119.42110500000001,48.295932225312
2023-11-08 13:05:00,2023-11-08 13:05:00,119.55,0.170000000000002,0.00142402412464401,119.38,119.275,119.64,49336.0,-8.36435114034281e-05,0.3649999999999949,49336.0,119.409105,43.745656706045715
2023-11-08 13:00:00,2023-11-08 13:00:00,119.38,-0.00769999999999982,-6.44957562629971e-05,119.37,119.29,119.45,44029.0,-0.0014230111638299512,0.1599999999999966,44029.0,119.408105,42.27669576897243
2023-11-08 12:55:00,2023-11-08 12:55:00,119.3877,0.0527000000000015,0.000441613943939343,119.3101,119.3,119.4,33042.0,6.44978362036503e-05,0.10000000000000853,33042.0,119.40511,49.52203310795017
2023-11-08 12:50:00,2023-11-08 12:50:00,119.335,0.0249999999999915,0.000209538177855934,119.305,119.2621,119.37,36780.0,-0.0004415164612003728,0.10790000000000077,36780.0,119.40286,48.93633361492936
2023-11-08 12:45:00,2023-11-08 12:45:00,119.31,-0.209999999999994,-0.00175702811244975,119.51,119.295,119.51,43538.0,-0.00020951622779815564,0.2150000000000034,43538.0,119.40935999999999,48.11235276351568
2023-11-08 12:40:00,2023-11-08 12:40:00,119.52,0.129999999999995,0.00108886841444003,119.4,119.33,119.5265,38067.0,0.001758573496798123,0.19650000000000034,38067.0,119.41286,54.32065939909583
2023-11-08 12:35:00,2023-11-08 12:35:00,119.39,-0.159999999999997,-0.00133835215391047,119.54,119.31,119.54,39716.0,-0.0010882760272102666,0.23000000000000398,39716.0,119.41635999999998,52.23727946816695
2023-11-08 12:30:00,2023-11-08 12:30:00,119.55,0.0,0.0,119.54,119.47,119.6199,61693.0,0.0013392485470367828,0.14990000000000236,61693.0,119.42136,52.23727946816652
2023-11-08 12:25:00,2023-11-08 12:25:00,119.55,-0.00710000000000832,-5.93858499412274e-05,119.54,119.49,119.63,38066.0,0.0,0.14000000000000057,38066.0,119.42885999999999,53.60797690894784
2023-11-08 12:20:00,2023-11-08 12:20:00,119.5571,0.0409000000000077,0.000342213022167771,119.525,119.43,119.6414,49879.0,5.9387613350702224e-05,0.2113999999999976,49879.0,119.43610999999999,54.89843489843527
2023-11-08 12:15:00,2023-11-08 12:15:00,119.5162,-0.00379999999999825,-3.17938420347912e-05,119.5,119.45,119.6,31517.0,-0.0003421544806469256,0.14999999999999147,31517.0,119.44011,54.32318439435854
2023-11-08 12:10:00,2023-11-08 12:10:00,119.52,-0.200000000000003,-0.00167056465085201,119.705,119.3435,119.725,43950.0,3.1794347469756595e-05,0.3814999999999884,43950.0,119.45390499999999,53.98353472314403
2023-11-08 12:05:00,2023-11-08 12:05:00,119.72,-0.109999999999999,-0.000917967120086785,119.83,119.64,119.87,62736.0,0.0016719615999910287,0.23000000000000398,62736.0,119.472565,58.89574190487478
2023-11-08 12:00:00,2023-11-08 12:00:00,119.83,-0.170100000000005,-0.00141749881875103,120.005,119.79,120.04,43184.0,0.0009183887099269607,0.25,43184.0,119.498065,60.64615035203269
2023-11-08 11:55:00,2023-11-08 11:55:00,120.0001,-0.099899999999991,-0.000831806827643555,120.12,119.9689,120.1737,32567.0,0.0014185044206069136,0.20479999999999166,32567.0,119.528565,63.07011935208866
2023-11-08 11:50:00,2023-11-08 11:50:00,120.1,0.0,0.0,120.105,119.9999,120.255,55430.0,0.0008321529709056848,0.25509999999999877,55430.0,119.56731500000001,65.25010166734438
2023-11-08 11:45:00,2023-11-08 11:45:00,120.1,0.039999999999992,0.000333166749958288,120.06,119.9,120.2389,69967.0,0.0,0.3388999999999953,69967.0,119.60859500000001,71.02700309871605
2023-11-08 11:40:00,2023-11-08 11:40:00,120.06,-0.0499999999999972,-0.000416285072017294,120.0573,120.05,120.4,64398.0,-0.0003331112622408013,0.3500000000000085,64398.0,119.64596000000002,73.25647757105364
2023-11-08 11:35:00,2023-11-08 11:35:00,120.11,0.239999999999995,0.00200216901643443,119.89,119.8012,120.25,65539.0,0.0004163717427019182,0.44880000000000564,65539.0,119.66261999999999,73.02555836979056
2023-11-08 11:30:00,2023-11-08 11:30:00,119.87,0.0700000000000074,0.000584307178631113,119.81,119.7,119.91,36795.0,-0.002000167347390466,0.20999999999999375,36795.0,119.67511999999999,58.97406206577134
2023-11-08 11:25:00,2023-11-08 11:25:00,119.8,-0.217799999999997,-0.00181473081492909,120.01,119.72,120.06,136490.0,-0.0005841365376595789,0.3400000000000034,136490.0,119.70662,56.9941808415399
2023-11-08 11:20:00,2023-11-08 11:20:00,120.0178,0.187799999999996,0.00156722022865723,119.845,119.79,120.06,126977.0,0.0018163794337291942,0.269999999999996,126977.0,119.73037,67.3787465940056
2023-11-08 11:15:00,2023-11-08 11:15:00,119.83,0.209999999999994,0.00175555927102486,119.62,119.58,119.85,46841.0,-0.0015659934206529158,0.269999999999996,46841.0,119.74586500000001,60.97464145699986
2023-11-08 11:10:00,2023-11-08 11:10:00,119.62,-0.263799999999989,-0.00220046411608565,119.9406,119.62,119.97,62937.0,-0.001754020078014243,0.3499999999999943,62937.0,119.777645,56.55956545755881
2023-11-08 11:05:00,2023-11-08 11:05:00,119.8838,-0.146200000000007,-0.00121802882612686,120.03,119.8,120.1465,39940.0,0.002202888694700627,0.346500000000006,39940.0,119.803645,61.898639681486394
2023-11-08 11:00:00,2023-11-08 11:00:00,120.03,0.109899999999996,0.000916443531985014,119.93,119.878,120.2,80364.0,0.0012187712261417134,0.32200000000000273,80364.0,119.83014500000002,60.86308255942765
2023-11-08 10:55:00,2023-11-08 10:55:00,119.9201,-0.269899999999993,-0.00224561111573336,120.18,119.9,120.2552,158240.0,-0.000916023853999259,0.3551999999999964,158240.0,119.86214500000001,61.38873372577685
2023-11-08 10:50:00,2023-11-08 10:50:00,120.19,-0.116299999999995,-0.000966699167042752,120.3008,120.13,120.37,153866.0,0.0022481362814432784,0.2400000000000091,153866.0,119.90018500000001,63.12982110618758
2023-11-08 10:45:00,2023-11-08 10:45:00,120.3063,0.0162999999999869,0.000135505860836203,120.3,120.23,120.4234,54887.0,0.0009671667220301355,0.1933999999999969,54887.0,119.93818500000002,64.80908556882719
2023-11-08 10:40:00,2023-11-08 10:40:00,120.29,-0.25,-0.00207400033184005,120.52,120.23,120.9,38287.0,-0.00013549668074638703,0.6700000000000017,38287.0,119.98793500000002,64.29937175635102
2023-11-08 10:35:00,2023-11-08 10:35:00,120.54,-0.0468999999999937,-0.000388931135969112,120.59,120.4,120.68,73582.0,0.002076154048916834,0.28000000000000114,73582.0,120.042435,68.46814344469352
2023-11-08 10:30:00,2023-11-08 10:30:00,120.5869,-0.103099999999998,-0.000854254702129404,120.7,120.49,120.8733,40858.0,0.0003890067893000472,0.3833000000000055,40858.0,120.09218500000001,68.95093964261658
2023-11-08 10:25:00,2023-11-08 10:25:00,120.69,-0.150000000000006,-0.00124131082423043,120.81,120.6701,120.957,181114.0,0.0008546197856084011,0.2868999999999886,181114.0,120.141185,67.84400294334111
2023-11-08 10:20:00,2023-11-08 10:20:00,120.84,0.0649999999999977,0.000538190850755518,120.77,120.66,120.9,88954.0,0.0012420818886647658,0.2400000000000091,88954.0,120.17943500000001,68.31036983321297
2023-11-08 10:15:00,2023-11-08 10:15:00,120.775,-0.224999999999994,-0.00185950413223136,121.0,120.62,121.06,94967.0,-0.0005380460780008402,0.4399999999999977,94967.0,120.223435,64.60477213615331
2023-11-08 10:10:00,2023-11-08 10:10:00,121.0,0.254999999999995,0.00211188869104307,120.77,120.66,121.04,72609.0,0.0018612351562706864,0.38000000000000966,72609.0,120.25668499999999,66.19870410367218
2023-11-08 10:05:00,2023-11-08 10:05:00,120.745,-0.504999999999995,-0.00416494845360821,121.21,120.7172,121.2879,85870.0,-0.0021096617888832366,0.570699999999988,85870.0,120.314185,60.633036597428706
2023-11-08 10:00:00,2023-11-08 10:00:00,121.25,-0.370000000000005,-0.00304226278572607,121.585,121.05,121.61,95161.0,0.004173646009734728,0.5600000000000023,95161.0,120.39057,67.0097198399088
2023-11-08 09:55:00,2023-11-08 09:55:00,121.62,0.420000000000002,0.00346534653465348,121.185,121.11,121.68,168322.0,0.0030468998743711597,0.5700000000000074,168322.0,120.45532,69.77475117862792
2023-11-08 09:50:00,2023-11-08 09:50:00,121.2,-0.158000000000001,-0.0013019331234859,121.365,121.06,121.6,99969.0,-0.003459356056749621,0.539999999999992,99969.0,120.53307,66.63331665832936
2023-11-08 09:45:00,2023-11-08 09:45:00,121.358,-0.60199999999999,-0.00493604460478837,121.96,121.34,121.96,113370.0,0.0013027813747390669,0.6199999999999903,113370.0,120.63056999999999,69.06510034263374
2023-11-08 09:40:00,2023-11-08 09:40:00,121.96,0.562399999999997,0.00463271102558862,121.39,121.37,122.06,196273.0,0.004948267110100681,0.6899999999999977,196273.0,120.70782,71.72386022996766
2023-11-08 09:35:00,2023-11-08 09:35:00,121.3976,-0.0524000000000058,-0.00043145327295188,121.27,120.85,121.43,160615.0,-0.004622013047568279,0.5800000000000125,160615.0,120.79032000000002,66.17817040951144
2023-11-08 09:30:00,2023-11-08 09:30:00,121.45,0.409999999999997,0.00338730998017182,121.04,120.8,121.62,8101.0,0.0004315463756957873,0.8200000000000074,8101.0,120.84529,69.52124935995923
2023-11-07 16:00:00,2023-11-07 16:00:00,120.7,0.100000000000009,0.000829187396351646,120.62,120.59,120.81,659177.0,-8.284660954981092e-05,0.21999999999999886,659177.0,120.64646,47.80667192014709
2023-11-07 15:55:00,2023-11-07 15:55:00,120.6,-0.180000000000007,-0.00149031296572286,120.79,120.43,120.86,339402.0,-0.0008288438104008532,0.4299999999999926,339402.0,120.64260999999999,46.58305605323767
2023-11-07 15:50:00,2023-11-07 15:50:00,120.78,-0.0900000000000034,-0.000744601638123632,120.86,120.71,120.91,163798.0,0.00149142458667012,0.20000000000000284,163798.0,120.65410999999999,51.94805194805201
2023-11-07 15:45:00,2023-11-07 15:45:00,120.87,-0.0649999999999977,-0.000537478810931473,120.935,120.8,120.95,161399.0,0.0007448789916104024,0.15000000000000568,161399.0,120.66986,57.69177685151948
2023-11-07 15:40:00,2023-11-07 15:40:00,120.935,0.0375999999999976,0.000311007515463506,120.89,120.89,121.01,117667.0,0.000537623304444787,0.12000000000000455,117667.0,120.67836,59.77808599167811
2023-11-07 15:35:00,2023-11-07 15:35:00,120.8974,0.192400000000006,0.00159396876682827,120.71,120.705,120.91,83310.0,-0.00031095916265130895,0.2049999999999983,83310.0,120.67085999999999,58.82190112384424
2023-11-07 15:30:00,2023-11-07 15:30:00,120.705,-0.348200000000006,-0.00287642127593492,121.06,120.69,121.07,128296.0,-0.0015926997469531657,0.37999999999999545,128296.0,120.71336,55.99472990777331
2023-11-07 15:25:00,2023-11-07 15:25:00,121.0532,0.3232,0.00267704795825395,120.73,120.67,121.08,151102.0,0.0028805661257441965,0.4099999999999966,151102.0,120.71386,60.1283672080132
2023-11-07 15:20:00,2023-11-07 15:20:00,120.73,-0.140000000000001,-0.00115826921485894,120.87,120.69,120.8718,103706.0,-0.0026734710476539357,0.18179999999999552,103706.0,120.72436,45.71396969361796
2023-11-07 15:15:00,2023-11-07 15:15:00,120.87,0.319900000000004,0.00265366847476696,120.57,120.5426,120.87,89978.0,0.0011589405270695397,0.32740000000001146,89978.0,120.70536,52.48799906334153
2023-11-07 15:10:00,2023-11-07 15:10:00,120.5501,0.0601000000000056,0.000498796580629144,120.5,120.5,120.5838,49344.0,-0.0026501537132148085,0.08379999999999654,49344.0,120.68735999999998,45.66730978944724
2023-11-07 15:05:00,2023-11-07 15:05:00,120.49,-0.100000000000009,-0.000829256157227038,120.58,120.49,120.65,70822.0,-0.0004986722229658119,0.1600000000000108,70822.0,120.70635999999999,44.760644165012046
2023-11-07 15:00:00,2023-11-07 15:00:00,120.59,0.100000000000009,0.000829944393725691,120.49,120.445,120.59,48057.0,0.000829600180316123,0.14500000000001023,48057.0,120.69586,45.95294625512635
2023-11-07 14:55:00,2023-11-07 14:55:00,120.49,0.0300000000000011,0.000249045326249387,120.46,120.4,120.4901,43553.0,-0.0008296001803162066,0.09009999999999252,43553.0,120.69136,55.18403317781213
2023-11-07 14:50:00,2023-11-07 14:50:00,120.46,0.0299999999999869,0.000249107365274325,120.44,120.4,120.58,49046.0,-0.000249014319610095,0.1799999999999926,49046.0,120.70373500000001,48.166079812206455
2023-11-07 14:45:00,2023-11-07 14:45:00,120.43,-0.019999999999996,-0.000166044001660407,120.46,120.3566,120.53,37103.0,-0.00024907634318637215,0.1734000000000009,37103.0,120.69073500000002,44.840238495643035
2023-11-07 14:40:00,2023-11-07 14:40:00,120.45,-0.00999999999999091,-8.3015108749717e-05,120.47,120.44,120.58,45418.0,0.00016605778849189875,0.14000000000000057,45418.0,120.678235,48.97389591200139
2023-11-07 14:35:00,2023-11-07 14:35:00,120.46,0.284999999999997,0.00237154150197626,120.18,120.175,120.48,50056.0,8.301855469452639e-05,0.3050000000000068,50056.0,120.651235,50.0
2023-11-07 14:30:00,2023-11-07 14:30:00,120.175,-0.00500000000000966,-4.16042602763327e-05,120.18,120.0793,120.22,59056.0,-0.0023687338355506088,0.14069999999999538,59056.0,120.62474999999999,39.53847403916474
2023-11-07 14:25:00,2023-11-07 14:25:00,120.18,-0.011099999999999,-9.23529279622118e-05,120.19,120.135,120.28,78379.0,4.160512575765744e-05,0.14499999999999602,78379.0,120.59925000000001,39.1677567037283
2023-11-07 14:20:00,2023-11-07 14:20:00,120.1911,0.011099999999999,9.23614578132718e-05,120.17,120.13,120.21,47880.0,9.235719275638823e-05,0.0799999999999983,47880.0,120.57674999999999,39.60367722165495
2023-11-07 14:15:00,2023-11-07 14:15:00,120.18,0.0700000000000074,0.000582799100824306,120.115,120.1065,120.23,52669.0,-9.235719275640042e-05,0.12350000000000705,52669.0,120.543,41.09641312643129
2023-11-07 14:10:00,2023-11-07 14:10:00,120.11,-0.0499999999999972,-0.000416111850865489,120.16,120.01,120.17,58825.0,-0.0005826293393830317,0.1599999999999966,58825.0,120.508,35.10184114560184
2023-11-07 14:05:00,2023-11-07 14:05:00,120.16,0.0600000000000023,0.000499583680266464,120.1,120.07,120.1701,51472.0,0.0004161984494256658,0.10010000000001185,51472.0,120.46624999999999,33.92646925654256
2023-11-07 14:00:00,2023-11-07 14:00:00,120.1,-0.0400000000000063,-0.000332944897619496,120.13,120.0,120.18,41790.0,-0.0004994589298867915,0.18000000000000682,41790.0,120.42825,31.05373025957526
2023-11-07 13:55:00,2023-11-07 13:55:00,120.14,0.150000000000006,0.00125010417534799,119.98,119.97,120.17,48958.0,0.00033300033607760955,0.20000000000000284,48958.0,120.39175,32.83318223028121
2023-11-07 13:50:00,2023-11-07 13:50:00,119.99,-0.0650000000000119,-0.000541418516513364,120.055,119.97,120.18,45159.0,-0.0012493234457178694,0.21000000000000796,45159.0,120.34150000000002,33.47661305232036
2023-11-07 13:45:00,2023-11-07 13:45:00,120.055,-0.0149999999999864,-0.000124927125843144,120.066,120.0,120.13,37090.0,0.0005415651364426646,0.12999999999999545,37090.0,120.3083,23.457774941502407
2023-11-07 13:40:00,2023-11-07 13:40:00,120.07,0.0999999999999943,0.000833541718762977,119.9699,119.94,120.07,42545.0,0.00012493492988659342,0.12999999999999545,42545.0,120.263295,29.0103040325658
2023-11-07 13:35:00,2023-11-07 13:35:00,119.97,0.0600000000000023,0.000500375281461115,119.91,119.885,119.99,39886.0,-0.0008331945157898491,0.10499999999998977,39886.0,120.230295,20.630465996606333
2023-11-07 13:30:00,2023-11-07 13:30:00,119.91,-0.109999999999999,-0.000916513914347604,120.02,119.905,120.03,62870.0,-0.0005002501354948721,0.125,62870.0,120.206295,24.84476931541319
2023-11-07 13:25:00,2023-11-07 13:25:00,120.02,-0.0600000000000023,-0.000499666888740858,120.07,119.88,120.09,52667.0,0.0009169341700248854,0.21000000000000796,52667.0,120.18079500000002,32.226592043563926
2023-11-07 13:20:00,2023-11-07 13:20:00,120.08,0.0699999999999932,0.000583284726272754,120.0,119.98,120.08,44026.0,0.0004997917638397538,0.09999999999999432,44026.0,120.156295,30.112306972391053
2023-11-07 13:15:00,2023-11-07 13:15:00,120.01,0.0400000000000063,0.000333416687505262,119.98,119.9405,120.04,30320.0,-0.0005831146818564703,0.09950000000000614,30320.0,120.132295,30.833732630570424
2023-11-07 13:10:00,2023-11-07 13:10:00,119.97,0.230000000000004,0.00192082846166698,119.76,119.72,119.99,37147.0,-0.0003333611165133889,0.269999999999996,37147.0,120.09829499999998,30.589446997306382
2023-11-07 13:05:00,2023-11-07 13:05:00,119.74,0.0799999999999983,0.000668560922614059,119.64,119.58,119.96,46944.0,-0.001918986029630694,0.37999999999999545,46944.0,120.057295,26.405416495691185
2023-11-07 13:00:00,2023-11-07 13:00:00,119.66,0.11999999999999,0.00100384808432316,119.54,119.5,119.66,43611.0,-0.0006683375353202418,0.1599999999999966,43611.0,120.010795,24.05071606884772
2023-11-07 12:55:00,2023-11-07 12:55:00,119.54,-0.135299999999987,-0.00113055910451018,119.6737,119.49,119.6737,41066.0,-0.0010033445657775455,0.18370000000000175,41066.0,119.98548000000001,21.817179267247255
2023-11-07 12:50:00,2023-11-07 12:50:00,119.6753,0.0102999999999867,8.60736221951837e-05,119.68,119.55,119.76,41893.0,0.0011311986685432409,0.21000000000000796,41893.0,119.96047999999999,33.14671163575029
2023-11-07 12:45:00,2023-11-07 12:45:00,119.665,-0.0749999999999886,-0.000626357107065213,119.74,119.64,119.754,25549.0,-8.606991807353697e-05,0.11400000000000432,25549.0,119.93798,32.69256620513484
2023-11-07 12:40:00,2023-11-07 12:40:00,119.74,0.0300000000000011,0.00025060563027317,119.69,119.561,119.78,39692.0,0.000626553350627889,0.2189999999999941,39692.0,119.91398000000001,35.464329445124065
2023-11-07 12:35:00,2023-11-07 12:35:00,119.71,0.159999999999997,0.00133835215391047,119.54,119.39,119.72,49570.0,-0.00025057423392747265,0.3299999999999983,49570.0,119.88523,35.03756526168273
2023-11-07 12:30:00,2023-11-07 12:30:00,119.55,-0.0859000000000094,-0.00071801190111003,119.64,119.53,119.69,30996.0,-0.0013374573589447288,0.1599999999999966,30996.0,119.85923,33.138624593519936
2023-11-07 12:25:00,2023-11-07 12:25:00,119.6359,-0.0540999999999912,-0.00045200100258995,119.6771,119.569,119.73,48644.0,0.0007182697951097263,0.16100000000000136,48644.0,119.838085,34.553492484527
2023-11-07 12:20:00,2023-11-07 12:20:00,119.69,-0.100000000000009,-0.000834794223224046,119.79,119.6,119.8,49787.0,0.00045210318583560247,0.20000000000000284,49787.0,119.821085,37.87412752868786
2023-11-07 12:15:00,2023-11-07 12:15:00,119.79,0.0666000000000082,0.000556282230541467,119.71,119.6801,119.79,58300.0,0.000835142857960651,0.10990000000001032,58300.0,119.80758499999999,40.003427396321214
2023-11-07 12:10:00,2023-11-07 12:10:00,119.7234,-0.0169999999999959,-0.000141973803327832,119.78,119.65,119.83,158090.0,-0.0005561275629379735,0.1799999999999926,158090.0,119.79383499999999,42.004558541266725
2023-11-07 12:05:00,2023-11-07 12:05:00,119.7404,-0.249600000000001,-0.00208017334777899,119.98,119.62,119.9801,69603.0,0.00014198388256219657,0.36009999999998854,69603.0,119.789535,40.28532608695582
2023-11-07 12:00:00,2023-11-07 12:00:00,119.99,0.109999999999999,0.00091758425091758,119.88,119.82,120.09,51144.0,0.0020823399134335023,0.27000000000001023,51144.0,119.78504000000001,47.842269932031506
2023-11-07 11:55:00,2023-11-07 11:55:00,119.88,-0.0900000000000034,-0.00075018754688675,119.98,119.82,119.9964,81022.0,-0.0009171635278350364,0.176400000000001,81022.0,119.78854000000001,47.5855778517007
2023-11-07 11:50:00,2023-11-07 11:50:00,119.97,-0.448300000000003,-0.00372285607752313,120.42,119.86,120.45,52250.0,0.0007504690783741788,0.5900000000000034,52250.0,119.80854,51.58411659098118
2023-11-07 11:45:00,2023-11-07 11:45:00,120.4183,-0.0657999999999959,-0.000546130153273302,120.49,120.4,120.56,50369.0,0.0037298031535460095,0.1599999999999966,50369.0,119.82954,58.922091304153284
2023-11-07 11:40:00,2023-11-07 11:40:00,120.4841,-0.117400000000004,-0.00097345389568126,120.6,120.46,120.61,50095.0,0.0005462793366635946,0.15000000000000568,50095.0,119.85954,59.028553554671916
2023-11-07 11:35:00,2023-11-07 11:35:00,120.6015,-0.118499999999997,-0.000981610337972145,120.72,120.53,120.751,78912.0,0.0009739280096350715,0.22100000000000364,78912.0,119.89654,62.94140813022365
2023-11-07 11:30:00,2023-11-07 11:30:00,120.72,-0.019999999999996,-0.000165645188007255,120.75,120.6652,120.8,43439.0,0.0009820924329121128,0.13479999999999848,43439.0,119.94604000000001,65.86428631863969
