Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,MSFT_Log_Change,MSFT_High_Low_Spread,MSFT_Volume,MSFT_1hr_Moving_Average,MSFT_RSI
2023-11-08 16:00:00,2023-11-08 16:00:00,363.2,0.159999999999968,0.000440722785367916,363.03,362.76,363.34,879364.0,,0.5799999999999841,879364.0,,
2023-11-08 15:55:00,2023-11-08 15:55:00,363.04,0.716800000000035,0.00197834419656272,362.34,362.32,363.05,458902.0,-0.0004406256956065683,0.7300000000000182,458902.0,,
2023-11-08 15:50:00,2023-11-08 15:50:00,362.3232,-0.0948000000000206,-0.000261576411767684,362.4,362.25,362.56,271442.0,-0.0019763898508372243,0.3100000000000023,271442.0,,
2023-11-08 15:45:00,2023-11-08 15:45:00,362.418,0.567900000000009,0.0015694344149691,361.86,361.6659,362.56,290008.0,0.00026161062884441877,0.8940999999999804,290008.0,,
2023-11-08 15:40:00,2023-11-08 15:40:00,361.8501,0.330100000000016,0.000913089179021951,361.52,361.3803,361.9172,284422.0,-0.001568204139833583,0.5369000000000028,284422.0,,
2023-11-08 15:35:00,2023-11-08 15:35:00,361.52,-0.0298999999999978,-8.26995111877996e-05,361.55,361.3837,361.8,582958.0,-0.0009126725666810455,0.4163000000000352,582958.0,,
2023-11-08 15:30:00,2023-11-08 15:30:00,361.5499,-0.161000000000001,-0.000445106851908531,361.715,361.47,361.7712,218339.0,8.270293098084817e-05,0.30119999999999436,218339.0,,
2023-11-08 15:25:00,2023-11-08 15:25:00,361.7109,-0.179100000000005,-0.000494901765729933,361.8999,361.71,361.92,209824.0,0.0004452059413679789,0.21000000000003638,209824.0,,
2023-11-08 15:20:00,2023-11-08 15:20:00,361.89,-0.259299999999996,-0.000716003040734846,362.14,361.8171,362.26,213242.0,0.0004950242700289285,0.44290000000000873,213242.0,,
2023-11-08 15:15:00,2023-11-08 15:15:00,362.1493,0.0643000000000029,0.000177582611817675,362.09,361.97,362.3,194115.0,0.0007162594933332525,0.3299999999999841,194115.0,,
2023-11-08 15:10:00,2023-11-08 15:10:00,362.085,-0.0850000000000364,-0.000234696413286679,362.15,362.035,362.25,177441.0,-0.00017756684589212445,0.214999999999975,177441.0,,
2023-11-08 15:05:00,2023-11-08 15:05:00,362.17,0.199999999999989,0.000552531977788183,361.98,361.94,362.24,157014.0,0.00023472395879993297,0.30000000000001137,157014.0,,
2023-11-08 15:00:00,2023-11-08 15:00:00,361.97,-0.359999999999957,-0.00099356939806242,362.33,361.9,362.36,1270972.0,-0.0005523793881994727,0.4600000000000364,1270972.0,,
2023-11-08 14:55:00,2023-11-08 14:55:00,362.33,-0.150000000000034,-0.000413815934672352,362.47,362.14,362.5575,243190.0,0.0009940633153247178,0.4175000000000182,243190.0,,
2023-11-08 14:50:00,2023-11-08 14:50:00,362.48,-0.339999999999975,-0.000937103798026501,362.82,362.46,362.9,158750.0,0.0004139015801147123,0.4399999999999977,158750.0,,
2023-11-08 14:45:00,2023-11-08 14:45:00,362.82,-0.11990000000003,-0.000330357725893542,362.9158,362.63,362.98,129131.0,0.0009375431542937942,0.35000000000002274,129131.0,,
2023-11-08 14:40:00,2023-11-08 14:40:00,362.9399,0.159500000000037,0.000439659915475138,362.77,362.5,362.9547,260640.0,0.0003304123060280367,0.45470000000000255,260640.0,,
2023-11-08 14:35:00,2023-11-08 14:35:00,362.7804,-0.409600000000012,-0.00112778435529616,363.19,362.73,363.25,143643.0,-0.00043956329337406286,0.5199999999999818,143643.0,,
2023-11-08 14:30:00,2023-11-08 14:30:00,363.19,-0.0450000000000159,-0.000123886739989307,363.2322,363.07,363.25,93155.0,0.0011284207826189334,0.18000000000000682,93155.0,,
2023-11-08 14:25:00,2023-11-08 14:25:00,363.235,0.215000000000032,0.000592253870310263,363.0275,363.01,363.3,78393.0,0.00012389441458543425,0.29000000000002046,78393.0,362.37152000000003,50.39483777807887
2023-11-08 14:20:00,2023-11-08 14:20:00,363.02,-0.0839000000000283,-0.000231063340272656,363.11,362.95,363.22,74286.0,-0.0005920785572032592,0.27000000000003865,74286.0,362.37552,48.063349974177996
2023-11-08 14:15:00,2023-11-08 14:15:00,363.1039,-0.125599999999963,-0.000345786892309031,363.2201,363.06,363.26,82091.0,0.00023109003951913074,0.19999999999998863,82091.0,362.41952499999996,50.69895648749739
2023-11-08 14:10:00,2023-11-08 14:10:00,363.2295,0.224499999999978,0.00061844878169716,363.0,362.9711,363.33,130439.0,0.00034584669038186135,0.35890000000000555,130439.0,362.449525,61.385964471468526
2023-11-08 14:05:00,2023-11-08 14:05:00,363.005,0.180999999999983,0.000498864463210767,362.8393,362.62,363.1606,139141.0,-0.0006182576210606345,0.5405999999999835,139141.0,362.49849,57.14181428849489
2023-11-08 14:00:00,2023-11-08 14:00:00,362.824,-0.0860000000000127,-0.0002369733542752,362.91,362.61,362.93,100985.0,-0.0004987400717024246,0.3199999999999932,100985.0,362.56799,63.08055980874085
2023-11-08 13:55:00,2023-11-08 13:55:00,362.91,-0.0509999999999877,-0.000140510963987833,362.98,362.75,363.04,75078.0,0.00023700143689726254,0.29000000000002046,75078.0,362.63949,69.97930201805337
2023-11-08 13:50:00,2023-11-08 13:50:00,362.961,-0.144000000000005,-0.000396579501797016,363.0723,362.82,363.15,87745.0,0.00014052083657822696,0.3299999999999841,87745.0,362.707355,70.16029945423898
2023-11-08 13:45:00,2023-11-08 13:45:00,363.105,0.0699999999999932,0.000192818874213211,363.02,362.9675,363.16,98850.0,0.000396658160244637,0.1925000000000523,98850.0,362.76336,70.0146438108365
2023-11-08 13:40:00,2023-11-08 13:40:00,363.035,-0.0934999999999491,-0.000257484609442523,363.12,361.99,363.23,113280.0,-0.00019280028704338475,1.240000000000009,113280.0,362.81236,66.97000237135427
2023-11-08 13:35:00,2023-11-08 13:35:00,363.1285,0.188499999999976,0.00051936959277009,362.96,362.78,363.1788,146766.0,0.0002575177642960411,0.3988000000000511,146766.0,362.85586,65.26279693247686
2023-11-08 13:30:00,2023-11-08 13:30:00,362.94,0.160799999999995,0.000443244816681868,362.78,362.68,363.01,103895.0,-0.0005192347670640211,0.3299999999999841,103895.0,362.88736,62.830132052821426
2023-11-08 13:25:00,2023-11-08 13:25:00,362.7792,0.147400000000005,0.000406472901714645,362.63,362.35,362.9399,93846.0,-0.0004431466127160097,0.5899000000000001,93846.0,362.91985999999997,58.938317976407
2023-11-08 13:20:00,2023-11-08 13:20:00,362.6318,-0.173200000000008,-0.000477391436170969,362.8075,362.6,363.0,177101.0,-0.0004063903139837293,0.39999999999997726,177101.0,362.943735,59.86230329041454
2023-11-08 13:15:00,2023-11-08 13:15:00,362.805,0.0199999999999818,5.51290709372819e-05,362.775,362.55,362.8909,175518.0,0.0004775054237419152,0.34089999999997644,175518.0,362.958985,57.495896982704515
2023-11-08 13:10:00,2023-11-08 13:10:00,362.785,0.357000000000028,0.000985023232200679,362.42,362.389,362.85,161949.0,-5.512755138593442e-05,0.46100000000001273,161949.0,362.938985,55.01908899420764
2023-11-08 13:05:00,2023-11-08 13:05:00,362.428,0.168000000000006,0.000463755313862989,362.2666,362.09,362.75,143391.0,-0.000984538415161281,0.660000000000025,143391.0,362.906525,43.58512797015131
2023-11-08 13:00:00,2023-11-08 13:00:00,362.26,0.0,0.0,362.25,361.94,362.34,86647.0,-0.0004636478126022891,0.39999999999997726,86647.0,362.880525,39.04623811825306
2023-11-08 12:55:00,2023-11-08 12:55:00,362.26,-0.0250000000000341,-6.9006445202076e-05,362.27,362.115,362.3617,58539.0,0.0,0.24669999999997572,58539.0,362.834525,41.16168478260865
2023-11-08 12:50:00,2023-11-08 12:50:00,362.285,-0.104999999999961,-0.000289743094456142,362.36,362.2,362.49,92853.0,6.900882625637574e-05,0.29000000000002046,92853.0,362.790915,32.32007501758265
2023-11-08 12:45:00,2023-11-08 12:45:00,362.39,0.0500000000000114,0.000137991941270661,362.33,362.25,362.5188,89437.0,0.0002897850780963075,0.2687999999999988,89437.0,362.75604,33.87035198900415
2023-11-08 12:40:00,2023-11-08 12:40:00,362.34,0.349999999999966,0.000966877538053443,361.965,361.82,362.3499,98562.0,-0.0001379824212584886,0.5298999999999978,98562.0,362.69879000000003,36.1473272490215
2023-11-08 12:35:00,2023-11-08 12:35:00,361.99,-0.0999999999999659,-0.000276174431771012,362.09,361.7132,362.12,132837.0,-0.0009664104130442171,0.40680000000003247,132837.0,362.642285,29.527660356550925
2023-11-08 12:30:00,2023-11-08 12:30:00,362.09,-0.0200000000000387,-5.52318356301639e-05,362.1199,361.96,362.27,179415.0,0.0002762125749524114,0.3100000000000023,179415.0,362.59828000000005,28.85821366284347
2023-11-08 12:25:00,2023-11-08 12:25:00,362.11,0.125,0.000345318176167521,361.98,361.7823,362.13,124178.0,5.5233360964117156e-05,0.3476999999999748,124178.0,362.55531499999995,32.03099903629909
2023-11-08 12:20:00,2023-11-08 12:20:00,361.985,0.129999999999995,0.000359259924555403,361.84,361.56,362.0,148801.0,-0.00034525856756830483,0.4399999999999977,148801.0,362.50181499999997,32.76782780151116
2023-11-08 12:15:00,2023-11-08 12:15:00,361.855,0.394200000000012,0.0010905746902569,361.475,361.41,362.12,140394.0,-0.0003591954061607737,0.7099999999999795,140394.0,362.42656500000004,28.71610716591256
2023-11-08 12:10:00,2023-11-08 12:10:00,361.4608,-0.789100000000019,-0.00217833048401123,362.2338,361.29,362.63,239105.0,-0.0010899804456854895,1.339999999999975,239105.0,362.38464,23.415792458179
2023-11-08 12:05:00,2023-11-08 12:05:00,362.2499,-0.080099999999959,-0.000221069191068802,362.34,361.928,362.55,241288.0,0.002180706496981457,0.6220000000000141,241288.0,362.35064,37.66694551013923
2023-11-08 12:00:00,2023-11-08 12:00:00,362.33,-0.400000000000034,-0.00110274860088781,362.745,362.28,362.79,166816.0,0.00022109363046428763,0.5100000000000477,166816.0,362.33189000000004,39.86136677404426
2023-11-08 11:55:00,2023-11-08 11:55:00,362.73,0.129999999999995,0.000358521787093203,362.6125,354.0,362.9599,195591.0,0.0011033570754969855,8.959900000000005,195591.0,362.314515,44.733433774747496
2023-11-08 11:50:00,2023-11-08 11:50:00,362.6,0.0,0.0,362.58,354.0,362.79,143138.0,-0.00035845753351440693,8.79000000000002,143138.0,362.304515,45.435996563574236
2023-11-08 11:45:00,2023-11-08 11:45:00,362.6,0.400000000000034,0.0011043622308118,362.2,362.05,362.61,129949.0,0.0,0.5600000000000023,129949.0,362.28301500000003,47.48597081930444
