Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,NVDA_Log_Change,NVDA_High_Low_Spread,NVDA_Volume,NVDA_1hr_Moving_Average,NVDA_RSI
2023-11-08 16:00:00,2023-11-08 16:00:00,465.83,0.620000000000005,0.00133273145461191,465.2,465.1,466.06,687880.0,,0.9599999999999795,687880.0,,
2023-11-08 15:55:00,2023-11-08 15:55:00,465.21,0.18119999999999,0.000389653285990007,464.9409,464.7501,465.875,415104.0,-0.0013318441563128823,1.124900000000025,415104.0,,
2023-11-08 15:50:00,2023-11-08 15:50:00,465.0288,-1.10890000000001,-0.00237891078108466,466.1,464.92,466.28,389065.0,-0.0003895773908628903,1.3599999999999568,389065.0,,
2023-11-08 15:45:00,2023-11-08 15:45:00,466.1377,0.537699999999973,0.00115485395188998,465.64,465.49,466.1988,309380.0,0.002381744884949076,0.7087999999999965,309380.0,,
2023-11-08 15:40:00,2023-11-08 15:40:00,465.6,0.115000000000009,0.000247054147824332,465.49,465.1,465.7488,255893.0,-0.001154187621025445,0.6487999999999943,255893.0,,
2023-11-08 15:35:00,2023-11-08 15:35:00,465.485,-0.801999999999964,-0.0017199707476296,466.3,465.3,466.35,248996.0,-0.00024702363497383574,1.0500000000000114,248996.0,,
2023-11-08 15:30:00,2023-11-08 15:30:00,466.287,0.308199999999999,0.000661403480158323,465.95,465.8204,466.58,301076.0,0.001721451595569645,0.7595999999999776,301076.0,,
2023-11-08 15:25:00,2023-11-08 15:25:00,465.9788,0.618799999999965,0.00132972322503001,465.32,465.1,466.13,307829.0,-0.000661184849273336,1.0299999999999727,307829.0,,
2023-11-08 15:20:00,2023-11-08 15:20:00,465.36,0.0898000000000252,0.000193006128481956,465.251,464.9364,465.57,304179.0,-0.0013288399260444697,0.6336000000000013,304179.0,,
2023-11-08 15:15:00,2023-11-08 15:15:00,465.2702,0.260199999999998,0.00055955785897077,465.04,464.43,465.3426,391385.0,-0.00019298750519534017,0.9125999999999976,391385.0,,
2023-11-08 15:10:00,2023-11-08 15:10:00,465.01,-0.720000000000027,-0.00154596010564067,465.74,464.8,465.8,316925.0,-0.0005594013648476729,1.0,316925.0,,
2023-11-08 15:05:00,2023-11-08 15:05:00,465.73,0.0758999999999901,0.000162996524673551,465.67,465.46,466.25,295552.0,0.0015471563350055622,0.7900000000000205,295552.0,,
2023-11-08 15:00:00,2023-11-08 15:00:00,465.6541,-0.995899999999949,-0.00213414764813018,466.63,465.45,466.698,369004.0,-0.0001629832421833716,1.2479999999999905,369004.0,,
2023-11-08 14:55:00,2023-11-08 14:55:00,466.65,-0.314000000000021,-0.00067242870970786,466.86,466.02,466.9387,433478.0,0.002136428186470316,0.9187000000000012,433478.0,,
