Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,AMZN_Log_Change,AMZN_High_Low_Spread,AMZN_Volume,AMZN_1hr_Moving_Average,AMZN_RSI
2023-11-08 16:00:00,2023-11-08 16:00:00,142.13,0.039999999999992,0.000281511717925203,142.095,141.92,142.17,1382253.0,,0.25,1382253.0,,
2023-11-08 15:55:00,2023-11-08 15:55:00,142.09,0.0150000000000148,0.000105578039767832,142.07,142.01,142.27,775792.0,-0.0002814721009365157,0.2600000000000193,775792.0,,
2023-11-08 15:50:00,2023-11-08 15:50:00,142.075,0.125,0.000880591757661148,141.955,141.8671,142.09,508372.0,-0.00010557246679879885,0.22290000000000987,508372.0,,
2023-11-08 15:45:00,2023-11-08 15:45:00,141.95,0.211799999999982,0.00149430428776422,141.7385,141.7,141.98,508895.0,-0.000880204264204979,0.28000000000000114,508895.0,,
2023-11-08 15:40:00,2023-11-08 15:40:00,141.7382,0.0519000000000176,0.000366302176004438,141.6855,141.6621,141.8,365958.0,-0.00149318892610019,0.1379000000000019,365958.0,,
2023-11-08 15:35:00,2023-11-08 15:35:00,141.6863,-0.203699999999998,-0.00143561914158854,141.885,141.66,141.89,441604.0,-0.0003662351037410054,0.22999999999998977,441604.0,,
2023-11-08 15:30:00,2023-11-08 15:30:00,141.89,-0.0150000000000148,-0.000105704520630103,141.9,141.84,142.0,282791.0,0.0014366506300829986,0.1599999999999966,282791.0,,
2023-11-08 15:25:00,2023-11-08 15:25:00,141.905,-0.0500000000000114,-0.000352224296432048,141.95,141.86,141.98,264246.0,0.00010571010774675674,0.11999999999997613,264246.0,,
2023-11-08 15:20:00,2023-11-08 15:20:00,141.955,-0.0949999999999989,-0.000668778599084821,142.055,141.84,142.09,352955.0,0.0003522863419791639,0.25,352955.0,,
2023-11-08 15:15:00,2023-11-08 15:15:00,142.05,0.0726000000000226,0.000511348989346351,141.98,141.94,142.16,1173713.0,0.0006690023312490974,0.21999999999999886,1173713.0,,
2023-11-08 15:10:00,2023-11-08 15:10:00,141.9774,-0.111500000000007,-0.000784719988683188,142.085,141.92,142.13,345646.0,-0.0005112182950035744,0.21000000000000796,345646.0,,
2023-11-08 15:05:00,2023-11-08 15:05:00,142.0889,0.0888999999999953,0.000626056338028136,142.0,141.965,142.1,227640.0,0.0007850280425815168,0.1349999999999909,227640.0,,
2023-11-08 15:00:00,2023-11-08 15:00:00,142.0,-0.139999999999986,-0.000984944420993291,142.1266,141.9,142.16,377337.0,-0.0006258604465141276,0.2599999999999909,377337.0,,
2023-11-08 14:55:00,2023-11-08 14:55:00,142.14,-0.0867000000000075,-0.000609590182434153,142.19,142.06,142.23,257657.0,0.0009854297974882958,0.1699999999999875,257657.0,,
2023-11-08 14:50:00,2023-11-08 14:50:00,142.2267,-0.00830000000001974,-5.83541322460698e-05,142.24,142.19,142.27,216346.0,0.0006097760580719796,0.0800000000000125,216346.0,,
2023-11-08 14:45:00,2023-11-08 14:45:00,142.235,-0.0949999999999989,-0.000667462938242105,142.3249,142.16,142.36,256066.0,5.835583491474475e-05,0.20000000000001705,256066.0,,
2023-11-08 14:40:00,2023-11-08 14:40:00,142.33,0.0900000000000034,0.000632733408323983,142.24,142.2,142.362,205423.0,0.0006676857907983971,0.16200000000000614,205423.0,,
2023-11-08 14:35:00,2023-11-08 14:35:00,142.24,-0.251800000000003,-0.00176711923072067,142.495,142.19,142.51,314594.0,-0.0006325333169395626,0.3199999999999932,314594.0,,
2023-11-08 14:30:00,2023-11-08 14:30:00,142.4918,0.0518000000000143,0.000363661892726862,142.43,142.37,142.55,284434.0,0.0017686824277502694,0.18000000000000682,284434.0,,
2023-11-08 14:25:00,2023-11-08 14:25:00,142.44,0.0713000000000079,0.000500812327428767,142.365,142.35,142.48,254605.0,-0.00036359578376779435,0.12999999999999545,254605.0,142.090525,58.59201773835885
2023-11-08 14:20:00,2023-11-08 14:20:00,142.3687,0.0786999999999978,0.000553095790287426,142.2912,142.2703,142.41,274877.0,-0.0005006869627894448,0.13970000000000482,274877.0,142.10033500000003,56.364315042925995
2023-11-08 14:15:00,2023-11-08 14:15:00,142.29,-0.00880000000000791,-6.18417021085766e-05,142.3,142.21,142.34,272565.0,-0.0005529428891875577,0.12999999999999545,272565.0,142.11183499999999,55.22466039707362
2023-11-08 14:10:00,2023-11-08 14:10:00,142.2988,0.0138000000000034,9.69884386970051e-05,142.288,142.2691,142.43,288966.0,6.184361438541326e-05,0.16089999999999804,288966.0,142.128485,55.86539469546074
2023-11-08 14:05:00,2023-11-08 14:05:00,142.285,0.134999999999991,0.00094970102004918,142.145,142.06,142.29,309770.0,-9.69837356224516e-05,0.22999999999998977,309770.0,142.14881,59.32316598018451
2023-11-08 14:00:00,2023-11-08 14:00:00,142.15,0.0818000000000154,0.000575779801532049,142.07,142.04,142.16,190941.0,-0.0009492503393541157,0.12000000000000455,190941.0,142.168035,61.97232236306472
2023-11-08 13:55:00,2023-11-08 13:55:00,142.0682,-0.000600000000019918,-4.22330589137036e-06,142.06,141.99,142.11,152889.0,-0.0005756141039425666,0.12000000000000455,152889.0,142.176785,60.91329942275759
2023-11-08 13:50:00,2023-11-08 13:50:00,142.0688,-0.0161999999999978,-0.000114016257873792,142.09,141.97,142.14,230290.0,4.2233148096411825e-06,0.1699999999999875,230290.0,142.186285,55.78042156989556
2023-11-08 13:45:00,2023-11-08 13:45:00,142.085,0.0750000000000171,0.000528131821702817,142.0301,142.0091,142.12,220733.0,0.00011402275822134462,0.1109000000000151,220733.0,142.19029,55.814704742214566
2023-11-08 13:40:00,2023-11-08 13:40:00,142.01,-0.0300000000000011,-0.000211208110391447,142.04,141.91,142.15,376001.0,-0.0005279924091756118,0.2400000000000091,376001.0,142.18954000000002,51.74847405900224
2023-11-08 13:35:00,2023-11-08 13:35:00,142.04,0.159999999999997,0.00112771356075554,141.885,141.85,142.04,349621.0,0.00021123041796544518,0.18999999999999773,349621.0,142.18479000000002,49.66839103329292
2023-11-08 13:30:00,2023-11-08 13:30:00,141.88,-0.00499999999999545,-3.52398068858262e-05,141.885,141.78,141.93,245483.0,-0.0011270781694660496,0.15000000000000568,245483.0,142.17479,46.94709127382184
2023-11-08 13:25:00,2023-11-08 13:25:00,141.885,0.0199999999999818,0.000140979099848319,141.87,141.78,141.98,688674.0,3.5240427822444715e-05,0.19999999999998863,688674.0,142.16829,43.151743131591545
2023-11-08 13:20:00,2023-11-08 13:20:00,141.865,0.0200000000000102,0.000140998977757483,141.84,141.76,141.955,509258.0,-0.00014096916322892374,0.1950000000000216,509258.0,142.15396,45.245809268911664
2023-11-08 13:15:00,2023-11-08 13:15:00,141.845,0.104899999999986,0.000740086961981729,141.745,141.65,141.86,331949.0,-0.00014098903833594675,0.21000000000000796,331949.0,142.13171,38.6521003231279
2023-11-08 13:10:00,2023-11-08 13:10:00,141.7401,0.290100000000024,0.00205090137857917,141.45,141.4127,141.78,461497.0,-0.0007398132326733952,0.3673000000000002,461497.0,142.09221000000002,31.54021244309726
2023-11-08 13:05:00,2023-11-08 13:05:00,141.45,0.0798999999999808,0.00056518316107848,141.37,141.21,141.54,457154.0,-0.002048801151429075,0.3299999999999841,457154.0,142.044465,25.465683210401636
2023-11-08 13:00:00,2023-11-08 13:00:00,141.3701,-0.0748999999999853,-0.000529534448018561,141.44,141.26,141.44,458654.0,-0.0005650235052293662,0.18000000000000682,458654.0,142.004465,19.71351044361799
2023-11-08 12:55:00,2023-11-08 12:55:00,141.445,-0.0450000000000159,-0.000318043677998558,141.48,141.34,141.5182,239570.0,0.0005296747008991099,0.1782000000000039,239570.0,141.95371500000002,24.675076452599484
2023-11-08 12:50:00,2023-11-08 12:50:00,141.49,-0.0349999999999966,-0.000247306129659047,141.5299,141.46,141.57,141503.0,0.0003180942646153329,0.10999999999998522,141503.0,141.90871,13.244790137952506
2023-11-08 12:45:00,2023-11-08 12:45:00,141.525,0.0249000000000024,0.00017597160708722,141.5099,141.43,141.57,223925.0,0.00024733671486253117,0.13999999999998636,223925.0,141.865955,16.0104011887084
2023-11-08 12:40:00,2023-11-08 12:40:00,141.5001,0.0901000000000067,0.000637154373806709,141.4,141.33,141.54,270317.0,-0.0001759561259001379,0.20999999999997954,270317.0,141.821395,16.582025238536133
2023-11-08 12:35:00,2023-11-08 12:35:00,141.41,-0.119900000000001,-0.000847170809843017,141.52,141.36,141.5355,305386.0,-0.000636951477138462,0.17549999999999955,305386.0,141.782395,16.437833714722657
