Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,TXN_Log_Change,TXN_High_Low_Spread,TXN_Volume,TXN_1hr_Moving_Average,TXN_RSI,TXN_Volatility
2022-11-21 09:30:00,2022-11-21 09:30:00,173.88,-0.840000000000003,-0.00480769230769233,174.71,173.88,174.72,820.0,-0.004819286435948883,0.8400000000000034,820.0,,,0.0014881278150056109
2022-11-21 09:35:00,2022-11-21 09:35:00,173.83,-0.0499999999999829,-0.000287554635380624,174.62,173.82,174.73,87690.0,-0.0002875959871422751,0.9099999999999966,87690.0,,,0.0014881278150056109
2022-11-21 09:40:00,2022-11-21 09:40:00,173.48,-0.350000000000023,-0.00201346142783192,173.93,173.175,174.42,65481.0,-0.0020154911662835827,1.2449999999999761,65481.0,,,0.0014881278150056109
2022-11-21 09:45:00,2022-11-21 09:45:00,173.03,-0.449999999999989,-0.00259395895780487,173.45,173.01,173.88,51461.0,-0.00259732909860845,0.8700000000000045,51461.0,,,0.0014881278150056109
2022-11-21 09:50:00,2022-11-21 09:50:00,173.76,0.72999999999999,0.00421892157429342,173.045,173.04,173.77,33038.0,0.004210046877013519,0.7300000000000182,33038.0,,,0.0014881278150056109
2022-11-21 09:55:00,2022-11-21 09:55:00,173.2831,-0.476900000000001,-0.00274459023941068,173.71,173.1801,173.76,36156.0,-0.002748363532879458,0.5798999999999808,36156.0,,,0.0014881278150056109
2022-11-21 10:00:00,2022-11-21 10:00:00,173.47,0.186900000000009,0.0010785818120752,173.32,173.07,173.55,60746.0,0.0010780005606263765,0.4800000000000182,60746.0,,,0.0014881278150056109
2022-11-21 10:05:00,2022-11-21 10:05:00,173.31,-0.159999999999997,-0.000922349685824619,173.51,173.19,173.8,121410.0,-0.0009227753120336716,0.6100000000000136,121410.0,,,0.0014881278150056109
2022-11-21 10:10:00,2022-11-21 10:10:00,173.135,-0.175000000000011,-0.00100975131267677,173.27,172.93,173.315,49808.0,-0.001010261454973651,0.3849999999999909,49808.0,,,0.0014881278150056109
2022-11-21 10:15:00,2022-11-21 10:15:00,173.56,0.425000000000011,0.00245473185664373,173.12,173.03,173.73,39872.0,0.0024517239238397042,0.6999999999999886,39872.0,,,0.0014881278150056109
2022-11-21 10:20:00,2022-11-21 10:20:00,173.895,0.335000000000008,0.00193016824153035,173.55,173.5,173.98,51791.0,0.0019283078603244347,0.47999999999998977,51791.0,,,0.0014881278150056109
2022-11-21 10:25:00,2022-11-21 10:25:00,173.85,-0.0450000000000159,-0.000258776848098082,173.92,173.5,174.0,56529.0,-0.0002588103366040994,0.5,56529.0,,,0.0014881278150056109
2022-11-21 10:30:00,2022-11-21 10:30:00,173.82,-0.0300000000000011,-0.000172562553925805,173.8,173.69,174.12,55358.0,-0.0001725774445564137,0.4300000000000068,55358.0,,,0.0014881278150056109
2022-11-21 10:35:00,2022-11-21 10:35:00,173.68,-0.139999999999986,-0.000805430905534383,173.78,173.5,173.99,80996.0,-0.0008057554392775884,0.4900000000000091,80996.0,,46.871211232351754,0.0014881278150056109
2022-11-21 10:40:00,2022-11-21 10:40:00,173.275,-0.405000000000001,-0.00233187471211424,173.68,173.26,173.89,52753.0,-0.002334597765988047,0.6299999999999955,52753.0,,43.43154308907742,0.0014881278150056109
2022-11-21 10:45:00,2022-11-21 10:45:00,173.32,0.0449999999999875,0.000259702784590896,173.27,173.15,173.5486,59431.0,0.0002596690676602748,0.39859999999998763,59431.0,,43.88906862216466,0.0014881278150056109
2022-11-21 10:50:00,2022-11-21 10:50:00,173.14,-0.180000000000007,-0.0010385414262636,173.27,172.92,173.35,43840.0,-0.0010390810840809708,0.4300000000000068,43840.0,,42.51366691040766,0.0014881278150056109
2022-11-21 10:55:00,2022-11-21 10:55:00,172.955,-0.184999999999974,-0.00106849948018929,173.118,172.84,173.31,42996.0,-0.0010690707327171332,0.46999999999999886,42996.0,173.646515,41.18708676292008,0.0014881278150056109
2022-11-21 11:00:00,2022-11-21 11:00:00,173.2348,0.279799999999995,0.00161776184556673,172.94,172.89,173.294,47223.0,0.0016164546784724874,0.4040000000000248,47223.0,173.60265,43.83758013078638,0.0014881278150056109
2022-11-21 11:05:00,2022-11-21 11:05:00,172.97,-0.264800000000008,-0.00152856123596418,173.23,172.8,173.2334,100305.0,-0.00152973067755092,0.4333999999999776,100305.0,173.56215,34.791601487815896,0.0014881278150056109
2022-11-21 11:10:00,2022-11-21 11:10:00,173.195,0.224999999999994,0.00130080360756197,172.95,172.95,173.38,66290.0,0.0012999582955264054,0.4300000000000068,66290.0,173.47415,43.33450101198813,0.0014881278150056109
2022-11-21 11:15:00,2022-11-21 11:15:00,173.56,0.365000000000009,0.00210745113888974,173.18,172.96,173.86,54967.0,0.002105233578791409,0.9000000000000057,54967.0,173.40214999999998,47.52448014082949,0.0014881278150056109
2022-11-21 11:20:00,2022-11-21 11:20:00,173.49,-0.0699999999999932,-0.000403318737036144,173.585,173.4717,173.67,15438.0,-0.00040340009191332867,0.19829999999998904,15438.0,173.3849,50.096648239069275,0.0014881278150056109
2022-11-21 11:25:00,2022-11-21 11:25:00,173.54,0.0499999999999829,0.00028820104905172,173.5,173.24,173.6,47325.0,0.00028815952710694497,0.3599999999999852,47325.0,173.38739999999999,55.34210416055634,0.0014881278150056109
2022-11-21 11:30:00,2022-11-21 11:30:00,173.4,-0.139999999999986,-0.000806730436786829,173.55,173.37,173.68,35807.0,-0.0008070560189020708,0.3100000000000023,35807.0,173.41265,45.69727972462606,0.0014881278150056109
2022-11-21 11:35:00,2022-11-21 11:35:00,173.17,-0.230000000000018,-0.00132641291810852,173.38,173.13,173.54,19217.0,-0.0013272933823821062,0.4099999999999966,19217.0,173.39615,48.56344468436424,0.0014881278150056109
2022-11-21 11:40:00,2022-11-21 11:40:00,173.2601,0.0901000000000067,0.000520297973090066,173.18,173.1,173.3,22961.0,0.0005201626650312932,0.20000000000001705,22961.0,173.38915,47.266713545329,0.0014881278150056109
2022-11-21 11:45:00,2022-11-21 11:45:00,173.075,-0.185100000000006,-0.0010683359873393,173.29,172.95,173.39,16907.0,-0.0010689070650017187,0.4399999999999977,16907.0,173.37815,46.95973918443369,0.0014881278150056109
2022-11-21 11:50:00,2022-11-21 11:50:00,173.115,0.0400000000000205,0.000231113679040996,173.05,172.88,173.195,19697.0,0.00023108697638877257,0.3149999999999977,19697.0,173.36715,49.73188910933586,0.0014881278150056109
2022-11-21 11:55:00,2022-11-21 11:55:00,173.16,0.0449999999999875,0.00025994281258116,173.1,173.1,173.3,20527.0,0.0002599090333018807,0.20000000000001705,20527.0,173.36615,44.02949429816695,0.0014881278150056109
2022-11-21 12:00:00,2022-11-21 12:00:00,172.79,-0.370000000000005,-0.00213675213675216,173.165,172.57,173.21,32481.0,-0.0021390382487494184,0.6400000000000148,32481.0,173.3469,33.677026707633786,0.0014881278150056109
2022-11-21 12:05:00,2022-11-21 12:05:00,172.95,0.159999999999997,0.000925979512703262,172.79,172.79,173.2,22888.0,0.0009255510581472891,0.4099999999999966,22888.0,173.2904,37.14212240699448,0.0014881278150056109
2022-11-21 12:10:00,2022-11-21 12:10:00,173.0131,0.0631000000000199,0.000364845331020641,172.945,172.81,173.14,23216.0,0.0003647787911467793,0.3299999999999841,23216.0,173.24765,38.58020323247207,0.0014881278150056109
2022-11-21 12:15:00,2022-11-21 12:15:00,172.92,-0.0931000000000211,-0.000538109541994341,173.03,172.84,173.16,20379.0,-0.0005382543748935249,0.3199999999999932,20379.0,173.21015,39.09925415949491,0.0014881278150056109
2022-11-21 12:20:00,2022-11-21 12:20:00,172.88,-0.039999999999992,-0.000231320842007819,172.94,172.78,173.03,19299.0,-0.00023134760080046243,0.25,19299.0,173.17315,43.67190003204087,0.0014881278150056109
2022-11-21 12:25:00,2022-11-21 12:25:00,172.78,-0.0999999999999943,-0.000578435909301217,172.885,172.7,172.885,16179.0,-0.0005786032678923538,0.18500000000000227,16179.0,173.1539,41.498740554156335,0.0014881278150056109
2022-11-21 12:30:00,2022-11-21 12:30:00,172.65,-0.129999999999995,-0.00075240189836784,172.7795,172.61,172.84,18854.0,-0.0007526850947367948,0.22999999999998977,18854.0,173.129375,42.16250799744113,0.0014881278150056109
2022-11-21 12:35:00,2022-11-21 12:35:00,172.79,0.139999999999986,0.000810889081957639,172.62,172.58,172.83,19988.0,0.0008105604890289169,0.25,19988.0,173.104475,47.32229795520904,0.0014881278150056109
2022-11-21 12:40:00,2022-11-21 12:40:00,172.835,0.0450000000000159,0.00026043173794789,172.77,172.68,173.07,24572.0,0.00026039783148967143,0.38999999999998636,24572.0,173.095975,42.976600379453416,0.0014881278150056109
2022-11-21 12:45:00,2022-11-21 12:45:00,172.7726,-0.0623999999999967,-0.000361037984204569,172.83,172.7,172.88,22131.0,-0.0003611031741087944,0.18000000000000682,22131.0,173.075975,46.2667372721086,0.0014881278150056109
2022-11-21 12:50:00,2022-11-21 12:50:00,172.735,-0.0375999999999976,-0.000217627100593483,172.79,172.67,172.9509,20603.0,-0.00021765078480721255,0.2809000000000026,20603.0,173.067975,40.63670411985072,0.0014881278150056109
2022-11-21 12:55:00,2022-11-21 12:55:00,172.81,0.0749999999999886,0.000434191101976951,172.7381,172.61,172.85,25556.0,0.0004340968682964008,0.23999999999998067,25556.0,173.04588,32.690177252585016,0.0014881278150056109
2022-11-21 13:00:00,2022-11-21 13:00:00,172.94,0.129999999999995,0.000752271280597161,172.81,172.78,172.99,34017.0,0.0007519884663838299,0.21000000000000796,34017.0,173.00713000000002,37.64822134387333,0.0014881278150056109
2022-11-21 13:05:00,2022-11-21 13:05:00,173.11,0.170000000000016,0.000982999884353047,172.94,172.94,173.23,28217.0,0.0009825170563541503,0.28999999999999204,28217.0,172.97913,40.8370269348796,0.0014881278150056109
2022-11-21 13:10:00,2022-11-21 13:10:00,173.39,0.279999999999973,0.00161746866154452,173.08,173.015,173.49,43318.0,0.0016161619679431116,0.47500000000002274,43318.0,172.95562999999999,49.798906048905664,0.0014881278150056109
2022-11-21 13:15:00,2022-11-21 13:15:00,173.76,0.370000000000005,0.00213391775765618,173.43,173.37,173.8,36188.0,0.0021316441889892277,0.4300000000000068,36188.0,172.95813,61.23210478221138,0.0014881278150056109
2022-11-21 13:20:00,2022-11-21 13:20:00,173.7,-0.0600000000000023,-0.000345303867403328,173.735,173.59,173.85,35786.0,-0.00034536349851133107,0.2599999999999909,35786.0,172.98588,58.47167122443462,0.0014881278150056109
2022-11-21 13:25:00,2022-11-21 13:25:00,173.4501,-0.249899999999997,-0.00143868739205525,173.7,173.38,173.75,26145.0,-0.0014397232964421759,0.37000000000000455,26145.0,173.00638,57.04783736049007,0.0014881278150056109
2022-11-21 13:30:00,2022-11-21 13:30:00,173.46,0.00990000000001601,5.70769345190116e-05,173.475,173.27,173.53,27733.0,5.707530569270306e-05,0.2599999999999909,27733.0,173.02763,56.556442417331795,0.0014881278150056109
2022-11-21 13:35:00,2022-11-21 13:35:00,173.625,0.164999999999992,0.000951227948806595,173.46,173.4101,173.68,60261.0,0.0009507758181981456,0.2699000000000069,60261.0,173.04563000000002,58.45147219193025,0.0014881278150056109
2022-11-21 13:40:00,2022-11-21 13:40:00,173.905,0.280000000000001,0.0016126709863211,173.625,173.53,173.94,21092.0,0.0016113720288059388,0.4099999999999966,21092.0,173.06863,70.95077038707268,0.0014881278150056109
2022-11-21 13:45:00,2022-11-21 13:45:00,173.73,-0.175000000000011,-0.0010062965412151,173.92,166.39,173.94,26836.0,-0.0010068031975056881,7.550000000000011,26836.0,173.12513,64.57399103139007,0.0014881278150056109
