Local Date,Local Time,Close,Net,%Chg,Open,Low,High,ARCA_TECH_Log_Change,ARCA_TECH_1hr_Moving_Average
2022-11-21 09:35:00,2022-11-21 09:35:00,4597.05,,,4624.78,4597.05,4624.78,,
2022-11-21 09:40:00,2022-11-21 09:40:00,4597.5,0.449999999999818,9.78888635102551e-05,4597.42,4593.27,4601.83,9.788407270820664e-05,
2022-11-21 09:45:00,2022-11-21 09:45:00,4598.91,1.40999999999985,0.000306688417618239,4597.67,4597.67,4604.33,0.00030664139833867776,
2022-11-21 09:50:00,2022-11-21 09:50:00,4611.72,12.8100000000004,0.00278544263749462,4597.0,4596.77,4612.52,0.0027815704809313955,
2022-11-21 09:55:00,2022-11-21 09:55:00,4613.12,1.39999999999964,0.000303574371384133,4612.02,4611.81,4615.97,0.00030352830200811243,
2022-11-21 10:00:00,2022-11-21 10:00:00,4605.4,-7.72000000000025,-0.00167348779134301,4613.91,4604.98,4613.91,-0.001674889636235419,
2022-11-21 10:05:00,2022-11-21 10:05:00,4599.71,-5.6899999999996,-0.00123550614496018,4605.69,4599.71,4609.63,-0.0012362700119169707,
2022-11-21 10:10:00,2022-11-21 10:10:00,4597.58,-2.13000000000011,-0.000463072671972822,4599.85,4594.01,4599.85,-0.00046317992323400246,
2022-11-21 10:15:00,2022-11-21 10:15:00,4599.46,1.88000000000011,0.00040891077479894,4597.58,4597.45,4602.07,0.0004088271935720695,
2022-11-21 10:20:00,2022-11-21 10:20:00,4600.63,1.17000000000007,0.000254377687815542,4599.16,4596.97,4601.3,0.00025434533929712567,
2022-11-21 10:25:00,2022-11-21 10:25:00,4593.9,-6.73000000000047,-0.00146284313235372,4600.42,4588.07,4600.42,-0.0014639141319656543,
2022-11-21 10:30:00,2022-11-21 10:30:00,4595.5,1.60000000000036,0.000348287947060311,4593.56,4593.0,4596.23,0.00034822730889246374,
2022-11-21 10:35:00,2022-11-21 10:35:00,4592.61,-2.89000000000033,-0.0006288760744207,4594.94,4592.61,4596.68,-0.0006290738999220682,
2022-11-21 10:40:00,2022-11-21 10:40:00,4594.59,1.98000000000047,0.000431127398146255,4591.91,4591.91,4597.37,0.0004310344894323109,
2022-11-21 10:45:00,2022-11-21 10:45:00,4589.4,-5.19000000000051,-0.00112958936488359,4594.19,4587.9,4594.49,-0.0011302278317991503,
2022-11-21 10:50:00,2022-11-21 10:50:00,4587.35,-2.04999999999927,-0.000446681483418153,4588.9,4583.91,4588.9,-0.00044678127530991293,
2022-11-21 10:55:00,2022-11-21 10:55:00,4589.81,2.46000000000004,0.000536257316315528,4587.4,4586.75,4591.36,0.0005361135817443219,
2022-11-21 11:00:00,2022-11-21 11:00:00,4594.72,4.90999999999985,0.00106976105764723,4590.73,4590.73,4595.74,0.0010691892710341406,
2022-11-21 11:05:00,2022-11-21 11:05:00,4594.18,-0.539999999999964,-0.00011752620399066,4594.32,4591.92,4594.68,-0.0001175331107361032,
2022-11-21 11:10:00,2022-11-21 11:10:00,4595.99,1.80999999999949,0.000393976727076321,4593.78,4593.78,4596.6,0.0003938991386237058,4597.4565
2022-11-21 11:15:00,2022-11-21 11:15:00,4598.16,2.17000000000007,0.000472150722695235,4594.93,4592.53,4598.16,0.00047203929461529,4597.512
2022-11-21 11:20:00,2022-11-21 11:20:00,4598.64,0.480000000000473,0.000104389581919827,4596.19,4596.19,4599.34,0.00010438413370646496,4597.569
2022-11-21 11:25:00,2022-11-21 11:25:00,4602.0,3.35999999999967,0.000730650801106343,4596.68,4596.51,4602.0,0.0007303840057579047,4597.7235
2022-11-21 11:30:00,2022-11-21 11:30:00,4594.49,-7.51000000000022,-0.0016318991742721,4601.38,4594.49,4602.41,-0.0016332321721390514,4596.861999999999
2022-11-21 11:35:00,2022-11-21 11:35:00,4591.03,-3.46000000000004,-0.000753075967082317,4594.0,4590.84,4595.85,-0.0007533596712311866,4595.7575
2022-11-21 11:40:00,2022-11-21 11:40:00,4593.36,2.32999999999993,0.00050751138633377,4591.24,4591.24,4595.57,0.0005073826459864161,4595.1555
2022-11-21 11:45:00,2022-11-21 11:45:00,4592.29,-1.06999999999971,-0.000232944946618534,4593.29,4592.29,4596.51,-0.00023297208250678988,4594.7845
2022-11-21 11:50:00,2022-11-21 11:50:00,4595.92,3.63000000000011,0.000790455306611758,4592.59,4591.92,4596.12,0.0007901430613490552,4594.7015
2022-11-21 11:55:00,2022-11-21 11:55:00,4599.16,3.23999999999978,0.000704973106581442,4596.12,4595.26,4599.61,0.0007047247297666455,4594.6865
2022-11-21 12:00:00,2022-11-21 12:00:00,4585.62,-13.54,-0.00294401586376642,4598.12,4583.42,4598.12,-0.0029483580027810357,4593.936
2022-11-21 12:05:00,2022-11-21 12:05:00,4592.49,6.86999999999989,0.001498161644445,4585.74,4585.74,4593.9,0.0014970405198993396,4593.8655
2022-11-21 12:10:00,2022-11-21 12:10:00,4593.0,0.510000000000218,0.000111050867829918,4591.97,4591.06,4594.18,0.00011104470213876358,4593.7405
2022-11-21 12:15:00,2022-11-21 12:15:00,4592.97,-0.0299999999997453,-6.5316786413554e-06,4592.83,4592.29,4595.58,-6.531699972902967e-06,4593.7585
2022-11-21 12:20:00,2022-11-21 12:20:00,4590.35,-2.61999999999989,-0.000570436993927653,4592.97,4590.35,4593.01,-0.0005705997550092618,4593.5465
2022-11-21 12:25:00,2022-11-21 12:25:00,4590.15,-0.200000000000728,-4.35696624441987e-05,4591.68,4588.7,4591.68,-4.357061162954497e-05,4593.584
2022-11-21 12:30:00,2022-11-21 12:30:00,4587.91,-2.23999999999978,-0.000488001481433021,4589.77,4587.83,4591.71,-0.000488120592908588,4593.612
2022-11-21 12:35:00,2022-11-21 12:35:00,4594.17,6.26000000000022,0.00136445571077031,4588.36,4587.52,4594.17,0.001363525686965119,4593.83
2022-11-21 12:40:00,2022-11-21 12:40:00,4593.83,-0.340000000000146,-7.40068391026335e-05,4594.11,4593.54,4598.16,-7.400957774387266e-05,4593.7855
2022-11-21 12:45:00,2022-11-21 12:45:00,4595.12,1.28999999999996,0.000280811436208994,4593.77,4593.31,4595.27,0.00028077201605717717,4593.8324999999995
2022-11-21 12:50:00,2022-11-21 12:50:00,4592.71,-2.40999999999985,-0.00052446943714198,4594.96,4592.71,4596.91,-0.0005246070193444747,4593.6685
2022-11-21 12:55:00,2022-11-21 12:55:00,4590.51,-2.19999999999982,-0.00047902001214965,4592.38,4588.75,4592.38,-0.0004791347788874707,4593.286
2022-11-21 13:00:00,2022-11-21 13:00:00,4586.68,-3.82999999999993,-0.000834329954623762,4589.86,4585.55,4589.86,-0.0008346782015757098,4592.688
2022-11-21 13:05:00,2022-11-21 13:05:00,4591.04,4.35999999999967,0.000950578632038789,4586.77,4586.75,4591.06,0.0009501271182811222,4592.14
2022-11-21 13:10:00,2022-11-21 13:10:00,4594.72,3.68000000000029,0.000801561302014422,4591.01,4590.69,4594.72,0.0008012402233187473,4592.1515
2022-11-21 13:15:00,2022-11-21 13:15:00,4603.3,8.57999999999993,0.00186736079674059,4594.12,4594.12,4603.61,0.0018656194460509464,4592.765
2022-11-21 13:20:00,2022-11-21 13:20:00,4602.67,-0.630000000000109,-0.000136858340755569,4602.68,4601.14,4603.88,-0.00013686770671287438,4593.2305
2022-11-21 13:25:00,2022-11-21 13:25:00,4602.05,-0.619999999999891,-0.000134704421563982,4602.63,4600.76,4603.79,-0.00013471349501936253,4593.7185
2022-11-21 13:30:00,2022-11-21 13:30:00,4601.89,-0.159999999999854,-3.47671146553937e-05,4602.09,4600.56,4603.83,-3.4767719045582286e-05,4594.017
2022-11-21 13:35:00,2022-11-21 13:35:00,4601.64,-0.25,-5.43255053901766e-05,4601.63,4600.08,4602.56,-5.432698107390891e-05,4594.1410000000005
2022-11-21 13:40:00,2022-11-21 13:40:00,4609.59,7.94999999999982,0.00172764492659135,4601.59,4601.59,4610.12,0.0017261542647377267,4595.3395
2022-11-21 13:45:00,2022-11-21 13:45:00,4608.06,-1.52999999999975,-0.000331916721443717,4609.91,4605.87,4609.98,-0.0003319718179906935,4596.118
2022-11-21 13:50:00,2022-11-21 13:50:00,4605.14,-2.92000000000007,-0.000633672304614105,4608.2,4604.34,4608.36,-0.0006338731597642826,4596.725
2022-11-21 13:55:00,2022-11-21 13:55:00,4604.36,-0.780000000000655,-0.000169375958168624,4604.7,4604.36,4606.34,-0.00016939030389607817,4597.294500000001
2022-11-21 14:00:00,2022-11-21 14:00:00,4601.55,-2.80999999999949,-0.000610291115377488,4603.91,4601.55,4604.52,-0.0006104774188036314,4597.8544999999995
2022-11-21 14:05:00,2022-11-21 14:05:00,4604.06,2.51000000000022,0.000545468374786804,4601.65,4601.58,4604.8,0.0005453196609894624,4598.55
