Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume,AAPL_Log_Change,AAPL_High_Low_Spread,AAPL_Volume,AAPL_1hr_Moving_Average,AAPL_RSI
2023-11-08 16:00:00,2023-11-08 16:00:00,182.91,-0.0250000000000057,-0.000136660562494906,182.935,182.81,182.99,1816747.0,,0.18000000000000682,1816747.0,,
2023-11-08 15:55:00,2023-11-08 15:55:00,182.935,0.134999999999991,0.000738512035010891,182.8,182.79,182.95,1059147.0,0.00013666990140033224,0.1599999999999966,1059147.0,,
2023-11-08 15:50:00,2023-11-08 15:50:00,182.8,-0.134999999999991,-0.000737967037472277,182.93,182.6,183.01,844262.0,-0.0007382394691851687,0.4099999999999966,844262.0,,
2023-11-08 15:45:00,2023-11-08 15:45:00,182.935,0.174900000000008,0.000956992253779726,182.76,182.75,183.0,816143.0,0.000738239469185208,0.25,816143.0,,
2023-11-08 15:40:00,2023-11-08 15:40:00,182.7601,0.105099999999993,0.000575401713613058,182.66,182.63,182.78,387302.0,-0.0009565346286320326,0.15000000000000568,387302.0,,
2023-11-08 15:35:00,2023-11-08 15:35:00,182.655,-0.129999999999995,-0.000711218097765109,182.785,182.62,182.79,408213.0,-0.0005752362335223508,0.1699999999999875,408213.0,,
2023-11-08 15:30:00,2023-11-08 15:30:00,182.785,0.109999999999985,0.000602162310113509,182.675,182.642,182.79,458378.0,0.0007114711333391807,0.14799999999999613,458378.0,,
2023-11-08 15:25:00,2023-11-08 15:25:00,182.675,0.110000000000014,0.000602525128036664,182.56,182.54,182.69,394544.0,-0.0006019810831380249,0.15000000000000568,394544.0,,
2023-11-08 15:20:00,2023-11-08 15:20:00,182.565,-0.0152999999999963,-8.37987449905402e-05,182.585,182.48,182.64,382535.0,-0.0006023436826516607,0.1599999999999966,382535.0,,
2023-11-08 15:15:00,2023-11-08 15:15:00,182.5803,0.0552999999999884,0.000302972195589581,182.52,182.44,182.62,843918.0,8.38022563015827e-05,0.18000000000000682,843918.0,,
2023-11-08 15:10:00,2023-11-08 15:10:00,182.525,-0.00999999999999091,-5.47840140246578e-05,182.535,182.4818,182.62,357972.0,-0.0003029263087820365,0.13820000000001187,357972.0,,
2023-11-08 15:05:00,2023-11-08 15:05:00,182.535,0.10499999999999,0.000575563229731896,182.44,182.41,182.54,281259.0,5.478551472351304e-05,0.12999999999999545,281259.0,,
2023-11-08 15:00:00,2023-11-08 15:00:00,182.43,-0.148799999999994,-0.00081499056845589,182.57,182.37,182.6,308552.0,-0.0005753976567449896,0.22999999999998977,308552.0,,
2023-11-08 14:55:00,2023-11-08 14:55:00,182.5788,-0.0824000000000069,-0.000451108390835092,182.66,182.49,182.67,482527.0,0.0008153228538210595,0.1799999999999784,482527.0,,
2023-11-08 14:50:00,2023-11-08 14:50:00,182.6612,-0.138800000000003,-0.000759299781181638,182.798,182.65,182.8,258943.0,0.00045121017083565043,0.15000000000000568,258943.0,,
2023-11-08 14:45:00,2023-11-08 14:45:00,182.8,-0.0319999999999823,-0.000175024065808952,182.835,182.67,182.85,346033.0,0.0007595881952648945,0.18000000000000682,346033.0,,
2023-11-08 14:40:00,2023-11-08 14:40:00,182.832,0.111999999999995,0.000612959719789814,182.71,182.6,182.84,312526.0,0.0001750393843082113,0.2400000000000091,312526.0,,
2023-11-08 14:35:00,2023-11-08 14:35:00,182.72,-0.0500000000000114,-0.000273567872189152,182.77,182.65,182.835,331290.0,-0.0006127719367124668,0.18500000000000227,331290.0,,
2023-11-08 14:30:00,2023-11-08 14:30:00,182.77,0.0420000000000016,0.000229849831443466,182.72,182.67,182.84,384936.0,0.0002736052987054573,0.17000000000001592,384936.0,,
2023-11-08 14:25:00,2023-11-08 14:25:00,182.728,-0.0420000000000016,-0.000229797012638844,182.765,182.71,182.798,227644.0,-0.0002298234200179547,0.08799999999999386,227644.0,182.70065,44.69882325527222
2023-11-08 14:20:00,2023-11-08 14:20:00,182.77,0.00500000000002387,2.73575356333208e-05,182.77,182.76,182.89,277715.0,0.0002298234200179968,0.12999999999999545,277715.0,182.6924,46.01956101444357
2023-11-08 14:15:00,2023-11-08 14:15:00,182.765,-0.0150000000000148,-8.20658715396366e-05,182.78,182.71,182.79,231994.0,-2.735716142271876e-05,0.07999999999998408,231994.0,182.6914,45.11100885770104
2023-11-08 14:10:00,2023-11-08 14:10:00,182.78,0.111799999999988,0.000612038658069593,182.67,182.65,182.79,279311.0,8.206923912760624e-05,0.13999999999998636,279311.0,182.6784,49.38218213270695
2023-11-08 14:05:00,2023-11-08 14:05:00,182.6682,0.0749000000000137,0.000410201250538841,182.59,182.53,182.76,287958.0,-0.0006118514387965249,0.22999999999998977,287958.0,182.66989999999998,41.63846057415093
